Date,ID,Holding,IS_HOLDING,Description,Balance2,Value
2017-03-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,78413.667
2017-06-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,108111.629
2017-09-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,137463.202
2017-12-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,145646.465
2018-03-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,49631.282
2018-06-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,32416.123
2018-09-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,9116.118
2018-12-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,72748.25
2019-03-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,34322.867
2019-06-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,25875.342
2019-09-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,34301.08
2019-12-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,447411.76
2020-03-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,299895.779
2020-06-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,340573.742
2020-09-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,302844.254
2020-12-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,202481.237
2021-03-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,50590.505
2021-06-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,106677.794
2021-09-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,115646.353
2021-12-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,108604.768
2022-03-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,111155.436
2022-06-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,211823.319
2022-09-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,273598.994
2022-12-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,186542.396
2023-03-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,101060.417
2023-06-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,85735.115
2023-09-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,206689.544
2023-12-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,530862.387
2024-03-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,284520.869
2024-06-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,87463.977
2024-09-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,219167.097
2024-12-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,79918.872
2025-03-31,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,180279.971
2025-06-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,272786.952
2025-09-30,ENTEL,ALMENDRAL,-1,Efectivo y equivalentes al efectivo,Cash,239893.333
2017-03-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,4994.86
2017-06-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,4396.278
2017-09-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,3417.881
2017-12-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,2118.672
2018-03-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,1520.074
2018-06-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,9093.351
2018-09-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,9713.472
2018-12-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,17161.83
2019-03-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,11686.201
2019-06-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,9321.125
2019-09-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,15412.001
2019-12-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,162710.301
2020-03-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,191399.022
2020-06-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,77859.319
2020-09-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,249802.41
2020-12-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,389290.088
2021-03-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,422777.407
2021-06-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,426775.643
2021-09-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,425585.95
2021-12-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,326830.155
2022-03-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,264268.312
2022-06-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,304154.376
2022-09-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,236348.653
2022-12-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,167147.402
2023-03-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,149790.606
2023-06-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,130023.052
2023-09-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,178950.703
2023-12-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,170887.333
2024-03-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,372506.338
2024-06-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,393113.669
2024-09-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,283375.148
2024-12-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,302649.971
2025-03-31,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,166172.419
2025-06-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,71962.119
2025-09-30,ENTEL,ALMENDRAL,-1,Otros activos financieros corrientes,Cash,77503.355
2017-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,29050.173
2017-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,26303.631
2017-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,32002.089
2017-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,36540.044
2018-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,38042.867
2018-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,21921.352
2018-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,24628.08
2018-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,20617.883
2019-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,24136.226
2019-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,58721.59
2019-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,36981.888
2019-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,28813.909
2020-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,32167.476
2020-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,25193.122
2020-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,26827.581
2020-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,22733.634
2021-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,26323.27
2021-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,45022.057
2021-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,57986.445
2021-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,196857.268
2022-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,239751.366
2022-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,308663.815
2022-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,332406.72
2022-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,275135.592
2023-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,250897.94
2023-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,295952.116
2023-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,315302.536
2023-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,337854.552
2024-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,333701.865
2024-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,322955.144
2024-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,560843.371
2024-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,384571.911
2025-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,394774.43
2025-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,369910.172
2025-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros corrientes,Debt,78715.864
2017-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1568330.906
2017-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1666611.597
2017-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1620933.312
2017-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1590913.982
2018-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1611138.421
2018-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1673030.145
2018-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1697758.279
2018-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1794895.669
2019-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1765197.29
2019-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1774682.486
2019-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1869531.038
2019-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1969001.93
2020-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,2105355.769
2020-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,2051550.699
2020-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1989376.053
2020-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1856453.965
2021-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1880913.018
2021-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1869561.331
2021-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1983305.336
2021-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1935510.606
2022-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1895919.144
2022-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,2200336.464
2022-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,2271072.794
2022-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1945802.091
2023-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1867110.035
2023-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1864361.282
2023-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1981199.358
2023-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1775723.807
2024-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1910809.618
2024-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1831546.077
2024-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1529208.304
2024-12-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1633380.992
2025-03-31,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1597326.427
2025-06-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1662431.01
2025-09-30,ENTEL,ALMENDRAL,-1,Otros pasivos financieros no corrientes,Debt,1613619.651
2017-03-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,52004.635
2017-06-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,4908.739
2017-09-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,5354.753
2017-12-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,18808.34
2018-03-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,23965.53
2018-06-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,38532.566
2018-09-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,33692.601
2018-12-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,39980.474
2019-03-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,28780.952
2019-06-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,18339.024
2019-09-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,28309.357
2019-12-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,72062.758
2020-03-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,130137.043
2020-06-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,167557.116
2020-09-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,181733.18
2020-12-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,174945.586
2021-03-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,181223.157
2021-06-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,136357.669
2021-09-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,184299.57
2021-12-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,163513.314
2022-03-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,129884.484
2022-06-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,146863.788
2022-09-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,163331.481
2022-12-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,179335.341
2023-03-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,193150.086
2023-06-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,165166.19
2023-09-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,146120.233
2023-12-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,109156.681
2024-03-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,93443.367
2024-06-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,107760.188
2024-09-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,74875.013
2024-12-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,108758.431
2025-03-31,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,181996.263
2025-06-30,AGUAS-A,IAM,-1,Efectivo y equivalentes al efectivo,Cash,186237.788
2017-03-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,8189.29
2017-06-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,0.0
2017-09-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,8003.338
2017-12-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,0.0
2018-03-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,8047.633
2018-06-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,34.709
2018-09-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,8157.761
2018-12-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,2324.238
2019-03-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,8155.274
2019-06-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,198.047
2019-09-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,5851.96
2019-12-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,0.0
2020-03-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,5216.887
2020-06-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,91.942
2020-09-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,5219.587
2020-12-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,0.0
2021-03-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,5344.65
2021-06-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,18.587
2021-09-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,5804.888
2021-12-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,0.0
2022-03-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,5769.021
2022-06-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,0.0
2022-09-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,6235.969
2022-12-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,0.0
2023-03-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,6467.402
2023-06-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,0.0
2023-09-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,6581.562
2023-12-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,0.0
2024-03-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,6745.327
2024-06-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,0.0
2024-09-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,6893.234
2024-12-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,0.0
2025-03-31,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,7072.303
2025-06-30,AGUAS-A,IAM,-1,Otros activos financieros corrientes,Cash,0.0
2017-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,44846.393
2017-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,46552.731
2017-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,56329.055
2017-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,63045.352
2018-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,109953.766
2018-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,76993.427
2018-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,64302.142
2018-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,33963.316
2019-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,67100.602
2019-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,50321.522
2019-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,41605.859
2019-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,37882.348
2020-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,103477.305
2020-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,105139.592
2020-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,67664.433
2020-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,71064.294
2021-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,82356.36
2021-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,86362.167
2021-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,84829.34
2021-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,69023.789
2022-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,72684.423
2022-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,67316.176
2022-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,80711.737
2022-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,74347.139
2023-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,74090.885
2023-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,120516.426
2023-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,160304.321
2023-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,155416.801
2024-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,156721.04
2024-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,89471.87
2024-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,89431.188
2024-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,116332.739
2025-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,73843.803
2025-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros corrientes,Debt,63019.644
2017-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,814819.113
2017-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,825118.598
2017-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,813401.324
2017-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,802978.167
2018-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,787600.316
2018-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,886872.928
2018-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,908316.622
2018-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,912513.179
2019-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,909570.455
2019-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,983450.63
2019-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,987332.229
2019-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1004897.476
2020-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1037081.254
2020-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1046937.07
2020-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,996936.46
2020-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,998729.962
2021-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,997392.675
2021-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,995703.695
2021-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1024525.488
2021-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1084075.622
2022-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1090683.383
2022-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1119961.249
2022-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1156847.481
2022-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1222905.987
2023-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1219520.564
2023-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1173262.137
2023-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1113280.882
2023-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1125060.897
2024-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1121628.277
2024-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1254574.719
2024-09-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1230124.282
2024-12-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1205884.299
2025-03-31,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1358226.848
2025-06-30,AGUAS-A,IAM,-1,Otros pasivos financieros no corrientes,Debt,1366818.363
2021-09-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,42.125
2017-03-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,28688.53938
2017-06-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,22254.67476
2017-09-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,37944.796700000006
2017-12-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,17292.60376
2018-03-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,15708.31278
2018-06-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,11998.738100000002
2018-09-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,16101.5715
2018-12-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,16378.629670000002
2019-03-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,8173.08
2019-06-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,19505.1834
2019-09-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,11150.073199999999
2019-12-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,15983.268300000002
