Date,ID,Holding,IS_HOLDING,Description,Balance2,Value
2023-12-31,COLBUN,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,1690248.0343
2024-03-31,COLBUN,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,1871536.06752
2024-06-30,COLBUN,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,1814049.72756
2024-09-30,COLBUN,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,1704532.16625
2024-12-31,COLBUN,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,2084413.3642799999
2025-03-31,COLBUN,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,1981767.287
2025-06-30,COLBUN,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,1962401.1771
2025-09-30,COLBUN,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,2279350.9236399997
2017-03-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,799025.4881
2017-06-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,756997.84215
2017-09-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,749796.6212
2017-12-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,825443.13488
2018-03-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,912335.02944
2018-06-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,789385.8219000001
2018-09-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,955190.124
2018-12-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1192275.6090700002
2019-03-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,968091.79074
2019-06-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1347188.82048
2019-09-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1239382.3408799998
2019-12-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1649249.15794
2020-03-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1472935.2183
2020-06-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1685023.36884
2020-09-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1697872.67264
2020-12-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1526734.27044
2021-03-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1388059.3288099999
2021-06-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1499528.56144
2021-09-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1931368.29575
2021-12-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1417879.45075
2022-03-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1411501.46412
2022-06-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1453650.1168199999
2022-09-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1413732.306
2022-12-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1127359.9608099998
2023-03-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1208679.4014400002
2023-06-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1105872.303
2023-09-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1084713.0386400002
2023-12-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1397817.6183300002
2024-03-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1642780.0431
2024-06-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1498421.40588
2024-09-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1685041.4175
2024-12-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,2054611.0716
2025-03-31,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1934767.8773
2025-06-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,2236913.60646
2025-09-30,COPEC,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,1972105.93748
2017-03-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,124222.24359999999
2017-06-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,130221.94671
2017-09-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,124332.86235000001
2017-12-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,115141.49910000002
2018-03-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,81099.99792000001
2018-06-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,309130.4655
2018-09-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,317178.666
2018-12-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,152942.57667
2019-03-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,133802.17377000002
2019-06-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,112745.94282000001
2019-09-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,110818.5928
2019-12-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,93016.44116
2020-03-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,151894.77029999997
2020-06-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,112878.0972
2020-09-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,107216.85496000001
2020-12-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,137745.85080000001
2021-03-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,102302.85507
2021-06-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,94248.19039999999
2021-09-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,147059.38077000002
2021-12-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,157843.811
2022-03-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,142094.97456
2022-06-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,295091.41714
2022-09-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,297990.714
2022-12-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,362167.43114999996
2023-03-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,220771.22536
2023-06-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,196710.37956
2023-09-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,418467.66588
2023-12-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,320865.56152000005
2024-03-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,409789.99319999997
2024-06-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,345068.0968
2024-09-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,275906.9775
2024-12-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,273537.4052
2025-03-31,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,262626.00680000003
2025-06-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,362253.96194
2025-09-30,COPEC,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,613281.69364
2017-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,593139.0140799999
2017-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,528756.11028
2017-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,622213.9133
2017-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,595956.23136
2018-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,585103.63148
2018-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,656150.4552000001
2018-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,838300.428
2018-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,795885.36087
2019-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,858012.66276
2019-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,856975.76748
2019-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,914521.5293599999
2019-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,688737.01362
2020-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,786656.1612
2020-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,838728.264
2020-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,505696.64778000006
2020-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,453240.53495999996
2021-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,489999.02667
2021-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,500622.00552
2021-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,593013.2584500001
2021-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,492459.6985
2022-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,655583.8445199999
2022-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,1001835.3703899999
2022-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,1286036.766
2022-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,1723067.4325899999
2023-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,1723663.34224
2023-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,1653393.17388
2023-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,2316430.28232
2023-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,1743589.69589
2024-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,1845240.70206
2024-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,2073084.7510799998
2024-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,935071.965
2024-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,1193405.27408
2025-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,1271238.6182000001
2025-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,1254812.36816
2025-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,1151937.51988
2017-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,3807075.13506
2017-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,3771915.35202
2017-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,3459023.3904500003
2017-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,3461646.68482
2018-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,3929593.65556
2018-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,4081532.9466000004
2018-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,4003515.0855
2018-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,4397487.1003600005
2019-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,4624078.70397
2019-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,5350260.249
2019-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,5454916.966639999
2019-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6215902.3496199995
2020-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6588974.4375
2020-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6552652.3212
2020-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6567772.89654
2020-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,5997520.631399999
2021-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,5876774.35714
2021-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,5914970.25392
2021-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6373785.7840100005
2021-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6653366.94725
2022-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,5948246.17156
2022-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6834073.50251
2022-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6958851.48
2022-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6223266.68382
2023-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6086724.360640001
2023-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6436724.63256
2023-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6640101.935280001
2023-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6802695.24816
2024-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,7360004.71332
2024-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6973269.50922
2024-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,6691963.5525
2024-12-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,7698653.76812
2025-03-31,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,7429959.825
2025-06-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,7932423.31284
2025-09-30,COPEC,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,8665415.1892
2017-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,13869.4738
2017-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,32375.92257
2017-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,27003.07685
2017-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,35847.023740000004
2018-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,4549.1341600000005
2018-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,36648.052
2018-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,50244.2325
2018-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,45752.74854000001
2019-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,15947.041260000002
2019-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,35447.22054
2019-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,31776.075839999998
2019-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,15871.5753
2020-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,12230.7276
2020-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,28167.68544
2020-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,128706.35220000001
2020-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,95356.65804000001
2021-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,276801.27357
2021-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,241511.53936
2021-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,177851.34239
2021-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,266200.52125
2022-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,262505.26544
2022-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,187581.883
2022-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,130922.946
2022-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,152721.17484
2023-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,140625.25120000003
2023-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,58366.8762
2023-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,107451.4716
2023-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,74765.5468
2024-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,84439.49051999999
2024-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,29032.738559999998
2024-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,25788.6975
2024-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,19856.289679999998
2025-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,17069.5362
2025-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Efectivo y equivalentes al efectivo,Cash,7439.133
2017-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,25770.184739999997
2017-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,17325.03483
2017-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,23149.4975
2017-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,20495.439080000004
2018-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,33280.82636
2018-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,23590.5636
2018-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,15727.1625
2018-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,20931.22503
2019-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,34257.46482
2019-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,13908.57588
2019-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,85715.14455999999
2019-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,14631.783
2020-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,40343.121
2020-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,14650.396560000001
2020-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,19582.47498
2020-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,14672.169960000001
2021-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,24380.727219999997
2021-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,14447.51672
2021-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,203187.7315
2021-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,232057.032
2022-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,291199.60892
2022-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,213313.4439
2022-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,141436.89
2022-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,29986.58488
2023-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,62416.26832
2023-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,63881.2878
2023-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,55908.49968
2023-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,10457.62298
2024-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,11613.69636
2024-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,0.95102
2024-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,0.0
2024-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,0.0
2025-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,7570.6922
2025-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros activos financieros corrientes,Cash,12302.17378
2017-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,36112.982019999996
2017-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,40037.32449
2017-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,33014.304
2017-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,37989.21978
2018-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,63422.1691
2018-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,225049.23375000004
2018-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,39348.666
2018-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,33721.48568
2019-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,115674.96342
2019-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,113667.15312
2019-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,141067.83792
2019-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,132324.18634000001
2020-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,165143.59679999997
2020-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,156083.13384
2020-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,30113.06602
2020-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,24537.78
2021-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,30383.29711
2021-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,21237.092239999998
2021-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,159169.48207
2021-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,164939.9975
2022-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,154871.36852
2022-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,177673.8061
2022-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,30685.956
2022-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,19963.83877
2023-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,22007.82024
2023-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,18810.8058
2023-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,25279.97868
2023-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,1830.21671
2024-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,6142.822139999999
2024-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,1917.25632
2024-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,61298.1225
2024-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,64057.21992
2025-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,65559.9995
2025-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros corrientes,Debt,118368.30278
2017-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,250290.65795999998
2017-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,250633.69110000003
2017-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,282937.1706
2017-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,267236.1875
