Date,Date_quarter,Holding,HoldingValue,NetDebt,eqy_shares_total,NAV,NAV_PS,Price,Discount,NetDebt_ffill,LastFinDate,DaysSinceFin,StaleFund
2017-02-03,2017Q1,INVERCAP,404621.1443239392,-267032.10019999987,149.253056,671653.2445239391,4500.097100349752,1375.0,0.6944510375358048,-267032.10019999987,2025-06-30,-3069.0,False
2017-02-06,2017Q1,INVERCAP,418333.7022893885,-267032.10019999987,149.253056,685365.8024893884,4591.971654432245,1390.0,0.6972977830430749,-267032.10019999987,2025-06-30,-3066.0,False
2017-02-07,2017Q1,INVERCAP,438379.63022940577,-267032.10019999987,149.253056,705411.7304294056,4726.279979348668,1450.0,0.6932048024374922,-267032.10019999987,2025-06-30,-3065.0,False
2017-02-08,2017Q1,INVERCAP,457879.9139869987,-267032.10019999987,149.253056,724912.0141869986,4856.932471700939,1550.1,0.6808479407462007,-267032.10019999987,2025-06-30,-3064.0,False
2017-02-09,2017Q1,INVERCAP,448571.48406540294,-267032.10019999987,149.253056,715603.5842654028,4794.565709029119,1620.0,0.6621174683351991,-267032.10019999987,2025-06-30,-3063.0,False
2017-02-10,2017Q1,INVERCAP,479705.6812839715,-267032.10019999987,149.253056,746737.7814839714,5003.165774267104,1895.4,0.6211598644704811,-267032.10019999987,2025-06-30,-3062.0,False
2017-02-13,2017Q1,INVERCAP,539810.9862836411,-267032.10019999987,149.253056,806843.086483641,5405.873139935178,2353.9,0.5645661784752452,-267032.10019999987,2025-06-30,-3059.0,False
2017-02-14,2017Q1,INVERCAP,523266.2751808464,-267032.10019999987,149.253056,790298.3753808462,5295.0230739720755,2447.2,0.5378301537477104,-267032.10019999987,2025-06-30,-3058.0,False
2017-02-15,2017Q1,INVERCAP,497231.2527623146,-267032.10019999987,149.253056,764263.3529623144,5120.5876344824355,2236.1,0.5633118384808165,-267032.10019999987,2025-06-30,-3057.0,False
2017-02-16,2017Q1,INVERCAP,468117.2381715312,-267032.10019999987,149.253056,735149.3383715311,4925.522854095069,1991.2,0.5957383492100701,-267032.10019999987,2025-06-30,-3056.0,False
2017-02-17,2017Q1,INVERCAP,497276.72311084997,-267032.10019999987,149.253056,764308.8233108498,5120.892287196116,2140.5,0.5820064395121254,-267032.10019999987,2025-06-30,-3055.0,False
2017-02-20,2017Q1,INVERCAP,530924.7810270163,-267032.10019999987,149.253056,797956.8812270162,5346.335295318953,2254.8,0.578253163064012,-267032.10019999987,2025-06-30,-3052.0,False
2017-02-21,2017Q1,INVERCAP,514477.506385369,-267032.10019999987,149.253056,781509.6065853689,5236.1380565994505,2218.3,0.5763480687442666,-267032.10019999987,2025-06-30,-3051.0,False
2017-02-22,2017Q1,INVERCAP,497562.53673021507,-267032.10019999987,149.253056,764594.6369302149,5122.8072471106725,2217.6,0.5671123481659877,-267032.10019999987,2025-06-30,-3050.0,False
2017-02-23,2017Q1,INVERCAP,467253.30154935934,-267032.10019999987,149.253056,734285.4017493592,4919.734452535158,2100.0,0.5731476931813135,-267032.10019999987,2025-06-30,-3049.0,False
2017-02-24,2017Q1,INVERCAP,476068.05340114277,-267032.10019999987,149.253056,743100.1536011426,4978.793557172743,2144.2,0.5693334187534369,-267032.10019999987,2025-06-30,-3048.0,False
2017-02-27,2017Q1,INVERCAP,470039.9843381693,-267032.10019999987,149.253056,737072.0845381692,4938.4053117020885,2169.4,0.5607083940924471,-267032.10019999987,2025-06-30,-3045.0,False
2017-02-28,2017Q1,INVERCAP,482420.9106679402,-267032.10019999987,149.253056,749453.01086794,5021.357893455395,2122.5,0.577305572509307,-267032.10019999987,2025-06-30,-3044.0,False
2017-03-01,2017Q1,INVERCAP,501317.08836642053,-267032.10019999987,149.253056,768349.1885664205,5147.962856897352,2234.5,0.5659448092159078,-267032.10019999987,2025-06-30,-3043.0,False
2017-03-02,2017Q1,INVERCAP,478477.98187351675,-267032.10019999987,149.253056,745510.0820735167,4994.940150997757,2220.0,0.555550230255202,-267032.10019999987,2025-06-30,-3042.0,False
2017-03-03,2017Q1,INVERCAP,485512.8943683447,-267032.10019999987,149.253056,752544.9945683446,5042.074277985602,2280.0,0.5478051543280913,-267032.10019999987,2025-06-30,-3041.0,False
2017-03-06,2017Q1,INVERCAP,479855.08385773055,-267032.10019999987,149.253056,746887.1840577305,5004.166776040623,2250.0,0.55037469758747,-267032.10019999987,2025-06-30,-3038.0,False
2017-03-07,2017Q1,INVERCAP,479777.13468881283,-267032.10019999987,149.253056,746809.2348888128,5003.644514245744,2220.0,0.5563233971399254,-267032.10019999987,2025-06-30,-3037.0,False
2017-03-08,2017Q1,INVERCAP,472852.6501832851,-267032.10019999987,149.253056,739884.750383285,4957.250258133978,2180.0,0.5602400753476178,-267032.10019999987,2025-06-30,-3036.0,False
2017-03-09,2017Q1,INVERCAP,482895.10144552327,-267032.10019999987,149.253056,749927.2016455231,5024.53498604091,2200.0,0.5621485359118787,-267032.10019999987,2025-06-30,-3035.0,False
2017-03-10,2017Q1,INVERCAP,477425.6680931271,-267032.10019999987,149.253056,744457.768293127,4987.889616766889,2177.0,0.5635428673718096,-267032.10019999987,2025-06-30,-3034.0,False
2017-03-13,2017Q1,INVERCAP,491631.9041283888,-267032.10019999987,149.253056,758664.0043283887,5083.071828883616,2230.0,0.5612889065764451,-267032.10019999987,2025-06-30,-3031.0,False
2017-03-14,2017Q1,INVERCAP,494022.34530853346,-267032.10019999987,149.253056,761054.4455085334,5099.08785725991,2200.0,0.5685502855441658,-267032.10019999987,2025-06-30,-3030.0,False
2017-03-15,2017Q1,INVERCAP,512535.2729265014,-267032.10019999987,149.253056,779567.3731265012,5223.125033543711,2205.5,0.5777432119974267,-267032.10019999987,2025-06-30,-3029.0,False
2017-03-16,2017Q1,INVERCAP,522818.0674595693,-267032.10019999987,149.253056,789850.1676595692,5292.020068651521,2320.0,0.5616040812575438,-267032.10019999987,2025-06-30,-3028.0,False
2017-03-17,2017Q1,INVERCAP,545144.0085904311,-267032.10019999987,149.253056,812176.1087904309,5441.604551068161,2300.0,0.5773305504993889,-267032.10019999987,2025-06-30,-3027.0,False
