Date,Date_quarter,Holding,HoldingValue,NetDebt,eqy_shares_total,NAV,NAV_PS,Price,Discount,NetDebt_ffill,LastFinDate,DaysSinceFin,StaleFund,HoldingValue_orig,NetDebt_orig,NAV_orig,eqy_shares_total_orig,NAV_PS_orig
2017-02-01,2017Q1,ALMENDRAL,1166933.638440456,47272.77599999997,18048.204643,1119660.862440456,62.03724329304503,50.0,0.19403253036542523,47272.77599999997,2025-09-30,-3163.0,False,1166933.638440456,47272.77599999997,1119660.862440456,18048.204643,62.03724329304503
2017-02-02,2017Q1,ALMENDRAL,1164110.7065092314,47272.77599999997,18048.204643,1116837.9305092313,61.880832614694285,50.5,0.18391531163709296,47272.77599999997,2025-09-30,-3162.0,False,1164110.7065092314,47272.77599999997,1116837.9305092313,18048.204643,61.880832614694285
2017-02-03,2017Q1,ALMENDRAL,1179620.2266490182,47272.77599999997,18048.204643,1132347.4506490182,62.74017128280952,50.85,0.18951448553133554,47272.77599999997,2025-09-30,-3161.0,False,1179620.2266490182,47272.77599999997,1132347.4506490182,18048.204643,62.74017128280952
2017-02-06,2017Q1,ALMENDRAL,1170354.3677218223,47272.77599999997,18048.204643,1123081.5917218225,62.22677623269357,50.84,0.18298836806382746,47272.77599999997,2025-09-30,-3158.0,False,1170354.3677218223,47272.77599999997,1123081.5917218225,18048.204643,62.22677623269357
2017-02-07,2017Q1,ALMENDRAL,1160889.243011246,47272.77599999997,18048.204643,1113616.467011246,61.702340428811695,50.11,0.18787521426656761,47272.77599999997,2025-09-30,-3157.0,False,1160889.243011246,47272.77599999997,1113616.467011246,18048.204643,61.702340428811695
2017-02-08,2017Q1,ALMENDRAL,1173575.831219808,47272.77599999997,18048.204643,1126303.055219808,62.40526841857618,50.5,0.19077345102857268,47272.77599999997,2025-09-30,-3156.0,False,1173575.831219808,47272.77599999997,1126303.055219808,18048.204643,62.40526841857618
2017-02-09,2017Q1,ALMENDRAL,1181596.2790008755,47272.77599999997,18048.204643,1134323.5030008757,62.84965875765504,50.0,0.20445073229757138,47272.77599999997,2025-09-30,-3155.0,False,1181596.2790008755,47272.77599999997,1134323.5030008757,18048.204643,62.84965875765504
2017-02-10,2017Q1,ALMENDRAL,1212067.338376153,47272.77599999997,18048.204643,1164794.562376153,64.53797402102921,50.51,0.21735999981124765,47272.77599999997,2025-09-30,-3154.0,False,1212067.338376153,47272.77599999997,1164794.562376153,18048.204643,64.53797402102921
2017-02-13,2017Q1,ALMENDRAL,1227493.831106198,47272.77599999997,18048.204643,1180221.055106198,65.39271237507532,50.51,0.22758977009107706,47272.77599999997,2025-09-30,-3151.0,False,1227493.831106198,47272.77599999997,1180221.055106198,18048.204643,65.39271237507532
2017-02-14,2017Q1,ALMENDRAL,1207583.8582500904,47272.77599999997,18048.204643,1160311.0822500903,64.28955706129568,51.24,0.20298097634820877,47272.77599999997,2025-09-30,-3150.0,False,1207583.8582500904,47272.77599999997,1160311.0822500903,18048.204643,64.28955706129568
2017-02-15,2017Q1,ALMENDRAL,1217679.9912747054,47272.77599999997,18048.204643,1170407.215274705,64.84895525210304,51.0,0.21355710663748773,47272.77599999997,2025-09-30,-3149.0,False,1217679.9912747054,47272.77599999997,1170407.215274705,18048.204643,64.84895525210304
