Description,Value,Curncy,Date,ID
Pasivos corrientes totales,68.588,USD,2017-12-31,PAMPA_CALICHERA
Otros pasivos financieros no corrientes,434.375,USD,2017-12-31,PAMPA_CALICHERA
Cuentas por pagar no corrientes,-,USD,2017-12-31,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2017-12-31,PAMPA_CALICHERA
Otras provisiones a largo plazo,-,USD,2017-12-31,PAMPA_CALICHERA
Pasivo por impuestos diferidos,1.554,USD,2017-12-31,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, no corrientes",-,USD,2017-12-31,PAMPA_CALICHERA
Provisiones no corrientes por beneficios a los empleados,55,USD,2017-12-31,PAMPA_CALICHERA
Otros pasivos no financieros no corrientes,-,USD,2017-12-31,PAMPA_CALICHERA
Total de pasivos no corrientes,435.984,USD,2017-12-31,PAMPA_CALICHERA
Total de pasivos,504.572,USD,2017-12-31,PAMPA_CALICHERA
Capital emitido,539.212,USD,2017-12-31,PAMPA_CALICHERA
Ganancias (pérdidas) acumuladas,434.225,USD,2017-12-31,PAMPA_CALICHERA
Prima de emisión,114.952,USD,2017-12-31,PAMPA_CALICHERA
Acciones propias en cartera,-,USD,2017-12-31,PAMPA_CALICHERA
Otras participaciones en el patrimonio,-4.795,USD,2017-12-31,PAMPA_CALICHERA
Otras reservas,-7.458,USD,2017-12-31,PAMPA_CALICHERA
Patrimonio atribuible a los propietarios de la controladora,1.076.136,USD,2017-12-31,PAMPA_CALICHERA
Participaciones no controladoras,-,USD,2017-12-31,PAMPA_CALICHERA
Patrimonio total,1.076.136,USD,2017-12-31,PAMPA_CALICHERA
Total de patrimonio y pasivos,1.580.708,USD,2017-12-31,PAMPA_CALICHERA
Efectivo y equivalentes al efectivo,7.516,USD,2018-03-31,PAMPA_CALICHERA
Otros activos financieros corrientes,54.986,USD,2018-03-31,PAMPA_CALICHERA
Otros activos no financieros corrientes,-,USD,2018-03-31,PAMPA_CALICHERA
Deudores comerciales y otras cuentas por cobrar corrientes,-,USD,2018-03-31,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, corrientes",509.805,USD,2018-03-31,PAMPA_CALICHERA
Inventarios corrientes,-,USD,2018-03-31,PAMPA_CALICHERA
Activos biológicos corrientes,-,USD,2018-03-31,PAMPA_CALICHERA
"Activos por impuestos corrientes, corrientes",16.234,USD,2018-03-31,PAMPA_CALICHERA
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,588.541,USD,2018-03-31,PAMPA_CALICHERA
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,-,USD,2018-03-31,PAMPA_CALICHERA
Activos corrientes totales,588.541,USD,2018-03-31,PAMPA_CALICHERA
Otros activos financieros no corrientes,-,USD,2018-03-31,PAMPA_CALICHERA
Otros activos no financieros no corrientes,-,USD,2018-03-31,PAMPA_CALICHERA
Cuentas por cobrar no corrientes,-,USD,2018-03-31,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, no corrientes",-,USD,2018-03-31,PAMPA_CALICHERA
"Inventarios, no corrientes",-,USD,2018-03-31,PAMPA_CALICHERA
Inversiones contabilizadas utilizando el método de la participación,1.038.122,USD,2018-03-31,PAMPA_CALICHERA
Activos intangibles distintos de la plusvalía,-,USD,2018-03-31,PAMPA_CALICHERA
Plusvalía,6.873,USD,2018-03-31,PAMPA_CALICHERA
"Propiedades, planta y equipo",-,USD,2018-03-31,PAMPA_CALICHERA
Activos biológicos no corrientes,-,USD,2018-03-31,PAMPA_CALICHERA
Propiedad de inversión,-,USD,2018-03-31,PAMPA_CALICHERA
"Activos por impuestos corrientes, no corrientes",-,USD,2018-03-31,PAMPA_CALICHERA
Activos por impuestos diferidos,497,USD,2018-03-31,PAMPA_CALICHERA
Total de activos no corrientes,1.045.492,USD,2018-03-31,PAMPA_CALICHERA
Total de activos,1.634.033,USD,2018-03-31,PAMPA_CALICHERA
Otros pasivos financieros corrientes,104.785,USD,2018-03-31,PAMPA_CALICHERA
Cuentas por pagar comerciales y otras cuentas por pagar,3.408,USD,2018-03-31,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, corrientes",-,USD,2018-03-31,PAMPA_CALICHERA
Otras provisiones a corto plazo,-,USD,2018-03-31,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, corrientes",909,USD,2018-03-31,PAMPA_CALICHERA
Provisiones corrientes por beneficios a los empleados,-,USD,2018-03-31,PAMPA_CALICHERA
Otros pasivos no financieros corrientes,13.563,USD,2018-03-31,PAMPA_CALICHERA
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,122.665,USD,2018-03-31,PAMPA_CALICHERA
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2018-03-31,PAMPA_CALICHERA
Pasivos corrientes totales,122.665,USD,2018-03-31,PAMPA_CALICHERA
Otros pasivos financieros no corrientes,413.435,USD,2018-03-31,PAMPA_CALICHERA
Cuentas por pagar no corrientes,-,USD,2018-03-31,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2018-03-31,PAMPA_CALICHERA
Otras provisiones a largo plazo,-,USD,2018-03-31,PAMPA_CALICHERA
Pasivo por impuestos diferidos,1.486,USD,2018-03-31,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, no corrientes",-,USD,2018-03-31,PAMPA_CALICHERA
Provisiones no corrientes por beneficios a los empleados,56,USD,2018-03-31,PAMPA_CALICHERA
Otros pasivos no financieros no corrientes,-,USD,2018-03-31,PAMPA_CALICHERA
Total de pasivos no corrientes,414.977,USD,2018-03-31,PAMPA_CALICHERA
Total de pasivos,537.642,USD,2018-03-31,PAMPA_CALICHERA
Capital emitido,539.212,USD,2018-03-31,PAMPA_CALICHERA
Ganancias (pérdidas) acumuladas,450.281,USD,2018-03-31,PAMPA_CALICHERA
Prima de emisión,114.952,USD,2018-03-31,PAMPA_CALICHERA
Acciones propias en cartera,4.795,USD,2018-03-31,PAMPA_CALICHERA
Otras participaciones en el patrimonio,-,USD,2018-03-31,PAMPA_CALICHERA
Otras reservas,-3.259,USD,2018-03-31,PAMPA_CALICHERA
Patrimonio atribuible a los propietarios de la controladora,1.096.391,USD,2018-03-31,PAMPA_CALICHERA
Participaciones no controladoras,-,USD,2018-03-31,PAMPA_CALICHERA
Patrimonio total,1.096.391,USD,2018-03-31,PAMPA_CALICHERA
Total de patrimonio y pasivos,1.634.033,USD,2018-03-31,PAMPA_CALICHERA
Efectivo y equivalentes al efectivo,56.560,USD,2018-06-30,PAMPA_CALICHERA
Otros activos financieros corrientes,36.408,USD,2018-06-30,PAMPA_CALICHERA
Otros activos no financieros corrientes,-,USD,2018-06-30,PAMPA_CALICHERA
Deudores comerciales y otras cuentas por cobrar corrientes,-,USD,2018-06-30,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, corrientes",499.180,USD,2018-06-30,PAMPA_CALICHERA
Inventarios corrientes,-,USD,2018-06-30,PAMPA_CALICHERA
Activos biológicos corrientes,-,USD,2018-06-30,PAMPA_CALICHERA
"Activos por impuestos corrientes, corrientes",15.420,USD,2018-06-30,PAMPA_CALICHERA
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,607.568,USD,2018-06-30,PAMPA_CALICHERA
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,-,USD,2018-06-30,PAMPA_CALICHERA
Activos corrientes totales,607.568,USD,2018-06-30,PAMPA_CALICHERA
Otros activos financieros no corrientes,-,USD,2018-06-30,PAMPA_CALICHERA
Otros activos no financieros no corrientes,-,USD,2018-06-30,PAMPA_CALICHERA
Cuentas por cobrar no corrientes,-,USD,2018-06-30,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, no corrientes",-,USD,2018-06-30,PAMPA_CALICHERA
"Inventarios, no corrientes",-,USD,2018-06-30,PAMPA_CALICHERA
Inversiones contabilizadas utilizando el método de la participación,1.243.212,USD,2018-06-30,PAMPA_CALICHERA
Activos intangibles distintos de la plusvalía,-,USD,2018-06-30,PAMPA_CALICHERA
Plusvalía,6.873,USD,2018-06-30,PAMPA_CALICHERA
"Propiedades, planta y equipo",-,USD,2018-06-30,PAMPA_CALICHERA
Activos biológicos no corrientes,-,USD,2018-06-30,PAMPA_CALICHERA
Propiedad de inversión,-,USD,2018-06-30,PAMPA_CALICHERA
"Activos por impuestos corrientes, no corrientes",-,USD,2018-06-30,PAMPA_CALICHERA
Activos por impuestos diferidos,-,USD,2018-06-30,PAMPA_CALICHERA
Total de activos no corrientes,1.250.085,USD,2018-06-30,PAMPA_CALICHERA
Total de activos,1.857.653,USD,2018-06-30,PAMPA_CALICHERA
Otros pasivos financieros corrientes,347.325,USD,2018-06-30,PAMPA_CALICHERA
Cuentas por pagar comerciales y otras cuentas por pagar,82,USD,2018-06-30,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, corrientes",-,USD,2018-06-30,PAMPA_CALICHERA
Otras provisiones a corto plazo,-,USD,2018-06-30,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, corrientes",502,USD,2018-06-30,PAMPA_CALICHERA
Provisiones corrientes por beneficios a los empleados,-,USD,2018-06-30,PAMPA_CALICHERA
Otros pasivos no financieros corrientes,8.372,USD,2018-06-30,PAMPA_CALICHERA
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,356.281,USD,2018-06-30,PAMPA_CALICHERA
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2018-06-30,PAMPA_CALICHERA
Pasivos corrientes totales,356.281,USD,2018-06-30,PAMPA_CALICHERA
Otros pasivos financieros no corrientes,384.306,USD,2018-06-30,PAMPA_CALICHERA
Cuentas por pagar no corrientes,-,USD,2018-06-30,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2018-06-30,PAMPA_CALICHERA
Otras provisiones a largo plazo,-,USD,2018-06-30,PAMPA_CALICHERA
Pasivo por impuestos diferidos,1.746,USD,2018-06-30,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, no corrientes",-,USD,2018-06-30,PAMPA_CALICHERA
Provisiones no corrientes por beneficios a los empleados,52,USD,2018-06-30,PAMPA_CALICHERA
Otros pasivos no financieros no corrientes,-,USD,2018-06-30,PAMPA_CALICHERA
Total de pasivos no corrientes,386.104,USD,2018-06-30,PAMPA_CALICHERA
Total de pasivos,742.385,USD,2018-06-30,PAMPA_CALICHERA
Capital emitido,539.212,USD,2018-06-30,PAMPA_CALICHERA
Ganancias (pérdidas) acumuladas,471.413,USD,2018-06-30,PAMPA_CALICHERA
Prima de emisión,114.952,USD,2018-06-30,PAMPA_CALICHERA
Acciones propias en cartera,-,USD,2018-06-30,PAMPA_CALICHERA
Otras participaciones en el patrimonio,-4.795,USD,2018-06-30,PAMPA_CALICHERA
Otras reservas,-5.514,USD,2018-06-30,PAMPA_CALICHERA
Patrimonio atribuible a los propietarios de la controladora,1.115.268,USD,2018-06-30,PAMPA_CALICHERA
Participaciones no controladoras,-,USD,2018-06-30,PAMPA_CALICHERA
Patrimonio total,1.115.268,USD,2018-06-30,PAMPA_CALICHERA
Total de patrimonio y pasivos,1.857.653,USD,2018-06-30,PAMPA_CALICHERA
Efectivo y equivalentes al efectivo,75.955,USD,2018-09-30,PAMPA_CALICHERA
Otros activos financieros corrientes,23.775,USD,2018-09-30,PAMPA_CALICHERA
Otros activos no financieros corrientes,-,USD,2018-09-30,PAMPA_CALICHERA
Deudores comerciales y otras cuentas por cobrar corrientes,-,USD,2018-09-30,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, corrientes",504.803,USD,2018-09-30,PAMPA_CALICHERA
Inventarios corrientes,-,USD,2018-09-30,PAMPA_CALICHERA
Activos biológicos corrientes,-,USD,2018-09-30,PAMPA_CALICHERA
"Activos por impuestos corrientes, corrientes",15.035,USD,2018-09-30,PAMPA_CALICHERA
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,619.568,USD,2018-09-30,PAMPA_CALICHERA
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,-,USD,2018-09-30,PAMPA_CALICHERA
Activos corrientes totales,619.568,USD,2018-09-30,PAMPA_CALICHERA
Otros activos financieros no corrientes,-,USD,2018-09-30,PAMPA_CALICHERA
Otros activos no financieros no corrientes,-,USD,2018-09-30,PAMPA_CALICHERA
Cuentas por cobrar no corrientes,-,USD,2018-09-30,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, no corrientes",-,USD,2018-09-30,PAMPA_CALICHERA
"Inventarios, no corrientes",-,USD,2018-09-30,PAMPA_CALICHERA
Inversiones contabilizadas utilizando el método de la participación,1.242.577,USD,2018-09-30,PAMPA_CALICHERA
Activos intangibles distintos de la plusvalía,-,USD,2018-09-30,PAMPA_CALICHERA
Plusvalía,6.873,USD,2018-09-30,PAMPA_CALICHERA
"Propiedades, planta y equipo",3,USD,2018-09-30,PAMPA_CALICHERA
Activos biológicos no corrientes,-,USD,2018-09-30,PAMPA_CALICHERA
Propiedad de inversión,-,USD,2018-09-30,PAMPA_CALICHERA
"Activos por impuestos corrientes, no corrientes",-,USD,2018-09-30,PAMPA_CALICHERA
Activos por impuestos diferidos,-,USD,2018-09-30,PAMPA_CALICHERA
Total de activos no corrientes,1.249.453,USD,2018-09-30,PAMPA_CALICHERA
Total de activos,1.869.021,USD,2018-09-30,PAMPA_CALICHERA
Otros pasivos financieros corrientes,59.484,USD,2018-09-30,PAMPA_CALICHERA
Cuentas por pagar comerciales y otras cuentas por pagar,180,USD,2018-09-30,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, corrientes",-,USD,2018-09-30,PAMPA_CALICHERA
Otras provisiones a corto plazo,-,USD,2018-09-30,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, corrientes",2.081,USD,2018-09-30,PAMPA_CALICHERA
Provisiones corrientes por beneficios a los empleados,-,USD,2018-09-30,PAMPA_CALICHERA
Otros pasivos no financieros corrientes,2.368,USD,2018-09-30,PAMPA_CALICHERA
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,64.113,USD,2018-09-30,PAMPA_CALICHERA
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2018-09-30,PAMPA_CALICHERA
Pasivos corrientes totales,64.113,USD,2018-09-30,PAMPA_CALICHERA
Otros pasivos financieros no corrientes,673.016,USD,2018-09-30,PAMPA_CALICHERA
Cuentas por pagar no corrientes,-,USD,2018-09-30,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2018-09-30,PAMPA_CALICHERA
Otras provisiones a largo plazo,-,USD,2018-09-30,PAMPA_CALICHERA
Pasivo por impuestos diferidos,4.440,USD,2018-09-30,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, no corrientes",-,USD,2018-09-30,PAMPA_CALICHERA
Provisiones no corrientes por beneficios a los empleados,70,USD,2018-09-30,PAMPA_CALICHERA
Otros pasivos no financieros no corrientes,-,USD,2018-09-30,PAMPA_CALICHERA
Total de pasivos no corrientes,677.526,USD,2018-09-30,PAMPA_CALICHERA
Total de pasivos,741.639,USD,2018-09-30,PAMPA_CALICHERA
Capital emitido,539.212,USD,2018-09-30,PAMPA_CALICHERA
Ganancias (pérdidas) acumuladas,476.660,USD,2018-09-30,PAMPA_CALICHERA
Prima de emisión,114.952,USD,2018-09-30,PAMPA_CALICHERA
Acciones propias en cartera,-,USD,2018-09-30,PAMPA_CALICHERA
Otras participaciones en el patrimonio,-4.795,USD,2018-09-30,PAMPA_CALICHERA
Otras reservas,1.353,USD,2018-09-30,PAMPA_CALICHERA
Patrimonio atribuible a los propietarios de la controladora,1.127.382,USD,2018-09-30,PAMPA_CALICHERA
Participaciones no controladoras,-,USD,2018-09-30,PAMPA_CALICHERA
Patrimonio total,1.127.382,USD,2018-09-30,PAMPA_CALICHERA
Total de patrimonio y pasivos,1.869.021,USD,2018-09-30,PAMPA_CALICHERA
Efectivo y equivalentes al efectivo,65.766,USD,2018-12-31,PAMPA_CALICHERA
Otros activos financieros corrientes,30.087,USD,2018-12-31,PAMPA_CALICHERA
Otros activos no financieros corrientes,-,USD,2018-12-31,PAMPA_CALICHERA
Deudores comerciales y otras cuentas por cobrar corrientes,-,USD,2018-12-31,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, corrientes",507.782,USD,2018-12-31,PAMPA_CALICHERA
Inventarios corrientes,-,USD,2018-12-31,PAMPA_CALICHERA
Activos biológicos corrientes,-,USD,2018-12-31,PAMPA_CALICHERA
"Activos por impuestos corrientes, corrientes",17.334,USD,2018-12-31,PAMPA_CALICHERA
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,620.969,USD,2018-12-31,PAMPA_CALICHERA
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,-,USD,2018-12-31,PAMPA_CALICHERA
Activos corrientes totales,620.969,USD,2018-12-31,PAMPA_CALICHERA
Otros activos financieros no corrientes,-,USD,2018-12-31,PAMPA_CALICHERA
Otros activos no financieros no corrientes,-,USD,2018-12-31,PAMPA_CALICHERA
Cuentas por cobrar no corrientes,-,USD,2018-12-31,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, no corrientes",-,USD,2018-12-31,PAMPA_CALICHERA
"Inventarios, no corrientes",-,USD,2018-12-31,PAMPA_CALICHERA
Inversiones contabilizadas utilizando el método de la participación,1.242.451,USD,2018-12-31,PAMPA_CALICHERA
Activos intangibles distintos de la plusvalía,-,USD,2018-12-31,PAMPA_CALICHERA
Plusvalía,6.873,USD,2018-12-31,PAMPA_CALICHERA
"Propiedades, planta y equipo",3,USD,2018-12-31,PAMPA_CALICHERA
Activos biológicos no corrientes,-,USD,2018-12-31,PAMPA_CALICHERA
Propiedad de inversión,-,USD,2018-12-31,PAMPA_CALICHERA
"Activos por impuestos corrientes, no corrientes",-,USD,2018-12-31,PAMPA_CALICHERA
Activos por impuestos diferidos,-,USD,2018-12-31,PAMPA_CALICHERA
Total de activos no corrientes,1.249.327,USD,2018-12-31,PAMPA_CALICHERA
Total de activos,1.870.296,USD,2018-12-31,PAMPA_CALICHERA
Otros pasivos financieros corrientes,48.472,USD,2018-12-31,PAMPA_CALICHERA
Cuentas por pagar comerciales y otras cuentas por pagar,129,USD,2018-12-31,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, corrientes",-,USD,2018-12-31,PAMPA_CALICHERA
Otras provisiones a corto plazo,-,USD,2018-12-31,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, corrientes",814,USD,2018-12-31,PAMPA_CALICHERA
Provisiones corrientes por beneficios a los empleados,-,USD,2018-12-31,PAMPA_CALICHERA
Otros pasivos no financieros corrientes,7.245,USD,2018-12-31,PAMPA_CALICHERA
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,56.660,USD,2018-12-31,PAMPA_CALICHERA
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2018-12-31,PAMPA_CALICHERA
Pasivos corrientes totales,56.660,USD,2018-12-31,PAMPA_CALICHERA
Otros pasivos financieros no corrientes,675.198,USD,2018-12-31,PAMPA_CALICHERA
Cuentas por pagar no corrientes,-,USD,2018-12-31,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2018-12-31,PAMPA_CALICHERA
Otras provisiones a largo plazo,-,USD,2018-12-31,PAMPA_CALICHERA
Pasivo por impuestos diferidos,1.742,USD,2018-12-31,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, no corrientes",-,USD,2018-12-31,PAMPA_CALICHERA
Provisiones no corrientes por beneficios a los empleados,130,USD,2018-12-31,PAMPA_CALICHERA
Otros pasivos no financieros no corrientes,-,USD,2018-12-31,PAMPA_CALICHERA
Total de pasivos no corrientes,677.070,USD,2018-12-31,PAMPA_CALICHERA
Total de pasivos,733.730,USD,2018-12-31,PAMPA_CALICHERA
Capital emitido,539.212,USD,2018-12-31,PAMPA_CALICHERA
Ganancias (pérdidas) acumuladas,492.758,USD,2018-12-31,PAMPA_CALICHERA
Prima de emisión,114.952,USD,2018-12-31,PAMPA_CALICHERA
Acciones propias en cartera,-,USD,2018-12-31,PAMPA_CALICHERA
Otras participaciones en el patrimonio,-4.795,USD,2018-12-31,PAMPA_CALICHERA
Otras reservas,-5.561,USD,2018-12-31,PAMPA_CALICHERA
Patrimonio atribuible a los propietarios de la controladora,1.136.566,USD,2018-12-31,PAMPA_CALICHERA
Participaciones no controladoras,-,USD,2018-12-31,PAMPA_CALICHERA
Patrimonio total,1.136.566,USD,2018-12-31,PAMPA_CALICHERA
Total de patrimonio y pasivos,1.870.296,USD,2018-12-31,PAMPA_CALICHERA
Efectivo y equivalentes al efectivo,23.414,USD,2019-03-31,PAMPA_CALICHERA
Otros activos financieros corrientes,50.298,USD,2019-03-31,PAMPA_CALICHERA
Otros activos no financieros corrientes,-,USD,2019-03-31,PAMPA_CALICHERA
Deudores comerciales y otras cuentas por cobrar corrientes,-,USD,2019-03-31,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, corrientes",513.763,USD,2019-03-31,PAMPA_CALICHERA
Inventarios corrientes,-,USD,2019-03-31,PAMPA_CALICHERA
Activos biológicos corrientes,-,USD,2019-03-31,PAMPA_CALICHERA
"Activos por impuestos corrientes, corrientes",13.446,USD,2019-03-31,PAMPA_CALICHERA
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,600.921,USD,2019-03-31,PAMPA_CALICHERA
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,-,USD,2019-03-31,PAMPA_CALICHERA
Activos corrientes totales,600.921,USD,2019-03-31,PAMPA_CALICHERA
Otros activos financieros no corrientes,-,USD,2019-03-31,PAMPA_CALICHERA
Otros activos no financieros no corrientes,-,USD,2019-03-31,PAMPA_CALICHERA
Cuentas por cobrar no corrientes,-,USD,2019-03-31,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, no corrientes",-,USD,2019-03-31,PAMPA_CALICHERA
"Inventarios, no corrientes",-,USD,2019-03-31,PAMPA_CALICHERA
Inversiones contabilizadas utilizando el método de la participación,1.243.115,USD,2019-03-31,PAMPA_CALICHERA
Activos intangibles distintos de la plusvalía,-,USD,2019-03-31,PAMPA_CALICHERA
Plusvalía,6.873,USD,2019-03-31,PAMPA_CALICHERA
"Propiedades, planta y equipo",3,USD,2019-03-31,PAMPA_CALICHERA
Activos biológicos no corrientes,-,USD,2019-03-31,PAMPA_CALICHERA
Propiedad de inversión,-,USD,2019-03-31,PAMPA_CALICHERA
"Activos por impuestos corrientes, no corrientes",-,USD,2019-03-31,PAMPA_CALICHERA
Activos por impuestos diferidos,3.128,USD,2019-03-31,PAMPA_CALICHERA
Total de activos no corrientes,1.253.119,USD,2019-03-31,PAMPA_CALICHERA
Total de activos,1.854.040,USD,2019-03-31,PAMPA_CALICHERA
Otros pasivos financieros corrientes,169.838,USD,2019-03-31,PAMPA_CALICHERA
Cuentas por pagar comerciales y otras cuentas por pagar,37,USD,2019-03-31,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, corrientes",-,USD,2019-03-31,PAMPA_CALICHERA
Otras provisiones a corto plazo,-,USD,2019-03-31,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, corrientes",758,USD,2019-03-31,PAMPA_CALICHERA
Provisiones corrientes por beneficios a los empleados,-,USD,2019-03-31,PAMPA_CALICHERA
Otros pasivos no financieros corrientes,12.155,USD,2019-03-31,PAMPA_CALICHERA
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,182.788,USD,2019-03-31,PAMPA_CALICHERA
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2019-03-31,PAMPA_CALICHERA
Pasivos corrientes totales,182.788,USD,2019-03-31,PAMPA_CALICHERA
Otros pasivos financieros no corrientes,524.729,USD,2019-03-31,PAMPA_CALICHERA
Cuentas por pagar no corrientes,-,USD,2019-03-31,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2019-03-31,PAMPA_CALICHERA
Otras provisiones a largo plazo,-,USD,2019-03-31,PAMPA_CALICHERA
Pasivo por impuestos diferidos,589,USD,2019-03-31,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, no corrientes",-,USD,2019-03-31,PAMPA_CALICHERA
Provisiones no corrientes por beneficios a los empleados,218,USD,2019-03-31,PAMPA_CALICHERA
Otros pasivos no financieros no corrientes,-,USD,2019-03-31,PAMPA_CALICHERA
Total de pasivos no corrientes,525.536,USD,2019-03-31,PAMPA_CALICHERA
Total de pasivos,708.324,USD,2019-03-31,PAMPA_CALICHERA
Capital emitido y pagado,539.212,USD,2019-03-31,PAMPA_CALICHERA
Ganancias (pérdidas) acumuladas,504.234,USD,2019-03-31,PAMPA_CALICHERA
Prima de emisión,114.952,USD,2019-03-31,PAMPA_CALICHERA
Acciones propias en cartera,-,USD,2019-03-31,PAMPA_CALICHERA
Otras participaciones en el patrimonio,-4.795,USD,2019-03-31,PAMPA_CALICHERA
Otras reservas,-7.887,USD,2019-03-31,PAMPA_CALICHERA
Patrimonio atribuible a los propietarios de la controladora,1.145.716,USD,2019-03-31,PAMPA_CALICHERA
Participaciones no controladoras,-,USD,2019-03-31,PAMPA_CALICHERA
Patrimonio total,1.145.716,USD,2019-03-31,PAMPA_CALICHERA
Total de patrimonio y pasivos,1.854.040,USD,2019-03-31,PAMPA_CALICHERA
Efectivo y equivalentes al efectivo,52.139,USD,2019-06-30,PAMPA_CALICHERA
Otros activos financieros corrientes,20.458,USD,2019-06-30,PAMPA_CALICHERA
Otros activos no financieros corrientes,-,USD,2019-06-30,PAMPA_CALICHERA
Deudores comerciales y otras cuentas por cobrar corrientes,-,USD,2019-06-30,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, corrientes",509.347,USD,2019-06-30,PAMPA_CALICHERA
Inventarios corrientes,-,USD,2019-06-30,PAMPA_CALICHERA
Activos biológicos corrientes,-,USD,2019-06-30,PAMPA_CALICHERA
"Activos por impuestos corrientes, corrientes",17.088,USD,2019-06-30,PAMPA_CALICHERA
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,599.032,USD,2019-06-30,PAMPA_CALICHERA
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,-,USD,2019-06-30,PAMPA_CALICHERA
Activos corrientes totales,599.032,USD,2019-06-30,PAMPA_CALICHERA
Otros activos financieros no corrientes,-,USD,2019-06-30,PAMPA_CALICHERA
Otros activos no financieros no corrientes,-,USD,2019-06-30,PAMPA_CALICHERA
Cuentas por cobrar no corrientes,-,USD,2019-06-30,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, no corrientes",-,USD,2019-06-30,PAMPA_CALICHERA
"Inventarios, no corrientes",-,USD,2019-06-30,PAMPA_CALICHERA
