Description,Value,Curncy,Date,ID
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,751.866,USD,2020-09-30,SQM-B
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2020-09-30,SQM-B
Pasivos corrientes totales,751.866,USD,2020-09-30,SQM-B
Otros pasivos financieros no corrientes,1.708.751,USD,2020-09-30,SQM-B
Pasivos por arrendamientos no corrientes,27.086,USD,2020-09-30,SQM-B
Cuentas por pagar no corrientes,7.591,USD,2020-09-30,SQM-B
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2020-09-30,SQM-B
Otras provisiones a largo plazo,35.031,USD,2020-09-30,SQM-B
Pasivo por impuestos diferidos,155.460,USD,2020-09-30,SQM-B
"Pasivos por impuestos corrientes, no corrientes",-,USD,2020-09-30,SQM-B
Provisiones no corrientes por beneficios a los empleados,27.837,USD,2020-09-30,SQM-B
Otros pasivos no financieros no corrientes,-,USD,2020-09-30,SQM-B
Total de pasivos no corrientes,1.961.756,USD,2020-09-30,SQM-B
Total de pasivos,2.713.622,USD,2020-09-30,SQM-B
Capital emitido y pagado,477.386,USD,2020-09-30,SQM-B
Ganancias (pérdidas) acumuladas,1.575.643,USD,2020-09-30,SQM-B
Prima de emisión,-,USD,2020-09-30,SQM-B
Acciones propias en cartera,-,USD,2020-09-30,SQM-B
Otras participaciones en el patrimonio,-,USD,2020-09-30,SQM-B
Otras reservas,-5.418,USD,2020-09-30,SQM-B
Patrimonio atribuible a los propietarios de la controladora,2.047.611,USD,2020-09-30,SQM-B
Participaciones no controladoras,44.383,USD,2020-09-30,SQM-B
Patrimonio total,2.091.994,USD,2020-09-30,SQM-B
Total de patrimonio y pasivos,4.805.616,USD,2020-09-30,SQM-B
Efectivo y equivalentes al efectivo,509.102,USD,2020-12-31,SQM-B
Otros activos financieros corrientes,348.069,USD,2020-12-31,SQM-B
Otros activos no financieros corrientes,57.399,USD,2020-12-31,SQM-B
Deudores comerciales y otras cuentas por cobrar corrientes,365.206,USD,2020-12-31,SQM-B
"Cuentas por cobrar a entidades relacionadas, corrientes",62.601,USD,2020-12-31,SQM-B
Inventarios corrientes,1.093.028,USD,2020-12-31,SQM-B
Activos biológicos corrientes,-,USD,2020-12-31,SQM-B
"Activos por impuestos corrientes, corrientes",132.224,USD,2020-12-31,SQM-B
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,2.567.629,USD,2020-12-31,SQM-B
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,1.629,USD,2020-12-31,SQM-B
Activos corrientes totales,2.569.258,USD,2020-12-31,SQM-B
Otros activos financieros no corrientes,51.925,USD,2020-12-31,SQM-B
Otros activos no financieros no corrientes,22.042,USD,2020-12-31,SQM-B
Cuentas por cobrar no corrientes,11.165,USD,2020-12-31,SQM-B
"Cuentas por cobrar a entidades relacionadas, no corrientes",-,USD,2020-12-31,SQM-B
"Inventarios, no corrientes",-,USD,2020-12-31,SQM-B
Inversiones contabilizadas utilizando el método de la participación,85.993,USD,2020-12-31,SQM-B
Activos intangibles distintos de la plusvalía,178.407,USD,2020-12-31,SQM-B
Plusvalía,41.966,USD,2020-12-31,SQM-B
"Propiedades, planta y equipo",1.737.319,USD,2020-12-31,SQM-B
Activos biológicos no corrientes,-,USD,2020-12-31,SQM-B
Propiedad de inversión,-,USD,2020-12-31,SQM-B
Activos por derecho de uso,30.024,USD,2020-12-31,SQM-B
"Activos por impuestos corrientes, no corrientes",90.364,USD,2020-12-31,SQM-B
Activos por impuestos diferidos,-,USD,2020-12-31,SQM-B
Total de activos no corrientes,2.249.205,USD,2020-12-31,SQM-B
Total de activos,4.818.463,USD,2020-12-31,SQM-B
Otros pasivos financieros corrientes,68.955,USD,2020-12-31,SQM-B
Pasivos por arrendamientos corrientes,5.528,USD,2020-12-31,SQM-B
Cuentas por pagar comerciales y otras cuentas por pagar,203.933,USD,2020-12-31,SQM-B
"Cuentas por pagar a entidades relacionadas, corrientes",606,USD,2020-12-31,SQM-B
Otras provisiones a corto plazo,104.166,USD,2020-12-31,SQM-B
"Pasivos por impuestos corrientes, corrientes",22.643,USD,2020-12-31,SQM-B
Provisiones corrientes por beneficios a los empleados,9.096,USD,2020-12-31,SQM-B
Otros pasivos no financieros corrientes,60.955,USD,2020-12-31,SQM-B
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,475.882,USD,2020-12-31,SQM-B
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2020-12-31,SQM-B
Pasivos corrientes totales,475.882,USD,2020-12-31,SQM-B
Otros pasivos financieros no corrientes,1.899.513,USD,2020-12-31,SQM-B
Pasivos por arrendamientos no corrientes,25.546,USD,2020-12-31,SQM-B
Cuentas por pagar no corrientes,4.027,USD,2020-12-31,SQM-B
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2020-12-31,SQM-B
Otras provisiones a largo plazo,62.617,USD,2020-12-31,SQM-B
Pasivo por impuestos diferidos,156.101,USD,2020-12-31,SQM-B
"Pasivos por impuestos corrientes, no corrientes",-,USD,2020-12-31,SQM-B
Provisiones no corrientes por beneficios a los empleados,32.199,USD,2020-12-31,SQM-B
Otros pasivos no financieros no corrientes,-,USD,2020-12-31,SQM-B
Total de pasivos no corrientes,2.180.003,USD,2020-12-31,SQM-B
Total de pasivos,2.655.885,USD,2020-12-31,SQM-B
Capital emitido y pagado,477.386,USD,2020-12-31,SQM-B
Ganancias (pérdidas) acumuladas,1.638.267,USD,2020-12-31,SQM-B
Prima de emisión,-,USD,2020-12-31,SQM-B
Acciones propias en cartera,-,USD,2020-12-31,SQM-B
Otras participaciones en el patrimonio,-,USD,2020-12-31,SQM-B
Otras reservas,7.432,USD,2020-12-31,SQM-B
Patrimonio atribuible a los propietarios de la controladora,2.123.085,USD,2020-12-31,SQM-B
Participaciones no controladoras,39.493,USD,2020-12-31,SQM-B
Patrimonio total,2.162.578,USD,2020-12-31,SQM-B
Total de patrimonio y pasivos,4.818.463,USD,2020-12-31,SQM-B
Efectivo y equivalentes al efectivo,537.538,USD,2021-03-31,SQM-B
Otros activos financieros corrientes,303.761,USD,2021-03-31,SQM-B
Otros activos no financieros corrientes,67.500,USD,2021-03-31,SQM-B
Deudores comerciales y otras cuentas por cobrar corrientes,449.720,USD,2021-03-31,SQM-B
"Cuentas por cobrar a entidades relacionadas, corrientes",55.735,USD,2021-03-31,SQM-B
Inventarios corrientes,1.069.894,USD,2021-03-31,SQM-B
Activos biológicos corrientes,-,USD,2021-03-31,SQM-B
"Activos por impuestos corrientes, corrientes",152.448,USD,2021-03-31,SQM-B
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,2.636.596,USD,2021-03-31,SQM-B
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,656,USD,2021-03-31,SQM-B
Activos corrientes totales,2.637.252,USD,2021-03-31,SQM-B
Otros activos financieros no corrientes,33.822,USD,2021-03-31,SQM-B
Otros activos no financieros no corrientes,22.310,USD,2021-03-31,SQM-B
Cuentas por cobrar no corrientes,11.445,USD,2021-03-31,SQM-B
"Cuentas por cobrar a entidades relacionadas, no corrientes",-,USD,2021-03-31,SQM-B
"Inventarios, no corrientes",-,USD,2021-03-31,SQM-B
Inversiones contabilizadas utilizando el método de la participación,82.996,USD,2021-03-31,SQM-B
Activos intangibles distintos de la plusvalía,177.613,USD,2021-03-31,SQM-B
Plusvalía,41.966,USD,2021-03-31,SQM-B
"Propiedades, planta y equipo",1.747.617,USD,2021-03-31,SQM-B
Activos biológicos no corrientes,-,USD,2021-03-31,SQM-B
Propiedad de inversión,-,USD,2021-03-31,SQM-B
Activos por derecho de uso,38.177,USD,2021-03-31,SQM-B
"Activos por impuestos corrientes, no corrientes",90.364,USD,2021-03-31,SQM-B
Activos por impuestos diferidos,-,USD,2021-03-31,SQM-B
Total de activos no corrientes,2.246.310,USD,2021-03-31,SQM-B
Total de activos,4.883.562,USD,2021-03-31,SQM-B
Otros pasivos financieros corrientes,47.232,USD,2021-03-31,SQM-B
Pasivos por arrendamientos corrientes,7.349,USD,2021-03-31,SQM-B
Cuentas por pagar comerciales y otras cuentas por pagar,193.627,USD,2021-03-31,SQM-B
"Cuentas por pagar a entidades relacionadas, corrientes",-,USD,2021-03-31,SQM-B
Otras provisiones a corto plazo,101.393,USD,2021-03-31,SQM-B
"Pasivos por impuestos corrientes, corrientes",24.605,USD,2021-03-31,SQM-B
Provisiones corrientes por beneficios a los empleados,6.490,USD,2021-03-31,SQM-B
Otros pasivos no financieros corrientes,133.900,USD,2021-03-31,SQM-B
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,514.596,USD,2021-03-31,SQM-B
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2021-03-31,SQM-B
Pasivos corrientes totales,514.596,USD,2021-03-31,SQM-B
Otros pasivos financieros no corrientes,1.887.878,USD,2021-03-31,SQM-B
Pasivos por arrendamientos no corrientes,32.006,USD,2021-03-31,SQM-B
Cuentas por pagar no corrientes,5.487,USD,2021-03-31,SQM-B
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2021-03-31,SQM-B
Otras provisiones a largo plazo,54.085,USD,2021-03-31,SQM-B
Pasivo por impuestos diferidos,171.927,USD,2021-03-31,SQM-B
"Pasivos por impuestos corrientes, no corrientes",-,USD,2021-03-31,SQM-B
Provisiones no corrientes por beneficios a los empleados,29.283,USD,2021-03-31,SQM-B
Otros pasivos no financieros no corrientes,-,USD,2021-03-31,SQM-B
Total de pasivos no corrientes,2.180.666,USD,2021-03-31,SQM-B
Total de pasivos,2.695.262,USD,2021-03-31,SQM-B
Capital emitido y pagado,479.821,USD,2021-03-31,SQM-B
Ganancias (pérdidas) acumuladas,1.661.732,USD,2021-03-31,SQM-B
Prima de emisión,-,USD,2021-03-31,SQM-B
Acciones propias en cartera,-,USD,2021-03-31,SQM-B
Otras participaciones en el patrimonio,-,USD,2021-03-31,SQM-B
Otras reservas,6.898,USD,2021-03-31,SQM-B
Patrimonio atribuible a los propietarios de la controladora,2.148.451,USD,2021-03-31,SQM-B
Participaciones no controladoras,39.849,USD,2021-03-31,SQM-B
Patrimonio total,2.188.300,USD,2021-03-31,SQM-B
Total de patrimonio y pasivos,4.883.562,USD,2021-03-31,SQM-B
Efectivo y equivalentes al efectivo,1.242.853,USD,2021-06-30,SQM-B
Otros activos financieros corrientes,709.453,USD,2021-06-30,SQM-B
Otros activos no financieros corrientes,53.655,USD,2021-06-30,SQM-B
Deudores comerciales y otras cuentas por cobrar corrientes,453.203,USD,2021-06-30,SQM-B
"Cuentas por cobrar a entidades relacionadas, corrientes",54.538,USD,2021-06-30,SQM-B
Inventarios corrientes,1.095.626,USD,2021-06-30,SQM-B
Activos biológicos corrientes,-,USD,2021-06-30,SQM-B
"Activos por impuestos corrientes, corrientes",149.971,USD,2021-06-30,SQM-B
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,3.759.299,USD,2021-06-30,SQM-B
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,637,USD,2021-06-30,SQM-B
Activos corrientes totales,3.759.936,USD,2021-06-30,SQM-B
Otros activos financieros no corrientes,26.147,USD,2021-06-30,SQM-B
Otros activos no financieros no corrientes,76.339,USD,2021-06-30,SQM-B
Cuentas por cobrar no corrientes,11.425,USD,2021-06-30,SQM-B
"Cuentas por cobrar a entidades relacionadas, no corrientes",-,USD,2021-06-30,SQM-B
"Inventarios, no corrientes",-,USD,2021-06-30,SQM-B
Inversiones contabilizadas utilizando el método de la participación,53.880,USD,2021-06-30,SQM-B
Activos intangibles distintos de la plusvalía,176.172,USD,2021-06-30,SQM-B
Plusvalía,41.966,USD,2021-06-30,SQM-B
"Propiedades, planta y equipo",1.743.091,USD,2021-06-30,SQM-B
Activos biológicos no corrientes,-,USD,2021-06-30,SQM-B
Propiedad de inversión,-,USD,2021-06-30,SQM-B
Activos por derecho de uso,37.917,USD,2021-06-30,SQM-B
"Activos por impuestos corrientes, no corrientes",90.364,USD,2021-06-30,SQM-B
Activos por impuestos diferidos,-,USD,2021-06-30,SQM-B
Total de activos no corrientes,2.257.301,USD,2021-06-30,SQM-B
Total de activos,6.017.237,USD,2021-06-30,SQM-B
Otros pasivos financieros corrientes,42.137,USD,2021-06-30,SQM-B
Pasivos por arrendamientos corrientes,7.770,USD,2021-06-30,SQM-B
Cuentas por pagar comerciales y otras cuentas por pagar,227.289,USD,2021-06-30,SQM-B
"Cuentas por pagar a entidades relacionadas, corrientes",-,USD,2021-06-30,SQM-B
Otras provisiones a corto plazo,116.436,USD,2021-06-30,SQM-B
"Pasivos por impuestos corrientes, corrientes",12.302,USD,2021-06-30,SQM-B
Provisiones corrientes por beneficios a los empleados,10.181,USD,2021-06-30,SQM-B
Otros pasivos no financieros corrientes,165.203,USD,2021-06-30,SQM-B
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,581.318,USD,2021-06-30,SQM-B
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2021-06-30,SQM-B
Pasivos corrientes totales,581.318,USD,2021-06-30,SQM-B
Otros pasivos financieros no corrientes,1.898.493,USD,2021-06-30,SQM-B
Pasivos por arrendamientos no corrientes,31.448,USD,2021-06-30,SQM-B
Cuentas por pagar no corrientes,11.767,USD,2021-06-30,SQM-B
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2021-06-30,SQM-B
Otras provisiones a largo plazo,58.449,USD,2021-06-30,SQM-B
Pasivo por impuestos diferidos,167.304,USD,2021-06-30,SQM-B
"Pasivos por impuestos corrientes, no corrientes",-,USD,2021-06-30,SQM-B
Provisiones no corrientes por beneficios a los empleados,28.496,USD,2021-06-30,SQM-B
Otros pasivos no financieros no corrientes,-,USD,2021-06-30,SQM-B
Total de pasivos no corrientes,2.195.957,USD,2021-06-30,SQM-B
Total de pasivos,2.777.275,USD,2021-06-30,SQM-B
Capital emitido y pagado,1.578.024,USD,2021-06-30,SQM-B
Ganancias (pérdidas) acumuladas,1.648.137,USD,2021-06-30,SQM-B
Prima de emisión,-,USD,2021-06-30,SQM-B
Acciones propias en cartera,-,USD,2021-06-30,SQM-B
Otras participaciones en el patrimonio,-,USD,2021-06-30,SQM-B
Otras reservas,-24.219,USD,2021-06-30,SQM-B
Patrimonio atribuible a los propietarios de la controladora,3.201.942,USD,2021-06-30,SQM-B
Participaciones no controladoras,38.020,USD,2021-06-30,SQM-B
Patrimonio total,3.239.962,USD,2021-06-30,SQM-B
Total de patrimonio y pasivos,6.017.237,USD,2021-06-30,SQM-B
Efectivo y equivalentes al efectivo,1.865.043,USD,2021-09-30,SQM-B
Otros activos financieros corrientes,754.274,USD,2021-09-30,SQM-B
Otros activos no financieros corrientes,39.651,USD,2021-09-30,SQM-B
Deudores comerciales y otras cuentas por cobrar corrientes,501.508,USD,2021-09-30,SQM-B
"Cuentas por cobrar a entidades relacionadas, corrientes",62.196,USD,2021-09-30,SQM-B
Inventarios corrientes,1.111.932,USD,2021-09-30,SQM-B
Activos biológicos corrientes,-,USD,2021-09-30,SQM-B
"Activos por impuestos corrientes, corrientes",141.388,USD,2021-09-30,SQM-B
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,4.475.992,USD,2021-09-30,SQM-B
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,582,USD,2021-09-30,SQM-B
Activos corrientes totales,4.476.574,USD,2021-09-30,SQM-B
Otros activos financieros no corrientes,10.436,USD,2021-09-30,SQM-B
Otros activos no financieros no corrientes,46.960,USD,2021-09-30,SQM-B
Cuentas por cobrar no corrientes,6.316,USD,2021-09-30,SQM-B
"Cuentas por cobrar a entidades relacionadas, no corrientes",-,USD,2021-09-30,SQM-B
"Inventarios, no corrientes",-,USD,2021-09-30,SQM-B
Inversiones contabilizadas utilizando el método de la participación,44.211,USD,2021-09-30,SQM-B
Activos intangibles distintos de la plusvalía,182.869,USD,2021-09-30,SQM-B
Plusvalía,34.596,USD,2021-09-30,SQM-B
"Propiedades, planta y equipo",1.867.123,USD,2021-09-30,SQM-B
Activos biológicos no corrientes,-,USD,2021-09-30,SQM-B
Propiedad de inversión,-,USD,2021-09-30,SQM-B
Activos por derecho de uso,53.889,USD,2021-09-30,SQM-B
"Activos por impuestos corrientes, no corrientes",90.364,USD,2021-09-30,SQM-B
Activos por impuestos diferidos,-,USD,2021-09-30,SQM-B
Total de activos no corrientes,2.336.764,USD,2021-09-30,SQM-B
Total de activos,6.813.338,USD,2021-09-30,SQM-B
Otros pasivos financieros corrientes,45.021,USD,2021-09-30,SQM-B
Pasivos por arrendamientos corrientes,7.533,USD,2021-09-30,SQM-B
Cuentas por pagar comerciales y otras cuentas por pagar,260.142,USD,2021-09-30,SQM-B
"Cuentas por pagar a entidades relacionadas, corrientes",342,USD,2021-09-30,SQM-B
Otras provisiones a corto plazo,164.244,USD,2021-09-30,SQM-B
"Pasivos por impuestos corrientes, corrientes",42.750,USD,2021-09-30,SQM-B
Provisiones corrientes por beneficios a los empleados,19.709,USD,2021-09-30,SQM-B
Otros pasivos no financieros corrientes,82.959,USD,2021-09-30,SQM-B
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,622.700,USD,2021-09-30,SQM-B
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2021-09-30,SQM-B
Pasivos corrientes totales,622.700,USD,2021-09-30,SQM-B
Otros pasivos financieros no corrientes,2.589.065,USD,2021-09-30,SQM-B
Pasivos por arrendamientos no corrientes,47.560,USD,2021-09-30,SQM-B
Cuentas por pagar no corrientes,11.644,USD,2021-09-30,SQM-B
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2021-09-30,SQM-B
Otras provisiones a largo plazo,58.228,USD,2021-09-30,SQM-B
Pasivo por impuestos diferidos,133.020,USD,2021-09-30,SQM-B
"Pasivos por impuestos corrientes, no corrientes",-,USD,2021-09-30,SQM-B
Provisiones no corrientes por beneficios a los empleados,26.786,USD,2021-09-30,SQM-B
Otros pasivos no financieros no corrientes,-,USD,2021-09-30,SQM-B
Total de pasivos no corrientes,2.866.303,USD,2021-09-30,SQM-B
Total de pasivos,3.489.003,USD,2021-09-30,SQM-B
Capital emitido y pagado,1.577.700,USD,2021-09-30,SQM-B
Ganancias (pérdidas) acumuladas,1.754.133,USD,2021-09-30,SQM-B
Prima de emisión,-,USD,2021-09-30,SQM-B
Acciones propias en cartera,-,USD,2021-09-30,SQM-B
Otras participaciones en el patrimonio,-,USD,2021-09-30,SQM-B
Otras reservas,-46.324,USD,2021-09-30,SQM-B
Patrimonio atribuible a los propietarios de la controladora,3.285.509,USD,2021-09-30,SQM-B
Participaciones no controladoras,38.826,USD,2021-09-30,SQM-B
Patrimonio total,3.324.335,USD,2021-09-30,SQM-B
Total de patrimonio y pasivos,6.813.338,USD,2021-09-30,SQM-B
Efectivo y equivalentes al efectivo,1.515.051,USD,2021-12-31,SQM-B
Otros activos financieros corrientes,919.049,USD,2021-12-31,SQM-B
Otros activos no financieros corrientes,69.870,USD,2021-12-31,SQM-B
Deudores comerciales y otras cuentas por cobrar corrientes,654.073,USD,2021-12-31,SQM-B
"Cuentas por cobrar a entidades relacionadas, corrientes",86.152,USD,2021-12-31,SQM-B
Inventarios corrientes,1.183.776,USD,2021-12-31,SQM-B
Activos biológicos corrientes,-,USD,2021-12-31,SQM-B
"Activos por impuestos corrientes, corrientes",157.542,USD,2021-12-31,SQM-B
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,4.585.513,USD,2021-12-31,SQM-B
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,582,USD,2021-12-31,SQM-B
Activos corrientes totales,4.586.095,USD,2021-12-31,SQM-B
Otros activos financieros no corrientes,9.268,USD,2021-12-31,SQM-B
Otros activos no financieros no corrientes,33.487,USD,2021-12-31,SQM-B
Cuentas por cobrar no corrientes,6.172,USD,2021-12-31,SQM-B
"Cuentas por cobrar a entidades relacionadas, no corrientes",-,USD,2021-12-31,SQM-B
"Inventarios, no corrientes",-,USD,2021-12-31,SQM-B
Inversiones contabilizadas utilizando el método de la participación,39.824,USD,2021-12-31,SQM-B
Activos intangibles distintos de la plusvalía,179.658,USD,2021-12-31,SQM-B
Plusvalía,34.596,USD,2021-12-31,SQM-B
"Propiedades, planta y equipo",2.012.225,USD,2021-12-31,SQM-B
Activos biológicos no corrientes,-,USD,2021-12-31,SQM-B
Propiedad de inversión,-,USD,2021-12-31,SQM-B
Activos por derecho de uso,52.608,USD,2021-12-31,SQM-B
"Activos por impuestos corrientes, no corrientes",90.364,USD,2021-12-31,SQM-B
Activos por impuestos diferidos,-,USD,2021-12-31,SQM-B
Total de activos no corrientes,2.458.202,USD,2021-12-31,SQM-B
Total de activos,7.044.297,USD,2021-12-31,SQM-B
Otros pasivos financieros corrientes,51.305,USD,2021-12-31,SQM-B
Pasivos por arrendamientos corrientes,7.704,USD,2021-12-31,SQM-B
Cuentas por pagar comerciales y otras cuentas por pagar,279.650,USD,2021-12-31,SQM-B
"Cuentas por pagar a entidades relacionadas, corrientes",-,USD,2021-12-31,SQM-B
Otras provisiones a corto plazo,317.666,USD,2021-12-31,SQM-B
"Pasivos por impuestos corrientes, corrientes",166.935,USD,2021-12-31,SQM-B
Provisiones corrientes por beneficios a los empleados,26.775,USD,2021-12-31,SQM-B
Otros pasivos no financieros corrientes,141.674,USD,2021-12-31,SQM-B
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,991.709,USD,2021-12-31,SQM-B
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2021-12-31,SQM-B
Pasivos corrientes totales,991.709,USD,2021-12-31,SQM-B
Otros pasivos financieros no corrientes,2.587.732,USD,2021-12-31,SQM-B
Pasivos por arrendamientos no corrientes,46.519,USD,2021-12-31,SQM-B
Cuentas por pagar no corrientes,3.813,USD,2021-12-31,SQM-B
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2021-12-31,SQM-B
Otras provisiones a largo plazo,61.038,USD,2021-12-31,SQM-B
Pasivo por impuestos diferidos,110.416,USD,2021-12-31,SQM-B
"Pasivos por impuestos corrientes, no corrientes",-,USD,2021-12-31,SQM-B
Provisiones no corrientes por beneficios a los empleados,27.099,USD,2021-12-31,SQM-B
Otros pasivos no financieros no corrientes,-,USD,2021-12-31,SQM-B
Total de pasivos no corrientes,2.836.617,USD,2021-12-31,SQM-B
Total de pasivos,3.828.326,USD,2021-12-31,SQM-B
Capital emitido y pagado,1.577.643,USD,2021-12-31,SQM-B
Ganancias (pérdidas) acumuladas,1.648.032,USD,2021-12-31,SQM-B
Prima de emisión,-,USD,2021-12-31,SQM-B
Acciones propias en cartera,-,USD,2021-12-31,SQM-B
Otras participaciones en el patrimonio,-,USD,2021-12-31,SQM-B
Otras reservas,-44.155,USD,2021-12-31,SQM-B
Patrimonio atribuible a los propietarios de la controladora,3.181.520,USD,2021-12-31,SQM-B
Participaciones no controladoras,34.451,USD,2021-12-31,SQM-B
Patrimonio total,3.215.971,USD,2021-12-31,SQM-B
Total de patrimonio y pasivos,7.044.297,USD,2021-12-31,SQM-B
Efectivo y equivalentes al efectivo,2.268.547,USD,2022-03-31,SQM-B
Otros activos financieros corrientes,1.032.170,USD,2022-03-31,SQM-B
Otros activos no financieros corrientes,80.879,USD,2022-03-31,SQM-B
Deudores comerciales y otras cuentas por cobrar corrientes,1.001.391,USD,2022-03-31,SQM-B
"Cuentas por cobrar a entidades relacionadas, corrientes",83.118,USD,2022-03-31,SQM-B
Inventarios corrientes,1.270.747,USD,2022-03-31,SQM-B
Activos biológicos corrientes,-,USD,2022-03-31,SQM-B
"Activos por impuestos corrientes, corrientes",161.932,USD,2022-03-31,SQM-B
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,5.898.784,USD,2022-03-31,SQM-B
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,118,USD,2022-03-31,SQM-B
Activos corrientes totales,5.898.902,USD,2022-03-31,SQM-B
Otros activos financieros no corrientes,18.690,USD,2022-03-31,SQM-B
Otros activos no financieros no corrientes,33.717,USD,2022-03-31,SQM-B
Cuentas por cobrar no corrientes,6.218,USD,2022-03-31,SQM-B
"Cuentas por cobrar a entidades relacionadas, no corrientes",-,USD,2022-03-31,SQM-B
"Inventarios, no corrientes",-,USD,2022-03-31,SQM-B
Inversiones contabilizadas utilizando el método de la participación,47.389,USD,2022-03-31,SQM-B
Activos intangibles distintos de la plusvalía,176.460,USD,2022-03-31,SQM-B
Plusvalía,34.596,USD,2022-03-31,SQM-B
"Propiedades, planta y equipo",2.139.670,USD,2022-03-31,SQM-B
Activos biológicos no corrientes,-,USD,2022-03-31,SQM-B
Propiedad de inversión,-,USD,2022-03-31,SQM-B
Activos por derecho de uso,50.291,USD,2022-03-31,SQM-B
"Activos por impuestos corrientes, no corrientes",90.364,USD,2022-03-31,SQM-B
Activos por impuestos diferidos,-,USD,2022-03-31,SQM-B
Total de activos no corrientes,2.597.395,USD,2022-03-31,SQM-B
Total de activos,8.496.297,USD,2022-03-31,SQM-B
Otros pasivos financieros corrientes,56.228,USD,2022-03-31,SQM-B
Pasivos por arrendamientos corrientes,7.503,USD,2022-03-31,SQM-B
Cuentas por pagar comerciales y otras cuentas por pagar,334.239,USD,2022-03-31,SQM-B
"Cuentas por pagar a entidades relacionadas, corrientes",-,USD,2022-03-31,SQM-B
Otras provisiones a corto plazo,606.159,USD,2022-03-31,SQM-B
"Pasivos por impuestos corrientes, corrientes",491.839,USD,2022-03-31,SQM-B
Provisiones corrientes por beneficios a los empleados,17.532,USD,2022-03-31,SQM-B
Otros pasivos no financieros corrientes,977.480,USD,2022-03-31,SQM-B
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,2.490.980,USD,2022-03-31,SQM-B
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2022-03-31,SQM-B
Pasivos corrientes totales,2.490.980,USD,2022-03-31,SQM-B
Otros pasivos financieros no corrientes,2.567.374,USD,2022-03-31,SQM-B
Pasivos por arrendamientos no corrientes,45.321,USD,2022-03-31,SQM-B
Cuentas por pagar no corrientes,5.875,USD,2022-03-31,SQM-B
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2022-03-31,SQM-B
Otras provisiones a largo plazo,64.547,USD,2022-03-31,SQM-B
Pasivo por impuestos diferidos,57.677,USD,2022-03-31,SQM-B
"Pasivos por impuestos corrientes, no corrientes",-,USD,2022-03-31,SQM-B
Provisiones no corrientes por beneficios a los empleados,28.383,USD,2022-03-31,SQM-B
Otros pasivos no financieros no corrientes,-,USD,2022-03-31,SQM-B
Total de pasivos no corrientes,2.769.177,USD,2022-03-31,SQM-B
Total de pasivos,5.260.157,USD,2022-03-31,SQM-B
