Date,USDCLP
2021-03-09,738.46
2021-03-10,733.42
2021-03-11,728.89
2021-03-12,718.4
2021-03-13,718.4
2021-03-14,718.4
2021-03-15,718.37
2021-03-16,721.49
2021-03-17,723.47
2021-03-18,730.93
2021-03-19,724.59
2021-03-20,724.59
2021-03-21,724.59
2021-03-22,717.96
2021-03-23,716.46
2021-03-24,720.62
2021-03-25,723.35
2021-03-26,730.82
2021-03-27,730.82
2021-03-28,730.82
2021-03-29,729.5
2021-03-30,736.17
2021-03-31,732.11
2021-04-01,721.82
2021-04-02,721.82
2021-04-03,721.82
2021-04-04,721.82
2021-04-05,717.12
2021-04-06,717.9
2021-04-07,718.17
2021-04-08,714.21
2021-04-09,708.09
2021-04-10,708.09
2021-04-11,708.09
2021-04-12,711.23
2021-04-13,709.51
2021-04-14,708.71
2021-04-15,707.25
2021-04-16,701.98
2021-04-17,701.98
2021-04-18,701.98
2021-04-19,701.55
2021-04-20,700.96
2021-04-21,697.19
2021-04-22,696.8
2021-04-23,705.41
2021-04-24,705.41
2021-04-25,705.41
2021-04-26,712.54
2021-04-27,707.05
2021-04-28,702.02
2021-04-29,700.15
2021-04-30,705.09
2021-05-01,705.09
2021-05-02,705.09
2021-05-03,711.06
2021-05-04,706.29
2021-05-05,705.25
2021-05-06,703.09
2021-05-07,701.27
2021-05-08,701.27
2021-05-09,701.27
2021-05-10,694.47
2021-05-11,693.74
2021-05-12,700.04
2021-05-13,707.19
2021-05-14,708.64
2021-05-15,708.64
2021-05-16,708.64
2021-05-17,703.17
2021-05-18,715.62
2021-05-19,713.63
2021-05-20,715.31
2021-05-21,715.31
2021-05-22,715.31
2021-05-23,715.31
2021-05-24,716.41
2021-05-25,727.09
2021-05-26,734.75
2021-05-27,732.82
2021-05-28,730.43
2021-05-29,730.43
2021-05-30,730.43
2021-05-31,724.92
2021-06-01,722.11
2021-06-02,721.52
2021-06-03,720.44
2021-06-04,719.93
2021-06-05,719.93
2021-06-06,719.93
2021-06-07,717.12
2021-06-08,716.06
2021-06-09,717.82
2021-06-10,718.98
2021-06-11,720.77
2021-06-12,720.77
2021-06-13,720.77
2021-06-14,720.28
2021-06-15,719.17
2021-06-16,725.11
2021-06-17,726.62
2021-06-18,735.69
2021-06-19,735.69
2021-06-20,735.69
2021-06-21,735.69
2021-06-22,746.17
2021-06-23,749.34
2021-06-24,735.13
2021-06-25,731.1
2021-06-26,731.1
2021-06-27,731.1
2021-06-28,731.1
2021-06-29,732.25
2021-06-30,735.28
2021-07-01,727.76
2021-07-02,737.79
2021-07-03,737.79
2021-07-04,737.79
2021-07-05,735.06
2021-07-06,734.66
2021-07-07,743.25
2021-07-08,751.36
2021-07-09,753.67
2021-07-10,753.67
2021-07-11,753.67
2021-07-12,748.7
2021-07-13,744.1
2021-07-14,746.56
2021-07-15,747.93
2021-07-16,747.93
2021-07-17,747.93
2021-07-18,747.93
2021-07-19,754.17
2021-07-20,759.71
2021-07-21,758.85
2021-07-22,755.37
2021-07-23,750.81
2021-07-24,750.81
2021-07-25,750.81
2021-07-26,758.44
2021-07-27,764.21
2021-07-28,761.03
2021-07-29,767.29
2021-07-30,758.53
2021-07-31,758.53
2021-08-01,758.53
2021-08-02,760.2
2021-08-03,761.39
2021-08-04,774.54
2021-08-05,775.54
2021-08-06,776.69
2021-08-07,776.69
2021-08-08,776.69
2021-08-09,784.5
2021-08-10,787.4
2021-08-11,780.08
2021-08-12,773.01
2021-08-13,772.78
2021-08-14,772.78
2021-08-15,772.78
2021-08-16,774.25
2021-08-17,784.18
2021-08-18,789.62
2021-08-19,787.71
2021-08-20,789.98
2021-08-21,789.98
2021-08-22,789.98
2021-08-23,786.43
2021-08-24,783.3
2021-08-25,782.17
2021-08-26,783.03
2021-08-27,785.06
2021-08-28,785.06
2021-08-29,785.06
2021-08-30,784.39
2021-08-31,779.97
2021-09-01,775.14
2021-09-02,767.1
2021-09-03,768.36
2021-09-04,768.36
2021-09-05,768.36
2021-09-06,766.53
2021-09-07,770.33
2021-09-08,777.94
2021-09-09,787.51
2021-09-10,791.28
2021-09-11,791.28
2021-09-12,791.28
2021-09-13,789.91
2021-09-14,784.26
2021-09-15,783.25
2021-09-16,781.85
2021-09-17,781.85
2021-09-18,781.85
2021-09-19,781.85
2021-09-20,780.59
2021-09-21,788.05
2021-09-22,785.1
2021-09-23,785.03
2021-09-24,787.24
2021-09-25,787.24
2021-09-26,787.24
2021-09-27,788.98
2021-09-28,795.48
2021-09-29,798.63
2021-09-30,803.59
2021-10-01,811.9
2021-10-02,811.9
2021-10-03,811.9
2021-10-04,803.9
2021-10-05,805.89
2021-10-06,810.63
2021-10-07,816.28
2021-10-08,813.62
2021-10-09,813.62
2021-10-10,813.62
2021-10-11,813.62
2021-10-12,820.18
2021-10-13,827.56
2021-10-14,820.19
2021-10-15,816.81
2021-10-16,816.81
2021-10-17,816.81
2021-10-18,826.19
2021-10-19,820.29
2021-10-20,813.33
2021-10-21,811.55
2021-10-22,817.61
2021-10-23,817.61
2021-10-24,817.61
2021-10-25,816.58
2021-10-26,810.16
2021-10-27,806.55
2021-10-28,804.32
2021-10-29,805.47
2021-10-30,805.47
2021-10-31,805.47
2021-11-01,805.47
2021-11-02,810.91
2021-11-03,814.42
2021-11-04,815.52
2021-11-05,815.58
2021-11-06,815.58
2021-11-07,815.58
2021-11-08,812.4
2021-11-09,806.61
2021-11-10,797.78
2021-11-11,791.71
2021-11-12,791.3
2021-11-13,791.3
2021-11-14,791.3
2021-11-15,797.8
2021-11-16,801.96
2021-11-17,806.24
2021-11-18,819.56
2021-11-19,834.57
2021-11-20,834.57
2021-11-21,834.57
2021-11-22,832.72
2021-11-23,808.14
2021-11-24,809.94
2021-11-25,811.7
2021-11-26,819.59
2021-11-27,819.59
2021-11-28,819.59
2021-11-29,829.94
2021-11-30,836.73
2021-12-01,837.55
2021-12-02,828.17
2021-12-03,837.72
2021-12-04,837.72
2021-12-05,837.72
2021-12-06,837.69
2021-12-07,842.32
2021-12-08,842.32
2021-12-09,839.53
2021-12-10,841.32
2021-12-11,841.32
2021-12-12,841.32
2021-12-13,849.16
2021-12-14,843.43
2021-12-15,846.43
2021-12-16,848.52
2021-12-17,849.65
2021-12-18,849.65
2021-12-19,849.65
2021-12-20,846.64
2021-12-21,863.21
2021-12-22,868.76
2021-12-23,866.25
2021-12-24,857.14
2021-12-25,857.14
2021-12-26,857.14
2021-12-27,863.29
2021-12-28,858.59
2021-12-29,855.94
2021-12-30,850.25
2021-12-31,850.25
2022-01-01,850.25
2022-01-02,850.25
2022-01-03,844.69
2022-01-04,851.43
2022-01-05,852.03
2022-01-06,841.63
2022-01-07,838.88
2022-01-08,838.88
2022-01-09,838.88
2022-01-10,831.59
2022-01-11,831.39
2022-01-12,832.6
2022-01-13,826.51
2022-01-14,821.87
2022-01-15,821.87
2022-01-16,821.87
2022-01-17,815.39
2022-01-18,822.0
2022-01-19,820.6
2022-01-20,813.46
2022-01-21,805.25
2022-01-22,805.25
2022-01-23,805.25
2022-01-24,799.23
2022-01-25,800.31
2022-01-26,806.06
2022-01-27,798.86
2022-01-28,799.15
2022-01-29,799.15
2022-01-30,799.15
2022-01-31,810.12
2022-02-01,803.88
2022-02-02,801.52
2022-02-03,805.95
2022-02-04,817.29
2022-02-05,817.29
2022-02-06,817.29
2022-02-07,825.58
2022-02-08,826.93
2022-02-09,824.33
2022-02-10,820.79
2022-02-11,804.2
2022-02-12,804.2
2022-02-13,804.2
2022-02-14,806.24
2022-02-15,812.24
2022-02-16,804.17
2022-02-17,799.55
2022-02-18,798.98
2022-02-19,798.98
2022-02-20,798.98
2022-02-21,793.91
2022-02-22,799.99
2022-02-23,796.25
2022-02-24,787.05
2022-02-25,807.26
2022-02-26,807.26
2022-02-27,807.26
2022-02-28,805.25
2022-03-01,798.01
2022-03-02,803.27
2022-03-03,807.31
2022-03-04,800.97
2022-03-05,800.97
2022-03-06,800.97
2022-03-07,806.89
2022-03-08,808.6
2022-03-09,812.03
2022-03-10,803.57
2022-03-11,806.03
2022-03-12,806.03
2022-03-13,806.03
2022-03-14,802.48
2022-03-15,808.41
2022-03-16,815.03
2022-03-17,803.55
2022-03-18,798.13
2022-03-19,798.13
2022-03-20,798.13
2022-03-21,802.23
2022-03-22,798.5
2022-03-23,793.22
2022-03-24,794.44
2022-03-25,789.87
2022-03-26,789.87
2022-03-27,789.87
2022-03-28,785.89
2022-03-29,778.62
2022-03-30,777.1
2022-03-31,787.16
2022-04-01,787.98
2022-04-02,787.98
2022-04-03,787.98
2022-04-04,783.45
2022-04-05,779.33
2022-04-06,783.28
2022-04-07,794.58
2022-04-08,807.88
2022-04-09,807.88
2022-04-10,807.88
2022-04-11,814.28
2022-04-12,818.53
2022-04-13,806.73
2022-04-14,804.78
2022-04-15,804.78
2022-04-16,804.78
2022-04-17,804.78
2022-04-18,814.73
2022-04-19,817.7
2022-04-20,818.18
2022-04-21,816.29
2022-04-22,817.85
2022-04-23,817.85
2022-04-24,817.85
2022-04-25,834.45
2022-04-26,850.85
2022-04-27,847.57
2022-04-28,847.44
2022-04-29,856.58
2022-04-30,856.58
2022-05-01,856.58
2022-05-02,850.78
2022-05-03,860.64
2022-05-04,856.74
2022-05-05,859.33
2022-05-06,863.1
2022-05-07,863.1
2022-05-08,863.1
2022-05-09,857.58
2022-05-10,867.87
2022-05-11,868.06
2022-05-12,861.76
2022-05-13,867.93
2022-05-14,867.93
2022-05-15,867.93
2022-05-16,861.04
2022-05-17,857.98
2022-05-18,850.78
2022-05-19,849.9
2022-05-20,842.38
2022-05-21,842.38
2022-05-22,842.38
2022-05-23,833.58
2022-05-24,829.59
2022-05-25,833.99
2022-05-26,835.43
2022-05-27,829.61
2022-05-28,829.61
2022-05-29,829.61
2022-05-30,822.25
2022-05-31,826.26
2022-06-01,824.35
2022-06-02,825.28
2022-06-03,815.56
2022-06-04,815.56
2022-06-05,815.56
2022-06-06,813.38
2022-06-07,817.99
2022-06-08,828.99
2022-06-09,821.66
2022-06-10,827.19
2022-06-11,827.19
2022-06-12,827.19
2022-06-13,838.61
2022-06-14,863.33
2022-06-15,866.79
2022-06-16,863.95
2022-06-17,869.62
2022-06-18,869.62
2022-06-19,869.62
2022-06-20,875.65
2022-06-21,875.65
2022-06-22,880.82
2022-06-23,886.64
2022-06-24,898.8
2022-06-25,898.8
2022-06-26,898.8
2022-06-27,898.8
2022-06-28,911.49
2022-06-29,905.32
2022-06-30,919.97
2022-07-01,932.08
2022-07-02,932.08
2022-07-03,932.08
2022-07-04,934.54
2022-07-05,927.53
2022-07-06,948.51
2022-07-07,972.66
2022-07-08,959.7
2022-07-09,959.7
2022-07-10,959.7
2022-07-11,966.74
2022-07-12,989.95
2022-07-13,1008.81
2022-07-14,1010.16
2022-07-15,1042.97
2022-07-16,1042.97
2022-07-17,1042.97
2022-07-18,988.22
2022-07-19,940.9
2022-07-20,929.83
2022-07-21,919.93
2022-07-22,927.49
2022-07-23,927.49
2022-07-24,927.49
2022-07-25,932.83
2022-07-26,941.03
2022-07-27,922.04
2022-07-28,920.49
2022-07-29,911.42
2022-07-30,911.42
2022-07-31,911.42
2022-08-01,905.1
2022-08-02,893.19
2022-08-03,897.22
2022-08-04,907.82
2022-08-05,903.91
2022-08-06,903.91
2022-08-07,903.91
2022-08-08,914.49
2022-08-09,906.03
2022-08-10,900.78
2022-08-11,889.38
2022-08-12,882.33
2022-08-13,882.33
2022-08-14,882.33
2022-08-15,882.33
2022-08-16,882.72
2022-08-17,882.2
2022-08-18,895.76
2022-08-19,918.2
2022-08-20,918.2
2022-08-21,918.2
2022-08-22,945.35
2022-08-23,945.47
2022-08-24,926.94
2022-08-25,915.6
2022-08-26,910.03
2022-08-27,910.03
2022-08-28,910.03
2022-08-29,900.22
2022-08-30,890.9
2022-08-31,882.11
2022-09-01,898.04
2022-09-02,898.24
2022-09-03,898.24
2022-09-04,898.24
2022-09-05,885.52
2022-09-06,866.28
2022-09-07,888.51
2022-09-08,886.34
2022-09-09,881.04
2022-09-10,881.04
2022-09-11,881.04
2022-09-12,885.15
2022-09-13,898.69
2022-09-14,910.27
2022-09-15,917.11
2022-09-16,917.11
2022-09-17,917.11
2022-09-18,917.11
2022-09-19,917.11
2022-09-20,922.6
2022-09-21,928.25
2022-09-22,938.82
2022-09-23,943.07
2022-09-24,943.07
2022-09-25,943.07
2022-09-26,965.18
2022-09-27,987.07
2022-09-28,982.83
2022-09-29,971.14
2022-09-30,966.0
2022-10-01,966.0
2022-10-02,966.0
2022-10-03,960.24
2022-10-04,955.42
2022-10-05,931.12
2022-10-06,942.02
2022-10-07,943.92
2022-10-08,943.92
2022-10-09,943.92
2022-10-10,943.92
2022-10-11,945.06
2022-10-12,933.88
2022-10-13,933.14
2022-10-14,944.75
2022-10-15,944.75
2022-10-16,944.75
2022-10-17,950.72
2022-10-18,967.73
2022-10-19,972.03
2022-10-20,978.06
2022-10-21,972.08
2022-10-22,972.08
2022-10-23,972.08
2022-10-24,978.49
2022-10-25,983.91
2022-10-26,971.12
2022-10-27,953.0
2022-10-28,945.31
2022-10-29,945.31
2022-10-30,945.31
2022-10-31,945.31
2022-11-01,945.31
2022-11-02,936.35
2022-11-03,937.79
2022-11-04,948.74
2022-11-05,948.74
2022-11-06,948.74
2022-11-07,932.37
2022-11-08,919.58
2022-11-09,907.35
2022-11-10,904.42
2022-11-11,893.54
2022-11-12,893.54
2022-11-13,893.54
2022-11-14,887.46
2022-11-15,898.72
2022-11-16,889.14
2022-11-17,895.68
2022-11-18,920.86
2022-11-19,920.86
2022-11-20,920.86
2022-11-21,929.3
2022-11-22,947.06
2022-11-23,935.29
2022-11-24,924.63
2022-11-25,911.96
2022-11-26,911.96
2022-11-27,911.96
2022-11-28,915.81
2022-11-29,916.36
2022-11-30,905.7
2022-12-01,894.82
2022-12-02,885.77
2022-12-03,885.77
2022-12-04,885.77
2022-12-05,881.87
2022-12-06,886.26
2022-12-07,884.74
2022-12-08,884.74
2022-12-09,878.58
2022-12-10,878.58
2022-12-11,878.58
2022-12-12,861.51
2022-12-13,860.03
2022-12-14,858.07
2022-12-15,862.85
2022-12-16,875.56
2022-12-17,875.56
2022-12-18,875.56
2022-12-19,885.99
2022-12-20,888.27
2022-12-21,889.65
2022-12-22,879.48
2022-12-23,867.01
2022-12-24,867.01
2022-12-25,867.01
2022-12-26,876.22
2022-12-27,879.19
2022-12-28,876.75
2022-12-29,856.76
2022-12-30,859.51
2022-12-31,859.51
2023-01-01,859.51
2023-01-02,859.51
2023-01-03,855.86
2023-01-04,852.14
2023-01-05,855.1
2023-01-06,856.31
2023-01-07,856.31
2023-01-08,856.31
2023-01-09,846.38
2023-01-10,837.19
2023-01-11,833.73
2023-01-12,825.67
2023-01-13,822.32
2023-01-14,822.32
2023-01-15,822.32
2023-01-16,824.33
2023-01-17,821.59
2023-01-18,820.89
2023-01-19,812.45
2023-01-20,828.74
2023-01-21,828.74
2023-01-22,828.74
2023-01-23,821.02
2023-01-24,814.11
2023-01-25,805.45
2023-01-26,803.68
2023-01-27,802.58
2023-01-28,802.58
2023-01-29,802.58
2023-01-30,803.14
2023-01-31,810.37
2023-02-01,804.28
2023-02-02,791.8
2023-02-03,781.49
2023-02-04,781.49
2023-02-05,781.49
2023-02-06,788.88
2023-02-07,804.79
2023-02-08,799.46
2023-02-09,793.19
2023-02-10,796.27
2023-02-11,796.27
2023-02-12,796.27
2023-02-13,800.78
2023-02-14,793.79
2023-02-15,789.49
2023-02-16,792.62
2023-02-17,794.35
2023-02-18,794.35
2023-02-19,794.35
2023-02-20,792.25
2023-02-21,791.7
2023-02-22,797.75
2023-02-23,799.42
2023-02-24,802.93
2023-02-25,802.93
2023-02-26,802.93
2023-02-27,818.67
2023-02-28,831.24
2023-03-01,829.97
2023-03-02,815.24
2023-03-03,814.56
2023-03-04,814.56
2023-03-05,814.56
2023-03-06,808.91
2023-03-07,803.0
2023-03-08,798.18
2023-03-09,802.88
2023-03-10,800.88
2023-03-11,800.88
2023-03-12,800.88
2023-03-13,797.19
2023-03-14,803.14
2023-03-15,800.71
2023-03-16,817.42
2023-03-17,824.65
2023-03-18,824.65
2023-03-19,824.65
2023-03-20,830.65
2023-03-21,826.35
2023-03-22,821.55
2023-03-23,818.76
2023-03-24,805.23
2023-03-25,805.23
2023-03-26,805.23
2023-03-27,811.48
2023-03-28,806.58
2023-03-29,799.76
2023-03-30,792.18
2023-03-31,789.32
2023-04-01,789.32
2023-04-02,789.32
2023-04-03,790.41
2023-04-04,801.28
2023-04-05,810.64
2023-04-06,810.22
2023-04-07,810.22
2023-04-08,810.22
2023-04-09,810.22
2023-04-10,814.64
2023-04-11,821.49
2023-04-12,811.75
2023-04-13,802.89
2023-04-14,795.81
2023-04-15,795.81
2023-04-16,795.81
2023-04-17,797.28
2023-04-18,801.26
2023-04-19,795.23
2023-04-20,796.93
2023-04-21,791.64
2023-04-22,791.64
2023-04-23,791.64
2023-04-24,795.96
2023-04-25,814.75
2023-04-26,813.9
2023-04-27,805.21
2023-04-28,801.61
2023-04-29,801.61
2023-04-30,801.61
2023-05-01,801.61
2023-05-02,803.3
2023-05-03,808.75
2023-05-04,806.03
2023-05-05,800.54
2023-05-06,800.54
2023-05-07,800.54
2023-05-08,795.46
2023-05-09,793.43
2023-05-10,792.46
2023-05-11,788.15
2023-05-12,796.38
2023-05-13,796.38
2023-05-14,796.38
2023-05-15,787.0
2023-05-16,783.35
2023-05-17,794.44
2023-05-18,797.24
2023-05-19,796.04
2023-05-20,796.04
2023-05-21,796.04
2023-05-22,797.0
2023-05-23,800.24
2023-05-24,801.71
2023-05-25,809.03
2023-05-26,809.24
2023-05-27,809.24
2023-05-28,809.24
2023-05-29,804.11
2023-05-30,802.14
2023-05-31,803.94
2023-06-01,811.61
2023-06-02,804.6
2023-06-03,804.6
2023-06-04,804.6
2023-06-05,797.97
2023-06-06,797.74
2023-06-07,797.79
2023-06-08,793.47
2023-06-09,790.75
2023-06-10,790.75
2023-06-11,790.75
2023-06-12,787.2
2023-06-13,806.84
2023-06-14,804.38
2023-06-15,800.12
2023-06-16,796.97
2023-06-17,796.97
2023-06-18,796.97
2023-06-19,793.35
2023-06-20,795.63
2023-06-21,795.63
2023-06-22,801.9
2023-06-23,805.02
2023-06-24,805.02
2023-06-25,805.02
2023-06-26,805.02
2023-06-27,808.21
2023-06-28,800.33
2023-06-29,800.89
2023-06-30,802.68
2023-07-01,802.68
2023-07-02,802.68
2023-07-03,801.66
2023-07-04,799.29
2023-07-05,796.47
2023-07-06,797.87
2023-07-07,804.49
2023-07-08,804.49
2023-07-09,804.49
2023-07-10,806.52
2023-07-11,811.98
2023-07-12,816.78
2023-07-13,811.24
2023-07-14,808.61
2023-07-15,808.61
2023-07-16,808.61
2023-07-17,813.44
2023-07-18,820.76
2023-07-19,815.58
2023-07-20,811.43
2023-07-21,807.62
2023-07-22,807.62
2023-07-23,807.62
2023-07-24,821.95
2023-07-25,827.1
2023-07-26,828.9
2023-07-27,825.8
2023-07-28,826.01
2023-07-29,826.01
2023-07-30,826.01
2023-07-31,827.84
2023-08-01,840.69
2023-08-02,843.02
2023-08-03,847.77
2023-08-04,853.99
2023-08-05,853.99
2023-08-06,853.99
2023-08-07,848.5
2023-08-08,856.1
2023-08-09,863.22
2023-08-10,858.68
2023-08-11,851.7
2023-08-12,851.7
2023-08-13,851.7
2023-08-14,853.3
2023-08-15,853.3
2023-08-16,859.03
2023-08-17,859.87
2023-08-18,864.72
2023-08-19,864.72
2023-08-20,864.72
2023-08-21,867.95
2023-08-22,869.51
2023-08-23,866.97
2023-08-24,860.97
2023-08-25,854.77
2023-08-26,854.77
2023-08-27,854.77
2023-08-28,843.08
2023-08-29,848.86
2023-08-30,857.59
2023-08-31,854.22
2023-09-01,853.86
2023-09-02,853.86
2023-09-03,853.86
2023-09-04,850.57
2023-09-05,854.99
2023-09-06,869.67
2023-09-07,872.92
2023-09-08,879.77
2023-09-09,879.77
2023-09-10,879.77
2023-09-11,892.68
2023-09-12,890.81
2023-09-13,897.17
2023-09-14,888.34
2023-09-15,885.84
2023-09-16,885.84
2023-09-17,885.84
2023-09-18,885.84
2023-09-19,885.84
2023-09-20,887.89
2023-09-21,882.31
2023-09-22,891.73
2023-09-23,891.73
2023-09-24,891.73
2023-09-25,889.21
2023-09-26,900.14
2023-09-27,904.31
2023-09-28,904.62
2023-09-29,906.84
2023-09-30,906.84
2023-10-01,906.84
2023-10-02,895.6
2023-10-03,902.26
2023-10-04,914.3
2023-10-05,913.26
2023-10-06,917.34
2023-10-07,917.34
2023-10-08,917.34
2023-10-09,917.34
2023-10-10,919.42
2023-10-11,927.07
2023-10-12,924.81
2023-10-13,933.45
2023-10-14,933.45
2023-10-15,933.45
2023-10-16,942.04
2023-10-17,942.8
2023-10-18,945.61
2023-10-19,937.21
2023-10-20,940.46
2023-10-21,940.46
2023-10-22,940.46
2023-10-23,942.42
2023-10-24,938.26
2023-10-25,929.05
2023-10-26,922.89
2023-10-27,922.89
2023-10-28,922.89
2023-10-29,922.89
2023-10-30,928.41
2023-10-31,910.28
2023-11-01,910.28
2023-11-02,899.44
2023-11-03,889.74
2023-11-04,889.74
2023-11-05,889.74
2023-11-06,881.3
2023-11-07,879.78
2023-11-08,886.28
2023-11-09,896.0
2023-11-10,902.89
2023-11-11,902.89
2023-11-12,902.89
2023-11-13,916.58
2023-11-14,921.65
2023-11-15,907.36
2023-11-16,890.18
2023-11-17,881.17
2023-11-18,881.17
2023-11-19,881.17
2023-11-20,884.36
2023-11-21,878.99
2023-11-22,873.7
2023-11-23,874.86
2023-11-24,871.37
2023-11-25,871.37
2023-11-26,871.37
2023-11-27,873.89
2023-11-28,872.03
2023-11-29,869.47
2023-11-30,867.86
2023-12-01,869.56
2023-12-02,869.56
2023-12-03,869.56
2023-12-04,862.86
2023-12-05,862.08
2023-12-06,874.25
2023-12-07,874.42
2023-12-08,874.42
2023-12-09,874.42
2023-12-10,874.42
2023-12-11,868.01
2023-12-12,880.0
2023-12-13,880.62
2023-12-14,876.77
2023-12-15,866.37
2023-12-16,866.37
2023-12-17,866.37
2023-12-18,872.59
2023-12-19,875.48
2023-12-20,863.23
2023-12-21,868.77
2023-12-22,872.95
2023-12-23,872.95
2023-12-24,872.95
2023-12-25,872.95
2023-12-26,883.99
2023-12-27,895.77
2023-12-28,886.34
2023-12-29,884.59
2023-12-30,884.59
2023-12-31,884.59
2024-01-01,884.59
2024-01-02,877.12
2024-01-03,880.92
2024-01-04,884.39
2024-01-05,884.45
2024-01-06,884.45
2024-01-07,884.45
2024-01-08,893.07
2024-01-09,901.31
2024-01-10,914.71
2024-01-11,919.07
2024-01-12,911.37
2024-01-13,911.37
2024-01-14,911.37
2024-01-15,908.67
2024-01-16,912.02
2024-01-17,922.06
2024-01-18,926.77
2024-01-19,918.62
2024-01-20,918.62
2024-01-21,918.62
2024-01-22,910.73
2024-01-23,905.63
2024-01-24,908.87
2024-01-25,908.51
2024-01-26,910.97
2024-01-27,910.97
2024-01-28,910.97
2024-01-29,916.16
2024-01-30,927.63
2024-01-31,932.66
2024-02-01,932.26
2024-02-02,936.01
2024-02-03,936.01
2024-02-04,936.01
2024-02-05,943.84
2024-02-06,955.73
2024-02-07,949.81
2024-02-08,947.9
2024-02-09,957.86
2024-02-10,957.86
2024-02-11,957.86
2024-02-12,968.73
2024-02-13,972.22
2024-02-14,971.56
2024-02-15,959.86
2024-02-16,961.94
2024-02-17,961.94
2024-02-18,961.94
2024-02-19,969.04
2024-02-20,966.23
2024-02-21,963.68
2024-02-22,967.52
2024-02-23,972.77
2024-02-24,972.77
2024-02-25,972.77
2024-02-26,983.76
2024-02-27,986.85
2024-02-28,984.53
2024-02-29,980.19
2024-03-01,969.91
2024-03-02,969.91
2024-03-03,969.91
2024-03-04,966.41
2024-03-05,971.92
2024-03-06,976.36
2024-03-07,981.26
2024-03-08,983.8
2024-03-09,983.8
2024-03-10,983.8
2024-03-11,964.95
2024-03-12,966.29
2024-03-13,965.18
2024-03-14,948.88
2024-03-15,945.56
2024-03-16,945.56
2024-03-17,945.56
2024-03-18,941.42
2024-03-19,945.11
2024-03-20,962.06
2024-03-21,975.91
2024-03-22,971.54
2024-03-23,971.54
2024-03-24,971.54
2024-03-25,980.24
2024-03-26,977.76
2024-03-27,981.71
2024-03-28,982.38
2024-03-29,982.38
2024-03-30,982.38
2024-03-31,982.38
2024-04-01,981.71
2024-04-02,982.59
2024-04-03,979.96
2024-04-04,962.83
2024-04-05,942.72
2024-04-06,942.72
2024-04-07,942.72
2024-04-08,948.92
2024-04-09,946.71
2024-04-10,940.61
2024-04-11,953.51
2024-04-12,957.03
2024-04-13,957.03
2024-04-14,957.03
2024-04-15,964.59
2024-04-16,978.07
2024-04-17,985.05
2024-04-18,974.97
2024-04-19,968.44
2024-04-20,968.44
2024-04-21,968.44
2024-04-22,956.32
2024-04-23,953.75
2024-04-24,950.77
2024-04-25,954.58
2024-04-26,948.61
2024-04-27,948.61
2024-04-28,948.61
2024-04-29,947.68
2024-04-30,943.62
2024-05-01,943.62
2024-05-02,954.25
2024-05-03,954.36
2024-05-04,954.36
2024-05-05,954.36
2024-05-06,938.29
2024-05-07,930.17
2024-05-08,934.29
2024-05-09,936.76
2024-05-10,930.99
2024-05-11,930.99
2024-05-12,930.99
2024-05-13,922.0
2024-05-14,922.1
2024-05-15,916.87
2024-05-16,909.06
2024-05-17,901.53
2024-05-18,901.53
2024-05-19,901.53
2024-05-20,897.11
2024-05-21,897.11
2024-05-22,886.79
2024-05-23,904.67
2024-05-24,908.95
2024-05-25,908.95
2024-05-26,908.95
2024-05-27,903.17
2024-05-28,900.28
2024-05-29,898.13
2024-05-30,907.67
2024-05-31,917.98
2024-06-01,917.98
2024-06-02,917.98
2024-06-03,916.77
2024-06-04,907.94
2024-06-05,905.37
2024-06-06,906.25
2024-06-07,910.45
2024-06-08,910.45
2024-06-09,910.45
2024-06-10,916.84
2024-06-11,923.24
2024-06-12,924.18
2024-06-13,914.86
2024-06-14,919.49
2024-06-15,919.49
2024-06-16,919.49
2024-06-17,928.47
2024-06-18,938.68
2024-06-19,934.91
2024-06-20,934.91
2024-06-21,927.92
2024-06-22,927.92
2024-06-23,927.92
2024-06-24,937.34
2024-06-25,941.72
2024-06-26,942.31
2024-06-27,947.78
2024-06-28,951.02
2024-06-29,951.02
2024-06-30,951.02
2024-07-01,944.34
2024-07-02,943.89
2024-07-03,946.99
2024-07-04,939.57
2024-07-05,936.55
2024-07-06,936.55
2024-07-07,936.55
2024-07-08,933.51
2024-07-09,939.17
2024-07-10,932.31
2024-07-11,918.86
2024-07-12,908.92
2024-07-13,908.92
2024-07-14,908.92
2024-07-15,910.14
2024-07-16,910.14
2024-07-17,910.79
2024-07-18,921.91
2024-07-19,940.15
2024-07-20,940.15
2024-07-21,940.15
2024-07-22,943.77
2024-07-23,949.1
2024-07-24,946.69
2024-07-25,948.79
2024-07-26,947.39
2024-07-27,947.39
2024-07-28,947.39
2024-07-29,950.29
2024-07-30,956.63
2024-07-31,956.58
2024-08-01,943.78
2024-08-02,938.94
2024-08-03,938.94
2024-08-04,938.94
2024-08-05,951.11
2024-08-06,957.57
2024-08-07,947.18
2024-08-08,943.96
2024-08-09,937.18
2024-08-10,937.18
2024-08-11,937.18
2024-08-12,932.62
2024-08-13,931.96
2024-08-14,932.28
2024-08-15,932.28
2024-08-16,931.39
2024-08-17,931.39
2024-08-18,931.39
2024-08-19,933.84
2024-08-20,929.36
2024-08-21,922.58
2024-08-22,918.97
2024-08-23,919.94
2024-08-24,919.94
2024-08-25,919.94
2024-08-26,911.01
2024-08-27,907.35
2024-08-28,907.32
2024-08-29,912.08
2024-08-30,917.38
