ID,Date,Balance2,Value
INVERCAP,2018-06-30,Debt,29621.03425
INVERCAP,2018-09-30,Cash,3020.409
INVERCAP,2018-09-30,Debt,29811.8205
INVERCAP,2018-12-31,Cash,3969.6071400000005
INVERCAP,2018-12-31,Debt,28078.0484
INVERCAP,2019-03-31,Cash,2417.8695
INVERCAP,2019-03-31,Debt,27595.04244
INVERCAP,2019-06-30,Cash,5710.823999999999
INVERCAP,2019-06-30,Debt,31695.0732
INVERCAP,2019-09-30,Cash,4112.42856
INVERCAP,2019-09-30,Debt,33216.55064
INVERCAP,2019-12-31,Cash,2992.6277800000003
INVERCAP,2019-12-31,Debt,33735.0091
INVERCAP,2020-03-31,Cash,17177.3511
INVERCAP,2020-03-31,Debt,63464.037000000004
INVERCAP,2020-06-30,Cash,2862.97452
INVERCAP,2020-06-30,Debt,62396.84388
INVERCAP,2020-09-30,Cash,1880.35062
INVERCAP,2020-09-30,Debt,59647.98502000001
INVERCAP,2020-12-31,Cash,5812.253280000001
INVERCAP,2020-12-31,Debt,54592.64868
INVERCAP,2021-03-31,Cash,3499.4858
INVERCAP,2021-03-31,Debt,136108.03431999998
INVERCAP,2021-06-30,Cash,13479.88824
INVERCAP,2021-06-30,Debt,86040.25975999999
INVERCAP,2021-09-30,Cash,21545.05149
INVERCAP,2021-09-30,Debt,95206.93243000002
INVERCAP,2021-12-31,Cash,807235.8525
INVERCAP,2021-12-31,Debt,699987.0179999999
INVERCAP,2022-03-31,Cash,646189.87708
INVERCAP,2022-03-31,Debt,638195.48012
INVERCAP,2022-06-30,Cash,332615.15349999996
INVERCAP,2022-06-30,Debt,741392.78336
INVERCAP,2022-09-30,Cash,316583.316
INVERCAP,2022-09-30,Debt,925953.504
INVERCAP,2022-12-31,Cash,302241.53444
INVERCAP,2022-12-31,Debt,901013.15937
INVERCAP,2023-03-31,Cash,266588.09408
INVERCAP,2023-03-31,Debt,898293.5192000001
INVERCAP,2023-06-30,Cash,281250.24251999997
INVERCAP,2023-06-30,Debt,1011490.7805599999
INVERCAP,2023-09-30,Cash,274691.81124
INVERCAP,2023-09-30,Debt,1267179.22188
INVERCAP,2023-12-31,Cash,518245.8974
INVERCAP,2023-12-31,Debt,1480865.5813000002
INVERCAP,2024-03-31,Cash,527049.81714
INVERCAP,2024-03-31,Debt,1626722.05962
INVERCAP,2024-06-30,Cash,551122.74714
INVERCAP,2024-06-30,Debt,1618515.26046
INVERCAP,2024-09-30,Cash,502.74199999999996
INVERCAP,2024-09-30,Debt,1749.9479999999999
INVERCAP,2024-12-31,Cash,454891.9806
INVERCAP,2024-12-31,Debt,1731931.9785600002
INVERCAP,2025-03-31,Cash,436516.3485000001
INVERCAP,2025-03-31,Debt,1781195.9792000002
INVERCAP,2025-06-30,Cash,417.198
INVERCAP,2025-06-30,Debt,1903.182
NUTRAVALOR,2017-03-31,Cash,-41676.67538
NUTRAVALOR,2017-03-31,Debt,-323012.29168
NUTRAVALOR,2017-06-30,Cash,-28837.697220000002
NUTRAVALOR,2017-06-30,Debt,-257830.84602
NUTRAVALOR,2017-09-30,Cash,-91668.82585000001
NUTRAVALOR,2017-09-30,Debt,-230884.23585
NUTRAVALOR,2017-12-31,Cash,-17318.443000000003
NUTRAVALOR,2017-12-31,Debt,-161564.15464
NUTRAVALOR,2018-03-31,Cash,-15708.31278
NUTRAVALOR,2018-03-31,Debt,-159757.77174
NUTRAVALOR,2018-06-30,Cash,-11998.738100000002
NUTRAVALOR,2018-06-30,Debt,-172360.53155
NUTRAVALOR,2018-09-30,Cash,-16101.5715
NUTRAVALOR,2018-09-30,Debt,-166041.1305
NUTRAVALOR,2018-12-31,Cash,-19911.343490000003
NUTRAVALOR,2018-12-31,Debt,-176517.4237
NUTRAVALOR,2019-03-31,Cash,-11591.47071
NUTRAVALOR,2019-03-31,Debt,-188776.35311999999
NUTRAVALOR,2019-06-30,Cash,-19505.1834
NUTRAVALOR,2019-06-30,Debt,-227415.88944
NUTRAVALOR,2019-09-30,Cash,-11150.073199999999
NUTRAVALOR,2019-09-30,Debt,-248361.07728
NUTRAVALOR,2019-12-31,Cash,-47146.35992
NUTRAVALOR,2019-12-31,Debt,-267562.81536
NUTRAVALOR,2020-03-31,Cash,-63271.92689999999
NUTRAVALOR,2020-03-31,Debt,-313103.0721
NUTRAVALOR,2020-06-30,Cash,-55766.36796
NUTRAVALOR,2020-06-30,Debt,-303569.18052
NUTRAVALOR,2020-09-30,Cash,-70176.22268
NUTRAVALOR,2020-09-30,Debt,-291395.5116
NUTRAVALOR,2020-12-31,Cash,-63926.96244
NUTRAVALOR,2020-12-31,Debt,-255174.41976000002
NUTRAVALOR,2021-03-31,Cash,-72466.44413
NUTRAVALOR,2021-03-31,Debt,-269682.96804
NUTRAVALOR,2021-06-30,Cash,-56791.556639999995
NUTRAVALOR,2021-06-30,Debt,-252774.5584
NUTRAVALOR,2021-09-30,Cash,-73.743
NUTRAVALOR,2021-09-30,Debt,-340.512
NUTRAVALOR,2021-12-31,Cash,-71211.8385
NUTRAVALOR,2021-12-31,Debt,-305683.58050000004
NUTRAVALOR,2022-03-31,Cash,-57729.527239999996
NUTRAVALOR,2022-03-31,Debt,-292116.65032
NUTRAVALOR,2022-06-30,Cash,-50285.56019999999
NUTRAVALOR,2022-06-30,Debt,-361363.29603
NUTRAVALOR,2022-09-30,Cash,-164864.322
NUTRAVALOR,2022-09-30,Debt,-355656.084
NUTRAVALOR,2022-12-31,Cash,-147625.99956
NUTRAVALOR,2022-12-31,Debt,-262234.78197999997
NUTRAVALOR,2023-03-31,Cash,-131334.16548000003
NUTRAVALOR,2023-03-31,Debt,-256675.02420000004
NUTRAVALOR,2023-06-30,Cash,-123056.46276
NUTRAVALOR,2023-06-30,Debt,-235296.81251999998
NUTRAVALOR,2023-09-30,Cash,-137116.02168
NUTRAVALOR,2023-09-30,Debt,-245949.51744
NUTRAVALOR,2023-12-31,Cash,-107222.03849
NUTRAVALOR,2023-12-31,Debt,-226208.23939
NUTRAVALOR,2024-03-31,Cash,-120699.13631999999
NUTRAVALOR,2024-03-31,Debt,-267689.70858000003
NUTRAVALOR,2024-06-30,Cash,-95677.3671
NUTRAVALOR,2024-06-30,Debt,-244358.88288
NUTRAVALOR,2024-09-30,Cash,-64431.4125
NUTRAVALOR,2024-09-30,Debt,-227387.5875
NUTRAVALOR,2024-12-31,Cash,-103699.35876
NUTRAVALOR,2024-12-31,Debt,-256581.08228
NUTRAVALOR,2025-03-31,Cash,-104887.4843
NUTRAVALOR,2025-03-31,Debt,-248702.2531
NUTRAVALOR,2025-06-30,Cash,-74112.47948000001
NUTRAVALOR,2025-06-30,Debt,-239167.65808000002
