Date,Date_quarter,Holding,HoldingValue
2022-06-22,2022Q2,IAM,464522.537099814
2022-06-22,2022Q2,INVERCAP,563182.7454308161
2022-06-22,2022Q2,QUINENCO,0.0
2022-06-23,2022Q2,ALMENDRAL,486540.62108753395
2022-06-23,2022Q2,ANTARCHILE,5098111.470510961
2022-06-23,2022Q2,IAM,458831.36694329313
2022-06-23,2022Q2,INVERCAP,545644.18242432
2022-06-23,2022Q2,QUINENCO,0.0
2022-06-24,2022Q2,ALMENDRAL,481558.97650302
2022-06-24,2022Q2,ANTARCHILE,5198380.489119769
2022-06-24,2022Q2,IAM,461446.22890710004
2022-06-24,2022Q2,INVERCAP,555426.8031234989
2022-06-24,2022Q2,QUINENCO,0.0
2022-06-25,2022Q2,ALMENDRAL,481558.97650302
2022-06-25,2022Q2,ANTARCHILE,5198380.489119769
2022-06-25,2022Q2,IAM,461446.22890710004
2022-06-25,2022Q2,INVERCAP,555426.8031234989
2022-06-25,2022Q2,QUINENCO,0.0
2022-06-26,2022Q2,ALMENDRAL,481558.97650302
2022-06-26,2022Q2,ANTARCHILE,5198380.489119769
2022-06-26,2022Q2,IAM,461446.22890710004
2022-06-26,2022Q2,INVERCAP,555426.8031234989
2022-06-26,2022Q2,QUINENCO,0.0
2022-06-27,2022Q2,ALMENDRAL,481558.97650302
2022-06-27,2022Q2,ANTARCHILE,5198380.489119769
2022-06-27,2022Q2,IAM,461446.22890710004
2022-06-27,2022Q2,INVERCAP,555426.8031234989
2022-06-27,2022Q2,QUINENCO,0.0
2022-06-28,2022Q2,ALMENDRAL,481558.97650302
2022-06-28,2022Q2,ANTARCHILE,5448284.487816824
2022-06-28,2022Q2,IAM,459138.99776256445
2022-06-28,2022Q2,INVERCAP,567729.780284352
2022-06-28,2022Q2,QUINENCO,0.0
2022-06-29,2022Q2,ALMENDRAL,481558.97650302
2022-06-29,2022Q2,ANTARCHILE,5555486.480468154
2022-06-29,2022Q2,IAM,455293.612521672
2022-06-29,2022Q2,INVERCAP,558570.7529365153
2022-06-29,2022Q2,QUINENCO,0.0
2022-06-30,2022Q2,ALMENDRAL,476411.2770990222
2022-06-30,2022Q2,ANTARCHILE,5473704.161672517
2022-06-30,2022Q2,IAM,454216.9046542221
2022-06-30,2022Q2,INVERCAP,537193.1933608195
2022-06-30,2022Q2,QUINENCO,0.0
2022-07-01,2022Q3,ALMENDRAL,473422.2903483138
2022-07-01,2022Q3,ANTARCHILE,5535018.6093111215
2022-07-01,2022Q3,IAM,457170.16051922756
2022-07-01,2022Q3,INVERCAP,508033.7084215008
2022-07-01,2022Q3,QUINENCO,0.0
2022-07-02,2022Q3,ALMENDRAL,473422.2903483138
2022-07-02,2022Q3,ANTARCHILE,5535018.6093111215
2022-07-02,2022Q3,IAM,457170.16051922756
2022-07-02,2022Q3,INVERCAP,508033.7084215008
2022-07-02,2022Q3,QUINENCO,0.0
2022-07-03,2022Q3,ALMENDRAL,473422.2903483138
2022-07-03,2022Q3,ANTARCHILE,5535018.6093111215
2022-07-03,2022Q3,IAM,457170.16051922756
2022-07-03,2022Q3,INVERCAP,508033.7084215008
2022-07-03,2022Q3,QUINENCO,0.0
2022-07-04,2022Q3,ALMENDRAL,468673.12251107715
2022-07-04,2022Q3,ANTARCHILE,5584702.70480879
2022-07-04,2022Q3,IAM,455939.63724214194
2022-07-04,2022Q3,INVERCAP,506669.59796544
2022-07-04,2022Q3,QUINENCO,0.0
2022-07-05,2022Q3,ALMENDRAL,470101.19395863777
2022-07-05,2022Q3,ANTARCHILE,5612736.434252535
2022-07-05,2022Q3,IAM,458369.920714386
2022-07-05,2022Q3,INVERCAP,515114.091264864
2022-07-05,2022Q3,QUINENCO,0.0
2022-07-06,2022Q3,ALMENDRAL,478138.2472216537
2022-07-06,2022Q3,ANTARCHILE,5536228.346891185
2022-07-06,2022Q3,IAM,477350.7422634313
2022-07-06,2022Q3,INVERCAP,545579.2247835553
2022-07-06,2022Q3,QUINENCO,0.0
2022-07-07,2022Q3,ALMENDRAL,480894.7572250848
2022-07-07,2022Q3,ANTARCHILE,5584684.377068861
2022-07-07,2022Q3,IAM,478858.13327786117
2022-07-07,2022Q3,INVERCAP,567015.2462359392
2022-07-07,2022Q3,QUINENCO,0.0
2022-07-08,2022Q3,ALMENDRAL,475199.0769167904
2022-07-08,2022Q3,ANTARCHILE,5657730.709798114
2022-07-08,2022Q3,IAM,487625.61162709614
2022-07-08,2022Q3,INVERCAP,562604.6224280093
2022-07-08,2022Q3,QUINENCO,0.0
2022-07-09,2022Q3,ALMENDRAL,475199.0769167904
2022-07-09,2022Q3,ANTARCHILE,5657730.709798114
2022-07-09,2022Q3,IAM,487625.61162709614
2022-07-09,2022Q3,INVERCAP,562604.6224280093
2022-07-09,2022Q3,QUINENCO,0.0
2022-07-10,2022Q3,ALMENDRAL,475199.0769167904
2022-07-10,2022Q3,ANTARCHILE,5657730.709798114
2022-07-10,2022Q3,IAM,487625.61162709614
2022-07-10,2022Q3,INVERCAP,562604.6224280093
2022-07-10,2022Q3,QUINENCO,0.0
2022-07-11,2022Q3,ALMENDRAL,471246.972213076
2022-07-11,2022Q3,ANTARCHILE,5502304.9021837115
2022-07-11,2022Q3,IAM,535277.6255322361
2022-07-11,2022Q3,INVERCAP,543370.664997552
2022-07-11,2022Q3,QUINENCO,0.0
2022-07-12,2022Q3,ALMENDRAL,473289.44649272674
2022-07-12,2022Q3,ANTARCHILE,5661707.446598408
2022-07-12,2022Q3,IAM,543891.2884718352
2022-07-12,2022Q3,INVERCAP,546780.9411377041
2022-07-12,2022Q3,QUINENCO,0.0
2022-07-13,2022Q3,ALMENDRAL,481658.6093947103
2022-07-13,2022Q3,ANTARCHILE,5707025.576058237
2022-07-13,2022Q3,IAM,541737.8727369354
2022-07-13,2022Q3,INVERCAP,539343.2912701344
2022-07-13,2022Q3,QUINENCO,0.0
2022-07-14,2022Q3,ALMENDRAL,481558.97650302
2022-07-14,2022Q3,ANTARCHILE,5724139.993117432
2022-07-14,2022Q3,IAM,547398.2798115291
2022-07-14,2022Q3,INVERCAP,527852.2846188414
2022-07-14,2022Q3,QUINENCO,0.0
2022-07-15,2022Q3,ALMENDRAL,484880.07289269596
2022-07-15,2022Q3,ANTARCHILE,5675036.255111257
2022-07-15,2022Q3,IAM,560195.7218932194
2022-07-15,2022Q3,INVERCAP,527267.6658519581
2022-07-15,2022Q3,QUINENCO,0.0
2022-07-16,2022Q3,ALMENDRAL,484880.07289269596
2022-07-16,2022Q3,ANTARCHILE,5675036.255111257
2022-07-16,2022Q3,IAM,560195.7218932194
2022-07-16,2022Q3,INVERCAP,527267.6658519581
2022-07-16,2022Q3,QUINENCO,0.0
2022-07-17,2022Q3,ALMENDRAL,484880.07289269596
2022-07-17,2022Q3,ANTARCHILE,5675036.255111257
2022-07-17,2022Q3,IAM,560195.7218932194
2022-07-17,2022Q3,INVERCAP,527267.6658519581
2022-07-17,2022Q3,QUINENCO,0.0
2022-07-18,2022Q3,ALMENDRAL,485760.1634359602
2022-07-18,2022Q3,ANTARCHILE,5743933.652342926
2022-07-18,2022Q3,IAM,568809.3848328186
2022-07-18,2022Q3,INVERCAP,543701.9489654526
2022-07-18,2022Q3,QUINENCO,0.0
2022-07-19,2022Q3,ALMENDRAL,481226.86686405237
2022-07-19,2022Q3,ANTARCHILE,5844034.903735246
2022-07-19,2022Q3,IAM,552320.3729198716
2022-07-19,2022Q3,INVERCAP,553458.5866083255
2022-07-19,2022Q3,QUINENCO,0.0
2022-07-20,2022Q3,ALMENDRAL,480064.48312766576
2022-07-20,2022Q3,ANTARCHILE,6075118.145346417
2022-07-20,2022Q3,IAM,538353.9337249501
2022-07-20,2022Q3,INVERCAP,534159.6715371035
2022-07-20,2022Q3,QUINENCO,0.0
2022-07-21,2022Q3,ALMENDRAL,480197.32698325283
2022-07-21,2022Q3,ANTARCHILE,6243273.526407158
2022-07-21,2022Q3,IAM,535369.9147780173
2022-07-21,2022Q3,INVERCAP,543045.8767937281
2022-07-21,2022Q3,QUINENCO,0.0
2022-07-22,2022Q3,ALMENDRAL,479284.02547609195
2022-07-22,2022Q3,ANTARCHILE,6197446.186656795
2022-07-22,2022Q3,IAM,525833.359380604
2022-07-22,2022Q3,INVERCAP,547592.911647264
2022-07-22,2022Q3,QUINENCO,0.0
2022-07-23,2022Q3,ALMENDRAL,479284.02547609195
2022-07-23,2022Q3,ANTARCHILE,6197446.186656795
2022-07-23,2022Q3,IAM,525833.359380604
2022-07-23,2022Q3,INVERCAP,547592.911647264
2022-07-23,2022Q3,QUINENCO,0.0
2022-07-24,2022Q3,ALMENDRAL,479284.02547609195
2022-07-24,2022Q3,ANTARCHILE,6197446.186656795
2022-07-24,2022Q3,IAM,525833.359380604
2022-07-24,2022Q3,INVERCAP,547592.911647264
2022-07-24,2022Q3,QUINENCO,0.0
2022-07-25,2022Q3,ALMENDRAL,479898.428308182
2022-07-25,2022Q3,ANTARCHILE,6191996.063624552
2022-07-25,2022Q3,IAM,512420.65566037095
2022-07-25,2022Q3,INVERCAP,535186.0022611872
2022-07-25,2022Q3,QUINENCO,0.0
2022-07-26,2022Q3,ALMENDRAL,481558.97650302
2022-07-26,2022Q3,ANTARCHILE,6113316.467227171
2022-07-26,2022Q3,IAM,506360.3285207244
2022-07-26,2022Q3,INVERCAP,539148.41834784
2022-07-26,2022Q3,QUINENCO,0.0
2022-07-27,2022Q3,ALMENDRAL,491073.91765944177
2022-07-27,2022Q3,ANTARCHILE,6153324.448352987
2022-07-27,2022Q3,IAM,496823.773123311
2022-07-27,2022Q3,INVERCAP,538498.841940192
2022-07-27,2022Q3,QUINENCO,0.0
2022-07-28,2022Q3,ALMENDRAL,481558.97650302
2022-07-28,2022Q3,ANTARCHILE,6098299.698409207
2022-07-28,2022Q3,IAM,538353.9337249501
2022-07-28,2022Q3,INVERCAP,541103.6433348604
2022-07-28,2022Q3,QUINENCO,0.0
2022-07-29,2022Q3,ALMENDRAL,494826.7565797756
2022-07-29,2022Q3,ANTARCHILE,5979217.119770801
2022-07-29,2022Q3,IAM,559119.0140257694
2022-07-29,2022Q3,INVERCAP,535666.6888028467
2022-07-29,2022Q3,QUINENCO,0.0
2022-07-30,2022Q3,ALMENDRAL,494826.7565797756
2022-07-30,2022Q3,ANTARCHILE,5979217.119770801
2022-07-30,2022Q3,IAM,559119.0140257694
2022-07-30,2022Q3,INVERCAP,535666.6888028467
2022-07-30,2022Q3,QUINENCO,0.0
2022-07-31,2022Q3,ALMENDRAL,494826.7565797756
2022-07-31,2022Q3,ANTARCHILE,5979217.119770801
2022-07-31,2022Q3,IAM,559119.0140257694
2022-07-31,2022Q3,INVERCAP,535666.6888028467
2022-07-31,2022Q3,QUINENCO,0.0
2022-08-01,2022Q3,ALMENDRAL,489097.8653075845
2022-08-01,2022Q3,ANTARCHILE,6098137.651088736
2022-08-01,2022Q3,IAM,541030.3218526113
2022-08-01,2022Q3,INVERCAP,519661.12611839996
2022-08-01,2022Q3,QUINENCO,0.0
2022-08-02,2022Q3,ALMENDRAL,486042.4566290826
2022-08-02,2022Q3,ANTARCHILE,6072928.858405541
2022-08-02,2022Q3,IAM,529125.009146808
2022-08-02,2022Q3,INVERCAP,521285.06713752
2022-08-02,2022Q3,QUINENCO,0.0
2022-08-03,2022Q3,ALMENDRAL,485544.2921706312
2022-08-03,2022Q3,ANTARCHILE,5997531.6208866825
2022-08-03,2022Q3,IAM,538323.1706430229
2022-08-03,2022Q3,INVERCAP,519661.12611839996
2022-08-03,2022Q3,QUINENCO,0.0
2022-08-04,2022Q3,ALMENDRAL,474916.78372366796
2022-08-04,2022Q3,ANTARCHILE,5994073.559155253
2022-08-04,2022Q3,IAM,526048.700954094
2022-08-04,2022Q3,INVERCAP,510567.05641132797
2022-08-04,2022Q3,QUINENCO,0.0
2022-08-05,2022Q3,ALMENDRAL,472641.83269673993
2022-08-05,2022Q3,ANTARCHILE,5981879.511357438
2022-08-05,2022Q3,IAM,539276.8261827643
2022-08-05,2022Q3,INVERCAP,524338.0762534656
2022-08-05,2022Q3,QUINENCO,0.0
2022-08-06,2022Q3,ALMENDRAL,472641.83269673993
2022-08-06,2022Q3,ANTARCHILE,5981879.511357438
2022-08-06,2022Q3,IAM,539276.8261827643
2022-08-06,2022Q3,INVERCAP,524338.0762534656
2022-08-06,2022Q3,QUINENCO,0.0
2022-08-07,2022Q3,ALMENDRAL,472641.83269673993
2022-08-07,2022Q3,ANTARCHILE,5981879.511357438
2022-08-07,2022Q3,IAM,539276.8261827643
2022-08-07,2022Q3,INVERCAP,524338.0762534656
2022-08-07,2022Q3,QUINENCO,0.0
2022-08-08,2022Q3,ALMENDRAL,476577.33191850595
2022-08-08,2022Q3,ANTARCHILE,5981845.810198113
2022-08-08,2022Q3,IAM,553735.4746885201
2022-08-08,2022Q3,INVERCAP,519648.13459024706
2022-08-08,2022Q3,QUINENCO,0.0
2022-08-09,2022Q3,ALMENDRAL,472791.2820342753
2022-08-09,2022Q3,ANTARCHILE,5949968.6714311065
2022-08-09,2022Q3,IAM,565394.6827389061
2022-08-09,2022Q3,INVERCAP,513100.40440115525
2022-08-09,2022Q3,QUINENCO,0.0
2022-08-10,2022Q3,ALMENDRAL,461134.2337065126
2022-08-10,2022Q3,ANTARCHILE,5953208.414207061
2022-08-10,2022Q3,IAM,569117.0156520901
2022-08-10,2022Q3,INVERCAP,500303.74917048967
2022-08-10,2022Q3,QUINENCO,0.0
2022-08-11,2022Q3,ALMENDRAL,463459.0011792858
2022-08-11,2022Q3,ANTARCHILE,5948283.613464881
2022-08-11,2022Q3,IAM,569117.0156520901
2022-08-11,2022Q3,INVERCAP,500758.4526558432
2022-08-11,2022Q3,QUINENCO,0.0
2022-08-12,2022Q3,ALMENDRAL,457481.02767786896
2022-08-12,2022Q3,ANTARCHILE,5937420.761460384
2022-08-12,2022Q3,IAM,569117.0156520901
2022-08-12,2022Q3,INVERCAP,497575.528258368
2022-08-12,2022Q3,QUINENCO,0.0
2022-08-13,2022Q3,ALMENDRAL,457481.02767786896
2022-08-13,2022Q3,ANTARCHILE,5937420.761460384
2022-08-13,2022Q3,IAM,569117.0156520901
2022-08-13,2022Q3,INVERCAP,497575.528258368
2022-08-13,2022Q3,QUINENCO,0.0
2022-08-14,2022Q3,ALMENDRAL,457481.02767786896
2022-08-14,2022Q3,ANTARCHILE,5937420.761460384
2022-08-14,2022Q3,IAM,569117.0156520901
2022-08-14,2022Q3,INVERCAP,497575.528258368
2022-08-14,2022Q3,QUINENCO,0.0
2022-08-15,2022Q3,ALMENDRAL,457481.02767786896
2022-08-15,2022Q3,ANTARCHILE,5937420.761460384
2022-08-15,2022Q3,IAM,569117.0156520901
2022-08-15,2022Q3,INVERCAP,497575.528258368
2022-08-15,2022Q3,QUINENCO,0.0
2022-08-16,2022Q3,ALMENDRAL,459141.57587270695
2022-08-16,2022Q3,ANTARCHILE,6040537.528032115
2022-08-16,2022Q3,IAM,584498.5566156601
2022-08-16,2022Q3,INVERCAP,491079.7641818881
2022-08-16,2022Q3,QUINENCO,0.0
2022-08-17,2022Q3,ALMENDRAL,468224.7744984708
2022-08-17,2022Q3,ANTARCHILE,6058093.753063196
2022-08-17,2022Q3,IAM,599603.2298418856
2022-08-17,2022Q3,INVERCAP,489260.95024047367
2022-08-17,2022Q3,QUINENCO,0.0
2022-08-18,2022Q3,ALMENDRAL,476643.7538462995
2022-08-18,2022Q3,ANTARCHILE,6129404.476087235
2022-08-18,2022Q3,IAM,593665.9550299477
2022-08-18,2022Q3,INVERCAP,491339.5947449472
2022-08-18,2022Q3,QUINENCO,0.0
2022-08-19,2022Q3,ALMENDRAL,467361.28943715506
2022-08-19,2022Q3,ANTARCHILE,6178956.532523092
2022-08-19,2022Q3,IAM,592712.2994902064
2022-08-19,2022Q3,INVERCAP,487182.305736
2022-08-19,2022Q3,QUINENCO,0.0
2022-08-20,2022Q3,ALMENDRAL,467361.28943715506
2022-08-20,2022Q3,ANTARCHILE,6178956.532523092
2022-08-20,2022Q3,IAM,592712.2994902064
2022-08-20,2022Q3,INVERCAP,487182.305736
2022-08-20,2022Q3,QUINENCO,0.0
2022-08-21,2022Q3,ALMENDRAL,467361.28943715506
2022-08-21,2022Q3,ANTARCHILE,6178956.532523092
2022-08-21,2022Q3,IAM,592712.2994902064
2022-08-21,2022Q3,INVERCAP,487182.305736
2022-08-21,2022Q3,QUINENCO,0.0
2022-08-22,2022Q3,ALMENDRAL,459971.849970126
2022-08-22,2022Q3,ANTARCHILE,6241244.071046355
2022-08-22,2022Q3,IAM,589113.018904731
2022-08-22,2022Q3,INVERCAP,488806.24675512005
2022-08-22,2022Q3,QUINENCO,0.0
2022-08-23,2022Q3,ALMENDRAL,450008.560801098
2022-08-23,2022Q3,ANTARCHILE,6353066.815425811
2022-08-23,2022Q3,IAM,584529.319697587
2022-08-23,2022Q3,INVERCAP,507189.25909155846
2022-08-23,2022Q3,QUINENCO,0.0
2022-08-24,2022Q3,ALMENDRAL,444196.642119165
2022-08-24,2022Q3,ANTARCHILE,6268597.868662542
2022-08-24,2022Q3,IAM,606001.9508827309
2022-08-24,2022Q3,INVERCAP,499569.72782984737
2022-08-24,2022Q3,QUINENCO,0.0
2022-08-25,2022Q3,ALMENDRAL,440045.27163206995
2022-08-25,2022Q3,ANTARCHILE,6234152.055985539
2022-08-25,2022Q3,IAM,623936.8276462535
2022-08-25,2022Q3,INVERCAP,506669.59796544
2022-08-25,2022Q3,QUINENCO,0.0
2022-08-26,2022Q3,ALMENDRAL,457381.3947861788
2022-08-26,2022Q3,ANTARCHILE,6247461.93494173
2022-08-26,2022Q3,IAM,632519.7275039257
2022-08-26,2022Q3,INVERCAP,494327.64622012805
2022-08-26,2022Q3,QUINENCO,0.0
2022-08-27,2022Q3,ALMENDRAL,457381.3947861788
2022-08-27,2022Q3,ANTARCHILE,6247461.93494173
2022-08-27,2022Q3,IAM,632519.7275039257
2022-08-27,2022Q3,INVERCAP,494327.64622012805
2022-08-27,2022Q3,QUINENCO,0.0
2022-08-28,2022Q3,ALMENDRAL,457381.3947861788
2022-08-28,2022Q3,ANTARCHILE,6247461.93494173
2022-08-28,2022Q3,IAM,632519.7275039257
2022-08-28,2022Q3,INVERCAP,494327.64622012805
2022-08-28,2022Q3,QUINENCO,0.0
2022-08-29,2022Q3,ALMENDRAL,452499.383093355
2022-08-29,2022Q3,ANTARCHILE,6278417.2731431965
2022-08-29,2022Q3,IAM,642640.7814579546
2022-08-29,2022Q3,INVERCAP,503226.8430049057
2022-08-29,2022Q3,QUINENCO,0.0
2022-08-30,2022Q3,ALMENDRAL,455820.47948303097
2022-08-30,2022Q3,ANTARCHILE,6282422.72978693
2022-08-30,2022Q3,IAM,620522.1255523409
2022-08-30,2022Q3,INVERCAP,492378.91699718405
2022-08-30,2022Q3,QUINENCO,0.0
2022-08-31,2022Q3,ALMENDRAL,473256.23552883
2022-08-31,2022Q3,ANTARCHILE,6275760.103599138
2022-08-31,2022Q3,IAM,604002.3505574667
2022-08-31,2022Q3,INVERCAP,469708.70037026884
2022-08-31,2022Q3,QUINENCO,0.0
2022-09-01,2022Q3,ALMENDRAL,473256.23552883
2022-09-01,2022Q3,ANTARCHILE,6127671.683939152
2022-09-01,2022Q3,IAM,594619.610569689
2022-09-01,2022Q3,INVERCAP,477438.65962128
2022-09-01,2022Q3,QUINENCO,0.0
2022-09-02,2022Q3,ALMENDRAL,474916.78372366796
2022-09-02,2022Q3,ANTARCHILE,6424220.576408554
2022-09-02,2022Q3,IAM,636795.795891798
2022-09-02,2022Q3,INVERCAP,480686.54165952007
2022-09-02,2022Q3,QUINENCO,0.0
2022-09-03,2022Q3,ALMENDRAL,474916.78372366796
2022-09-03,2022Q3,ANTARCHILE,6424220.576408554
2022-09-03,2022Q3,IAM,636795.795891798
2022-09-03,2022Q3,INVERCAP,480686.54165952007
2022-09-03,2022Q3,QUINENCO,0.0
2022-09-04,2022Q3,ALMENDRAL,474916.78372366796
2022-09-04,2022Q3,ANTARCHILE,6424220.576408554
2022-09-04,2022Q3,IAM,636795.795891798
2022-09-04,2022Q3,INVERCAP,480686.54165952007
2022-09-04,2022Q3,QUINENCO,0.0
2022-09-05,2022Q3,ALMENDRAL,478237.880113344
2022-09-05,2022Q3,ANTARCHILE,6550475.541360374
2022-09-05,2022Q3,IAM,654330.7525902678
2022-09-05,2022Q3,INVERCAP,490430.18777424
2022-09-05,2022Q3,QUINENCO,0.0
2022-09-06,2022Q3,ALMENDRAL,471595.687333992
2022-09-06,2022Q3,ANTARCHILE,6251010.021449134
2022-09-06,2022Q3,IAM,615261.6385428
2022-09-06,2022Q3,INVERCAP,482960.059086288
2022-09-06,2022Q3,QUINENCO,0.0
2022-09-07,2022Q3,ALMENDRAL,473239.6300468816
2022-09-07,2022Q3,ANTARCHILE,6258044.837549763
2022-09-07,2022Q3,IAM,597419.0510250587
2022-09-07,2022Q3,INVERCAP,470942.8955448001
2022-09-07,2022Q3,QUINENCO,0.0
2022-09-08,2022Q3,ALMENDRAL,467693.3990761227
2022-09-08,2022Q3,ANTARCHILE,6200043.254901782
2022-09-08,2022Q3,IAM,593727.481193802
2022-09-08,2022Q3,INVERCAP,467370.22530273604
2022-09-08,2022Q3,QUINENCO,0.0
2022-09-09,2022Q3,ALMENDRAL,468158.35257067735
2022-09-09,2022Q3,ANTARCHILE,6064688.101588802
2022-09-09,2022Q3,IAM,581145.3806856017
2022-09-09,2022Q3,INVERCAP,492378.91699718405
2022-09-09,2022Q3,QUINENCO,0.0
2022-09-10,2022Q3,ALMENDRAL,468158.35257067735
2022-09-10,2022Q3,ANTARCHILE,6064688.101588802
2022-09-10,2022Q3,IAM,581145.3806856017
2022-09-10,2022Q3,INVERCAP,492378.91699718405
2022-09-10,2022Q3,QUINENCO,0.0
2022-09-11,2022Q3,ALMENDRAL,468158.35257067735
2022-09-11,2022Q3,ANTARCHILE,6064688.101588802
2022-09-11,2022Q3,IAM,581145.3806856017
2022-09-11,2022Q3,INVERCAP,492378.91699718405
2022-09-11,2022Q3,QUINENCO,0.0
2022-09-12,2022Q3,ALMENDRAL,469935.139139154
2022-09-12,2022Q3,ANTARCHILE,6135057.407892156
2022-09-12,2022Q3,IAM,578345.940230232
2022-09-12,2022Q3,INVERCAP,509397.81887756166
2022-09-12,2022Q3,QUINENCO,0.0
2022-09-13,2022Q3,ALMENDRAL,475597.60848355154
2022-09-13,2022Q3,ANTARCHILE,6092929.946629561
2022-09-13,2022Q3,IAM,550659.1664958061
2022-09-13,2022Q3,INVERCAP,508943.11539220804
2022-09-13,2022Q3,QUINENCO,0.0
2022-09-14,2022Q3,ALMENDRAL,473588.3451677976
2022-09-14,2022Q3,ANTARCHILE,5991897.241148326
2022-09-14,2022Q3,IAM,569117.0156520901
2022-09-14,2022Q3,INVERCAP,500173.83388895995
2022-09-14,2022Q3,QUINENCO,0.0
2022-09-15,2022Q3,ALMENDRAL,471595.687333992
2022-09-15,2022Q3,ANTARCHILE,5857524.09366325
2022-09-15,2022Q3,IAM,590651.173001088
2022-09-15,2022Q3,INVERCAP,493872.94273477443
2022-09-15,2022Q3,QUINENCO,0.0
2022-09-16,2022Q3,ALMENDRAL,471595.687333992
2022-09-16,2022Q3,ANTARCHILE,5857524.09366325
2022-09-16,2022Q3,IAM,590651.173001088
2022-09-16,2022Q3,INVERCAP,493872.94273477443
2022-09-16,2022Q3,QUINENCO,0.0
2022-09-17,2022Q3,ALMENDRAL,471595.687333992
2022-09-17,2022Q3,ANTARCHILE,5857524.09366325
2022-09-17,2022Q3,IAM,590651.173001088
2022-09-17,2022Q3,INVERCAP,493872.94273477443
2022-09-17,2022Q3,QUINENCO,0.0
2022-09-18,2022Q3,ALMENDRAL,471595.687333992
2022-09-18,2022Q3,ANTARCHILE,5857524.09366325
2022-09-18,2022Q3,IAM,590651.173001088
2022-09-18,2022Q3,INVERCAP,493872.94273477443
2022-09-18,2022Q3,QUINENCO,0.0
2022-09-19,2022Q3,ALMENDRAL,471595.687333992
2022-09-19,2022Q3,ANTARCHILE,5857524.09366325
2022-09-19,2022Q3,IAM,590651.173001088
2022-09-19,2022Q3,INVERCAP,493872.94273477443
2022-09-19,2022Q3,QUINENCO,0.0
2022-09-20,2022Q3,ALMENDRAL,457481.02767786896
2022-09-20,2022Q3,ANTARCHILE,5576029.416053449
2022-09-20,2022Q3,IAM,573731.477941161
2022-09-20,2022Q3,INVERCAP,467045.437098912
2022-09-20,2022Q3,QUINENCO,0.0
2022-09-21,2022Q3,ALMENDRAL,456750.3864721402
2022-09-21,2022Q3,ANTARCHILE,5592585.925733484
2022-09-21,2022Q3,IAM,575577.2628567894
2022-09-21,2022Q3,INVERCAP,454703.4853536
2022-09-21,2022Q3,QUINENCO,0.0
2022-09-22,2022Q3,ALMENDRAL,448331.4071243116
2022-09-22,2022Q3,ANTARCHILE,5452757.742281982
2022-09-22,2022Q3,IAM,572193.323844804
2022-09-22,2022Q3,INVERCAP,435222.68888823653
2022-09-22,2022Q3,QUINENCO,0.0
2022-09-23,2022Q3,ALMENDRAL,440045.27163206995
2022-09-23,2022Q3,ANTARCHILE,5385266.878798698
2022-09-23,2022Q3,IAM,576930.8384615835
2022-09-23,2022Q3,INVERCAP,416508.3925838976
2022-09-23,2022Q3,QUINENCO,0.0
2022-09-24,2022Q3,ALMENDRAL,440045.27163206995
2022-09-24,2022Q3,ANTARCHILE,5385266.878798698
2022-09-24,2022Q3,IAM,576930.8384615835
2022-09-24,2022Q3,INVERCAP,416508.3925838976
2022-09-24,2022Q3,QUINENCO,0.0
2022-09-25,2022Q3,ALMENDRAL,440045.27163206995
2022-09-25,2022Q3,ANTARCHILE,5385266.878798698
2022-09-25,2022Q3,IAM,576930.8384615835
2022-09-25,2022Q3,INVERCAP,416508.3925838976
2022-09-25,2022Q3,QUINENCO,0.0
2022-09-26,2022Q3,ALMENDRAL,451021.49519994913
2022-09-26,2022Q3,ANTARCHILE,5321730.061276682
2022-09-26,2022Q3,IAM,578345.940230232
2022-09-26,2022Q3,INVERCAP,405985.25478
2022-09-26,2022Q3,QUINENCO,0.0
2022-09-27,2022Q3,ALMENDRAL,446056.45609738346
2022-09-27,2022Q3,ANTARCHILE,5215025.770742147
2022-09-27,2022Q3,IAM,578345.940230232
2022-09-27,2022Q3,INVERCAP,412481.01885648
2022-09-27,2022Q3,QUINENCO,0.0
2022-09-28,2022Q3,ALMENDRAL,459473.68551167456
2022-09-28,2022Q3,ANTARCHILE,4991399.348303295
2022-09-28,2022Q3,IAM,578315.1771483049
2022-09-28,2022Q3,INVERCAP,398839.91429587203
2022-09-28,2022Q3,QUINENCO,0.0
2022-09-29,2022Q3,ALMENDRAL,451336.9993569684
2022-09-29,2022Q3,ANTARCHILE,4984111.773507731
2022-09-29,2022Q3,IAM,569117.0156520901
2022-09-29,2022Q3,INVERCAP,389745.84458880004
2022-09-29,2022Q3,QUINENCO,0.0
2022-09-30,2022Q3,ALMENDRAL,455438.5533982182
2022-09-30,2022Q3,ANTARCHILE,5059019.296527857
2022-09-30,2022Q3,IAM,578161.3617386692
2022-09-30,2022Q3,INVERCAP,406634.831187648
2022-09-30,2022Q3,QUINENCO,0.0
2022-10-01,2022Q4,ALMENDRAL,455438.5533982182
2022-10-01,2022Q4,ANTARCHILE,5059019.296527857
2022-10-01,2022Q4,IAM,578161.3617386692
2022-10-01,2022Q4,INVERCAP,406634.831187648
2022-10-01,2022Q4,QUINENCO,0.0
2022-10-02,2022Q4,ALMENDRAL,455438.5533982182
2022-10-02,2022Q4,ANTARCHILE,5059019.296527857
2022-10-02,2022Q4,IAM,578161.3617386692
2022-10-02,2022Q4,INVERCAP,406634.831187648
2022-10-02,2022Q4,QUINENCO,0.0
