Date,Date_quarter,Holding,HoldingValue
2018-05-26,2018Q2,IAM,1188623.9595008353
2018-05-26,2018Q2,INVERCAP,449734.22583509283
2018-05-26,2018Q2,QUINENCO,0.0
2018-05-27,2018Q2,ALMENDRAL,1104297.7605311668
2018-05-27,2018Q2,ANTARCHILE,7999713.701119063
2018-05-27,2018Q2,IAM,1188623.9595008353
2018-05-27,2018Q2,INVERCAP,449734.22583509283
2018-05-27,2018Q2,QUINENCO,0.0
2018-05-28,2018Q2,ALMENDRAL,1110342.155960377
2018-05-28,2018Q2,ANTARCHILE,8218237.043132389
2018-05-28,2018Q2,IAM,1168843.2978216843
2018-05-28,2018Q2,INVERCAP,447291.8185423363
2018-05-28,2018Q2,QUINENCO,0.0
2018-05-29,2018Q2,ALMENDRAL,1124058.284049739
2018-05-29,2018Q2,ANTARCHILE,8100843.146979174
2018-05-29,2018Q2,IAM,1156968.7481978082
2018-05-29,2018Q2,INVERCAP,435917.7356444199
2018-05-29,2018Q2,QUINENCO,0.0
2018-05-30,2018Q2,ALMENDRAL,1118080.310548322
2018-05-30,2018Q2,ANTARCHILE,7960460.921394169
2018-05-30,2018Q2,IAM,1150631.5533208172
2018-05-30,2018Q2,INVERCAP,436450.38829869125
2018-05-30,2018Q2,QUINENCO,0.0
2018-05-31,2018Q2,ALMENDRAL,1120803.6095878566
2018-05-31,2018Q2,ANTARCHILE,7875811.170098761
2018-05-31,2018Q2,IAM,1127282.3741381182
2018-05-31,2018Q2,INVERCAP,427038.0261518717
2018-05-31,2018Q2,QUINENCO,0.0
2018-06-01,2018Q2,ALMENDRAL,1111272.0629494863
2018-06-01,2018Q2,ANTARCHILE,8020633.154134704
2018-06-01,2018Q2,IAM,1133834.910588599
2018-06-01,2018Q2,INVERCAP,427505.7211653783
2018-06-01,2018Q2,QUINENCO,0.0
2018-06-02,2018Q2,ALMENDRAL,1111272.0629494863
2018-06-02,2018Q2,ANTARCHILE,8020633.154134704
2018-06-02,2018Q2,IAM,1133834.910588599
2018-06-02,2018Q2,INVERCAP,427505.7211653783
2018-06-02,2018Q2,QUINENCO,0.0
2018-06-03,2018Q2,ALMENDRAL,1111272.0629494863
2018-06-03,2018Q2,ANTARCHILE,8020633.154134704
2018-06-03,2018Q2,IAM,1133834.910588599
2018-06-03,2018Q2,INVERCAP,427505.7211653783
2018-06-03,2018Q2,QUINENCO,0.0
2018-06-04,2018Q2,ALMENDRAL,1119890.3080806956
2018-06-04,2018Q2,ANTARCHILE,8129261.726161309
2018-06-04,2018Q2,IAM,1155307.5417737428
2018-06-04,2018Q2,INVERCAP,441400.16052496893
2018-06-04,2018Q2,QUINENCO,0.0
2018-06-05,2018Q2,ALMENDRAL,1114460.3154835752
2018-06-05,2018Q2,ANTARCHILE,8141986.816145206
2018-06-05,2018Q2,IAM,1141710.2595619468
2018-06-05,2018Q2,INVERCAP,442244.6098549114
2018-06-05,2018Q2,QUINENCO,0.0
2018-06-06,2018Q2,ALMENDRAL,1118960.401091586
2018-06-06,2018Q2,ANTARCHILE,8137492.813054613
2018-06-06,2018Q2,IAM,1146355.4849329449
2018-06-06,2018Q2,INVERCAP,464791.4069643734
2018-06-06,2018Q2,QUINENCO,0.0
2018-06-07,2018Q2,ALMENDRAL,1116452.9733173808
2018-06-07,2018Q2,ANTARCHILE,8286787.827229081
2018-06-07,2018Q2,IAM,1167520.4852988173
2018-06-07,2018Q2,INVERCAP,459835.13897401927
2018-06-07,2018Q2,QUINENCO,0.0
2018-06-08,2018Q2,ALMENDRAL,1112716.7398789953
2018-06-08,2018Q2,ANTARCHILE,8362330.261488748
2018-06-08,2018Q2,IAM,1179456.5610865476
2018-06-08,2018Q2,INVERCAP,465499.44524870976
2018-06-08,2018Q2,QUINENCO,0.0
2018-06-09,2018Q2,ALMENDRAL,1112716.7398789953
2018-06-09,2018Q2,ANTARCHILE,8362330.261488748
2018-06-09,2018Q2,IAM,1179456.5610865476
2018-06-09,2018Q2,INVERCAP,465499.44524870976
2018-06-09,2018Q2,QUINENCO,0.0
2018-06-10,2018Q2,ALMENDRAL,1112716.7398789953
2018-06-10,2018Q2,ANTARCHILE,8362330.261488748
2018-06-10,2018Q2,IAM,1179456.5610865476
2018-06-10,2018Q2,INVERCAP,465499.44524870976
2018-06-10,2018Q2,QUINENCO,0.0
2018-06-11,2018Q2,ALMENDRAL,1112069.1260830085
2018-06-11,2018Q2,ANTARCHILE,8330082.4099691715
2018-06-11,2018Q2,IAM,1177149.329942012
2018-06-11,2018Q2,INVERCAP,463037.55066372384
2018-06-11,2018Q2,QUINENCO,0.0
2018-06-12,2018Q2,ALMENDRAL,1112567.29054146
2018-06-12,2018Q2,ANTARCHILE,8336224.883927834
2018-06-12,2018Q2,IAM,1179548.8503323288
2018-06-12,2018Q2,INVERCAP,466304.9199941933
2018-06-12,2018Q2,QUINENCO,0.0
2018-06-13,2018Q2,ALMENDRAL,1106390.0512566627
2018-06-13,2018Q2,ANTARCHILE,8251102.457458404
2018-06-13,2018Q2,IAM,1163275.1799928718
2018-06-13,2018Q2,INVERCAP,479270.4650908474
2018-06-13,2018Q2,QUINENCO,0.0
2018-06-14,2018Q2,ALMENDRAL,1116552.6062090711
2018-06-14,2018Q2,ANTARCHILE,8236696.552244034
2018-06-14,2018Q2,IAM,1164290.3616964677
2018-06-14,2018Q2,INVERCAP,470890.92943218816
2018-06-14,2018Q2,QUINENCO,0.0
2018-06-15,2018Q2,ALMENDRAL,1105111.4291466374
2018-06-15,2018Q2,ANTARCHILE,8197842.534916717
2018-06-15,2018Q2,IAM,1159214.4531784893
2018-06-15,2018Q2,INVERCAP,460361.29586421413
2018-06-15,2018Q2,QUINENCO,0.0
2018-06-16,2018Q2,ALMENDRAL,1105111.4291466374
2018-06-16,2018Q2,ANTARCHILE,8197842.534916717
2018-06-16,2018Q2,IAM,1159214.4531784893
2018-06-16,2018Q2,INVERCAP,460361.29586421413
2018-06-16,2018Q2,QUINENCO,0.0
2018-06-17,2018Q2,ALMENDRAL,1105111.4291466374
2018-06-17,2018Q2,ANTARCHILE,8197842.534916717
2018-06-17,2018Q2,IAM,1159214.4531784893
2018-06-17,2018Q2,INVERCAP,460361.29586421413
2018-06-17,2018Q2,QUINENCO,0.0
2018-06-18,2018Q2,ALMENDRAL,1091478.3284670173
2018-06-18,2018Q2,ANTARCHILE,8153172.0449036835
2018-06-18,2018Q2,IAM,1138664.71445116
2018-06-18,2018Q2,INVERCAP,467240.3100212064
2018-06-18,2018Q2,QUINENCO,0.0
2018-06-19,2018Q2,ALMENDRAL,1074607.1588074632
2018-06-19,2018Q2,ANTARCHILE,8096160.833191763
2018-06-19,2018Q2,IAM,1116884.452446745
2018-06-19,2018Q2,INVERCAP,460530.1857302026
2018-06-19,2018Q2,QUINENCO,0.0
2018-06-20,2018Q2,ALMENDRAL,1065059.0066871447
2018-06-20,2018Q2,ANTARCHILE,8098839.216414583
2018-06-20,2018Q2,IAM,1134480.9353090688
2018-06-20,2018Q2,INVERCAP,463830.03388105443
2018-06-20,2018Q2,QUINENCO,0.0
2018-06-21,2018Q2,ALMENDRAL,1029606.3027273534
2018-06-21,2018Q2,ANTARCHILE,8084793.511485927
2018-06-21,2018Q2,IAM,1125774.9831236883
2018-06-21,2018Q2,INVERCAP,456327.42637272005
2018-06-21,2018Q2,QUINENCO,0.0
2018-06-22,2018Q2,ALMENDRAL,1009430.6421600716
2018-06-22,2018Q2,ANTARCHILE,8074202.484496427
2018-06-22,2018Q2,IAM,1120452.9699502932
2018-06-22,2018Q2,INVERCAP,456782.12985807366
2018-06-22,2018Q2,QUINENCO,0.0
2018-06-23,2018Q2,ALMENDRAL,1009430.6421600716
2018-06-23,2018Q2,ANTARCHILE,8074202.484496427
2018-06-23,2018Q2,IAM,1120452.9699502932
2018-06-23,2018Q2,INVERCAP,456782.12985807366
2018-06-23,2018Q2,QUINENCO,0.0
2018-06-24,2018Q2,ALMENDRAL,1009430.6421600716
2018-06-24,2018Q2,ANTARCHILE,8074202.484496427
2018-06-24,2018Q2,IAM,1120452.9699502932
2018-06-24,2018Q2,INVERCAP,456782.12985807366
2018-06-24,2018Q2,QUINENCO,0.0
2018-06-25,2018Q2,ALMENDRAL,992891.5821394853
2018-06-25,2018Q2,ANTARCHILE,7907283.533863834
2018-06-25,2018Q2,IAM,1109409.0235384498
2018-06-25,2018Q2,INVERCAP,437229.87998786883
2018-06-25,2018Q2,QUINENCO,0.0
2018-06-26,2018Q2,ALMENDRAL,982861.8710426637
2018-06-26,2018Q2,ANTARCHILE,8010886.631142024
2018-06-26,2018Q2,IAM,1102979.5394156778
2018-06-26,2018Q2,INVERCAP,432371.04845866177
2018-06-26,2018Q2,QUINENCO,0.0
2018-06-27,2018Q2,ALMENDRAL,999550.3804007857
2018-06-27,2018Q2,ANTARCHILE,8101424.500177551
2018-06-27,2018Q2,IAM,1093719.8517556083
2018-06-27,2018Q2,INVERCAP,429610.3487261578
2018-06-27,2018Q2,QUINENCO,0.0
2018-06-28,2018Q2,ALMENDRAL,993771.6726827495
2018-06-28,2018Q2,ANTARCHILE,8016032.034961782
2018-06-28,2018Q2,IAM,1085075.425734082
2018-06-28,2018Q2,INVERCAP,431032.92105890694
2018-06-28,2018Q2,QUINENCO,0.0
2018-06-29,2018Q2,ALMENDRAL,1004880.7401062157
2018-06-29,2018Q2,ANTARCHILE,8192674.577021335
2018-06-29,2018Q2,IAM,1097411.421586865
2018-06-29,2018Q2,INVERCAP,421022.9486170512
2018-06-29,2018Q2,QUINENCO,0.0
2018-06-30,2018Q2,ALMENDRAL,1004880.7401062157
2018-06-30,2018Q2,ANTARCHILE,8192674.577021335
2018-06-30,2018Q2,IAM,1097411.421586865
2018-06-30,2018Q2,INVERCAP,421022.9486170512
2018-06-30,2018Q2,QUINENCO,0.0
2018-07-01,2018Q3,ALMENDRAL,1004880.7401062157
2018-07-01,2018Q3,ANTARCHILE,8192674.577021335
2018-07-01,2018Q3,IAM,1097411.421586865
2018-07-01,2018Q3,INVERCAP,421022.9486170512
2018-07-01,2018Q3,QUINENCO,0.0
2018-07-02,2018Q3,ALMENDRAL,1004880.7401062157
2018-07-02,2018Q3,ANTARCHILE,8192674.577021335
2018-07-02,2018Q3,IAM,1097411.421586865
2018-07-02,2018Q3,INVERCAP,421022.9486170512
2018-07-02,2018Q3,QUINENCO,0.0
2018-07-03,2018Q3,ALMENDRAL,990068.6502082607
2018-07-03,2018Q3,ANTARCHILE,8145210.635666679
2018-07-03,2018Q3,IAM,1096519.2922109782
2018-07-03,2018Q3,INVERCAP,395942.8035177619
2018-07-03,2018Q3,QUINENCO,0.0
2018-07-04,2018Q3,ALMENDRAL,989703.3296053964
2018-07-04,2018Q3,ANTARCHILE,8153313.805870576
2018-07-04,2018Q3,IAM,1101041.4652542677
2018-07-04,2018Q3,INVERCAP,395637.50260616734
2018-07-04,2018Q3,QUINENCO,0.0
2018-07-05,2018Q3,ALMENDRAL,995399.0099136906
2018-07-05,2018Q3,ANTARCHILE,8172076.3846894475
2018-07-05,2018Q3,IAM,1115838.507661222
2018-07-05,2018Q3,INVERCAP,398729.48630657187
2018-07-05,2018Q3,QUINENCO,0.0
2018-07-06,2018Q3,ALMENDRAL,1009380.8257142267
2018-07-06,2018Q3,ANTARCHILE,8156778.687168196
2018-07-06,2018Q3,IAM,1112700.6733046537
2018-07-06,2018Q3,INVERCAP,403672.7627687731
2018-07-06,2018Q3,QUINENCO,0.0
2018-07-07,2018Q3,ALMENDRAL,1009380.8257142267
2018-07-07,2018Q3,ANTARCHILE,8156778.687168196
2018-07-07,2018Q3,IAM,1112700.6733046537
2018-07-07,2018Q3,INVERCAP,403672.7627687731
2018-07-07,2018Q3,QUINENCO,0.0
2018-07-08,2018Q3,ALMENDRAL,1009380.8257142267
2018-07-08,2018Q3,ANTARCHILE,8156778.687168196
2018-07-08,2018Q3,IAM,1112700.6733046537
2018-07-08,2018Q3,INVERCAP,403672.7627687731
2018-07-08,2018Q3,QUINENCO,0.0
2018-07-09,2018Q3,ALMENDRAL,1011107.7958368582
2018-07-09,2018Q3,ANTARCHILE,8267259.345797382
2018-07-09,2018Q3,IAM,1123098.594996027
2018-07-09,2018Q3,INVERCAP,400002.6560655619
2018-07-09,2018Q3,QUINENCO,0.0
2018-07-10,2018Q3,ALMENDRAL,999434.142027147
2018-07-10,2018Q3,ANTARCHILE,8239713.54458371
2018-07-10,2018Q3,IAM,1126144.140106814
2018-07-10,2018Q3,INVERCAP,395078.86689559015
2018-07-10,2018Q3,QUINENCO,0.0
2018-07-11,2018Q3,ALMENDRAL,996611.2100959223
2018-07-11,2018Q3,ANTARCHILE,8160809.909334835
2018-07-11,2018Q3,IAM,1114392.6428106464
2018-07-11,2018Q3,INVERCAP,379430.57123534975
2018-07-11,2018Q3,QUINENCO,0.0
2018-07-12,2018Q3,ALMENDRAL,992410.0231629822
2018-07-12,2018Q3,ANTARCHILE,8165884.029190229
2018-07-12,2018Q3,IAM,1109747.4174396482
2018-07-12,2018Q3,INVERCAP,392649.45113098656
2018-07-12,2018Q3,QUINENCO,0.0
2018-07-13,2018Q3,ALMENDRAL,985585.1700821981
2018-07-13,2018Q3,ANTARCHILE,8215915.219276261
2018-07-13,2018Q3,IAM,1112054.6485841838
2018-07-13,2018Q3,INVERCAP,388635.0689317219
2018-07-13,2018Q3,QUINENCO,0.0
2018-07-14,2018Q3,ALMENDRAL,985585.1700821981
2018-07-14,2018Q3,ANTARCHILE,8215915.219276261
2018-07-14,2018Q3,IAM,1112054.6485841838
2018-07-14,2018Q3,INVERCAP,388635.0689317219
2018-07-14,2018Q3,QUINENCO,0.0
2018-07-15,2018Q3,ALMENDRAL,985585.1700821981
2018-07-15,2018Q3,ANTARCHILE,8215915.219276261
2018-07-15,2018Q3,IAM,1112054.6485841838
2018-07-15,2018Q3,INVERCAP,388635.0689317219
2018-07-15,2018Q3,QUINENCO,0.0
2018-07-16,2018Q3,ALMENDRAL,985585.1700821981
2018-07-16,2018Q3,ANTARCHILE,8215915.219276261
2018-07-16,2018Q3,IAM,1112054.6485841838
2018-07-16,2018Q3,INVERCAP,388635.0689317219
2018-07-16,2018Q3,QUINENCO,0.0
2018-07-17,2018Q3,ALMENDRAL,984406.1808638631
2018-07-17,2018Q3,ANTARCHILE,8214501.247744897
2018-07-17,2018Q3,IAM,1112823.7256323625
2018-07-17,2018Q3,INVERCAP,391792.01027289126
2018-07-17,2018Q3,QUINENCO,0.0
2018-07-18,2018Q3,ALMENDRAL,990915.529787628
2018-07-18,2018Q3,ANTARCHILE,8225969.982037101
2018-07-18,2018Q3,IAM,1118791.7635262276
2018-07-18,2018Q3,INVERCAP,407537.74239427876
2018-07-18,2018Q3,QUINENCO,0.0
2018-07-19,2018Q3,ALMENDRAL,996312.3114208515
2018-07-19,2018Q3,ANTARCHILE,8167831.379011421
2018-07-19,2018Q3,IAM,1116484.5323816922
2018-07-19,2018Q3,INVERCAP,404471.74175018014
2018-07-19,2018Q3,QUINENCO,0.0
2018-07-20,2018Q3,ALMENDRAL,996262.4949750066
2018-07-20,2018Q3,ANTARCHILE,8252715.68162518
2018-07-20,2018Q3,IAM,1117592.0033310691
2018-07-20,2018Q3,INVERCAP,406517.9074342714
2018-07-20,2018Q3,QUINENCO,0.0
2018-07-21,2018Q3,ALMENDRAL,996262.4949750066
2018-07-21,2018Q3,ANTARCHILE,8252715.68162518
2018-07-21,2018Q3,IAM,1117592.0033310691
2018-07-21,2018Q3,INVERCAP,406517.9074342714
2018-07-21,2018Q3,QUINENCO,0.0
2018-07-22,2018Q3,ALMENDRAL,996262.4949750066
2018-07-22,2018Q3,ANTARCHILE,8252715.68162518
2018-07-22,2018Q3,IAM,1117592.0033310691
2018-07-22,2018Q3,INVERCAP,406517.9074342714
2018-07-22,2018Q3,QUINENCO,0.0
2018-07-23,2018Q3,ALMENDRAL,996727.4484695611
2018-07-23,2018Q3,ANTARCHILE,8260746.15908615
2018-07-23,2018Q3,IAM,1119991.523721386
2018-07-23,2018Q3,INVERCAP,407264.92030306655
2018-07-23,2018Q3,QUINENCO,0.0
2018-07-24,2018Q3,ALMENDRAL,1012818.1604775413
2018-07-24,2018Q3,ANTARCHILE,8276903.786005261
2018-07-24,2018Q3,IAM,1148016.6913570105
2018-07-24,2018Q3,INVERCAP,416436.9391790563
2018-07-24,2018Q3,QUINENCO,0.0
2018-07-25,2018Q3,ALMENDRAL,1003934.227635158
2018-07-25,2018Q3,ANTARCHILE,8319075.288549048
2018-07-25,2018Q3,IAM,1135157.723111466
2018-07-25,2018Q3,INVERCAP,417671.1343535875
2018-07-25,2018Q3,QUINENCO,0.0
2018-07-26,2018Q3,ALMENDRAL,1003950.8331171063
2018-07-26,2018Q3,ANTARCHILE,8323646.22711832
2018-07-26,2018Q3,IAM,1125867.2723694697
2018-07-26,2018Q3,INVERCAP,424913.9112988627
2018-07-26,2018Q3,QUINENCO,0.0
2018-07-27,2018Q3,ALMENDRAL,985983.7016489591
2018-07-27,2018Q3,ANTARCHILE,8257400.279534693
2018-07-27,2018Q3,IAM,1137218.8496005845
2018-07-27,2018Q3,INVERCAP,413273.5020738106
2018-07-27,2018Q3,QUINENCO,0.0
2018-07-28,2018Q3,ALMENDRAL,985983.7016489591
2018-07-28,2018Q3,ANTARCHILE,8257400.279534693
2018-07-28,2018Q3,IAM,1137218.8496005845
2018-07-28,2018Q3,INVERCAP,413273.5020738106
2018-07-28,2018Q3,QUINENCO,0.0
2018-07-29,2018Q3,ALMENDRAL,985983.7016489591
2018-07-29,2018Q3,ANTARCHILE,8257400.279534693
2018-07-29,2018Q3,IAM,1137218.8496005845
2018-07-29,2018Q3,INVERCAP,413273.5020738106
2018-07-29,2018Q3,QUINENCO,0.0
2018-07-30,2018Q3,ALMENDRAL,992592.6834644144
2018-07-30,2018Q3,ANTARCHILE,8266266.638757575
2018-07-30,2018Q3,IAM,1146232.4326052365
2018-07-30,2018Q3,INVERCAP,417729.59623027587
2018-07-30,2018Q3,QUINENCO,0.0
2018-07-31,2018Q3,ALMENDRAL,999118.6378701278
2018-07-31,2018Q3,ANTARCHILE,8353247.060470656
2018-07-31,2018Q3,IAM,1141802.5488077283
2018-07-31,2018Q3,INVERCAP,428746.4121039859
2018-07-31,2018Q3,QUINENCO,0.0
2018-08-01,2018Q3,ALMENDRAL,995000.4783469295
2018-08-01,2018Q3,ANTARCHILE,8352064.565573763
2018-08-01,2018Q3,IAM,1143463.7552317937
2018-08-01,2018Q3,INVERCAP,422309.1099041943
2018-08-01,2018Q3,QUINENCO,0.0
2018-08-02,2018Q3,ALMENDRAL,993007.8205131239
2018-08-02,2018Q3,ANTARCHILE,8273689.018190436
2018-08-02,2018Q3,IAM,1148478.1375859177
2018-08-02,2018Q3,INVERCAP,428811.36974475073
2018-08-02,2018Q3,QUINENCO,0.0
2018-08-03,2018Q3,ALMENDRAL,985037.1891779016
2018-08-03,2018Q3,ANTARCHILE,8244759.992284192
2018-08-03,2018Q3,IAM,1140879.6563499141
2018-08-03,2018Q3,INVERCAP,440360.83827273216
2018-08-03,2018Q3,QUINENCO,0.0
2018-08-04,2018Q3,ALMENDRAL,985037.1891779016
2018-08-04,2018Q3,ANTARCHILE,8244759.992284192
2018-08-04,2018Q3,IAM,1140879.6563499141
2018-08-04,2018Q3,INVERCAP,440360.83827273216
2018-08-04,2018Q3,QUINENCO,0.0
2018-08-05,2018Q3,ALMENDRAL,985037.1891779016
2018-08-05,2018Q3,ANTARCHILE,8244759.992284192
2018-08-05,2018Q3,IAM,1140879.6563499141
2018-08-05,2018Q3,INVERCAP,440360.83827273216
2018-08-05,2018Q3,QUINENCO,0.0
2018-08-06,2018Q3,ALMENDRAL,968813.6333143343
2018-08-06,2018Q3,ANTARCHILE,8248643.011407846
2018-08-06,2018Q3,IAM,1129681.8945284353
2018-08-06,2018Q3,INVERCAP,426953.5812188775
2018-08-06,2018Q3,QUINENCO,0.0
2018-08-07,2018Q3,ALMENDRAL,953038.4254633734
2018-08-07,2018Q3,ANTARCHILE,8246804.821064393
2018-08-07,2018Q3,IAM,1119191.6835912804
2018-08-07,2018Q3,INVERCAP,422010.3047566762
2018-08-07,2018Q3,QUINENCO,0.0
2018-08-08,2018Q3,ALMENDRAL,961789.5144501696
2018-08-08,2018Q3,ANTARCHILE,8262823.950445541
2018-08-08,2018Q3,IAM,1121375.8624081074
2018-08-08,2018Q3,INVERCAP,414611.62947356544
2018-08-08,2018Q3,QUINENCO,0.0
2018-08-09,2018Q3,ALMENDRAL,944619.4461155446
2018-08-09,2018Q3,ANTARCHILE,8193655.4667790085
2018-08-09,2018Q3,IAM,1117222.8463479434
2018-08-09,2018Q3,INVERCAP,403055.66518150753
2018-08-09,2018Q3,QUINENCO,0.0
2018-08-10,2018Q3,ALMENDRAL,945416.5092490668
2018-08-10,2018Q3,ANTARCHILE,8165633.9157074345
2018-08-10,2018Q3,IAM,1113131.3564516336
2018-08-10,2018Q3,INVERCAP,408583.560410592
2018-08-10,2018Q3,QUINENCO,0.0
2018-08-11,2018Q3,ALMENDRAL,945416.5092490668
2018-08-11,2018Q3,ANTARCHILE,8165633.9157074345
2018-08-11,2018Q3,IAM,1113131.3564516336
2018-08-11,2018Q3,INVERCAP,408583.560410592
2018-08-11,2018Q3,QUINENCO,0.0
2018-08-12,2018Q3,ALMENDRAL,945416.5092490668
2018-08-12,2018Q3,ANTARCHILE,8165633.9157074345
2018-08-12,2018Q3,IAM,1113131.3564516336
2018-08-12,2018Q3,INVERCAP,408583.560410592
2018-08-12,2018Q3,QUINENCO,0.0
2018-08-13,2018Q3,ALMENDRAL,918814.5271677622
2018-08-13,2018Q3,ANTARCHILE,8149014.3148262035
2018-08-13,2018Q3,IAM,1092950.7747074298
2018-08-13,2018Q3,INVERCAP,402172.2412671063
2018-08-13,2018Q3,QUINENCO,0.0
2018-08-14,2018Q3,ALMENDRAL,910644.6300491592
2018-08-14,2018Q3,ANTARCHILE,8251510.564270965
2018-08-14,2018Q3,IAM,1110424.2052420455
2018-08-14,2018Q3,INVERCAP,408369.20019606815
2018-08-14,2018Q3,QUINENCO,0.0
2018-08-15,2018Q3,ALMENDRAL,910644.6300491592
2018-08-15,2018Q3,ANTARCHILE,8251510.564270965
2018-08-15,2018Q3,IAM,1110424.2052420455
2018-08-15,2018Q3,INVERCAP,408369.20019606815
2018-08-15,2018Q3,QUINENCO,0.0
2018-08-16,2018Q3,ALMENDRAL,899269.8749145188
2018-08-16,2018Q3,ANTARCHILE,8328319.007745701
2018-08-16,2018Q3,IAM,1105163.7182325043
2018-08-16,2018Q3,INVERCAP,400717.1901139747
2018-08-16,2018Q3,QUINENCO,0.0
2018-08-17,2018Q3,ALMENDRAL,905181.4264881422
2018-08-17,2018Q3,ANTARCHILE,8294065.198666182
2018-08-17,2018Q3,IAM,1107655.5278686027
2018-08-17,2018Q3,INVERCAP,396566.396869104
2018-08-17,2018Q3,QUINENCO,0.0
2018-08-18,2018Q3,ALMENDRAL,905181.4264881422
2018-08-18,2018Q3,ANTARCHILE,8294065.198666182
2018-08-18,2018Q3,IAM,1107655.5278686027
2018-08-18,2018Q3,INVERCAP,396566.396869104
2018-08-18,2018Q3,QUINENCO,0.0
2018-08-19,2018Q3,ALMENDRAL,905181.4264881422
2018-08-19,2018Q3,ANTARCHILE,8294065.198666182
2018-08-19,2018Q3,IAM,1107655.5278686027
2018-08-19,2018Q3,INVERCAP,396566.396869104
2018-08-19,2018Q3,QUINENCO,0.0
2018-08-20,2018Q3,ALMENDRAL,896297.493645759
2018-08-20,2018Q3,ANTARCHILE,8268765.6946085235
2018-08-20,2018Q3,IAM,1108147.7371794372
2018-08-20,2018Q3,INVERCAP,394435.7862520186
2018-08-20,2018Q3,QUINENCO,0.0
2018-08-21,2018Q3,ALMENDRAL,907871.5145637798
2018-08-21,2018Q3,ANTARCHILE,8317624.661537827
2018-08-21,2018Q3,IAM,1102241.2254494263
2018-08-21,2018Q3,INVERCAP,396150.6679682093
2018-08-21,2018Q3,QUINENCO,0.0
2018-08-22,2018Q3,ALMENDRAL,914580.1292709252
2018-08-22,2018Q3,ANTARCHILE,8403169.091078948
2018-08-22,2018Q3,IAM,1096334.7137194152
2018-08-22,2018Q3,INVERCAP,401457.70721869345
2018-08-22,2018Q3,QUINENCO,0.0
2018-08-23,2018Q3,ALMENDRAL,913152.0578233646
2018-08-23,2018Q3,ANTARCHILE,8379794.984583587
2018-08-23,2018Q3,IAM,1100764.5975169232
2018-08-23,2018Q3,INVERCAP,395507.58732463775
2018-08-23,2018Q3,QUINENCO,0.0
2018-08-24,2018Q3,ALMENDRAL,905098.3990784003
2018-08-24,2018Q3,ANTARCHILE,8405482.051973477
2018-08-24,2018Q3,IAM,1098549.6556181693
2018-08-24,2018Q3,INVERCAP,397482.2996038877
2018-08-24,2018Q3,QUINENCO,0.0
2018-08-25,2018Q3,ALMENDRAL,905098.3990784003
2018-08-25,2018Q3,ANTARCHILE,8405482.051973477
2018-08-25,2018Q3,IAM,1098549.6556181693
2018-08-25,2018Q3,INVERCAP,397482.2996038877
2018-08-25,2018Q3,QUINENCO,0.0
2018-08-26,2018Q3,ALMENDRAL,905098.3990784003
2018-08-26,2018Q3,ANTARCHILE,8405482.051973477
2018-08-26,2018Q3,IAM,1098549.6556181693
2018-08-26,2018Q3,INVERCAP,397482.2996038877
2018-08-26,2018Q3,QUINENCO,0.0
2018-08-27,2018Q3,ALMENDRAL,922633.7880158895
2018-08-27,2018Q3,ANTARCHILE,8428385.819398561
2018-08-27,2018Q3,IAM,1100180.098960308
2018-08-27,2018Q3,INVERCAP,403153.1016426547
2018-08-27,2018Q3,QUINENCO,0.0
2018-08-28,2018Q3,ALMENDRAL,925141.2157900949
2018-08-28,2018Q3,ANTARCHILE,8475441.774304003
2018-08-28,2018Q3,IAM,1113469.7503528323
2018-08-28,2018Q3,INVERCAP,403412.93220571394
2018-08-28,2018Q3,QUINENCO,0.0
2018-08-29,2018Q3,ALMENDRAL,929508.4575425189
2018-08-29,2018Q3,ANTARCHILE,8528402.079312436
2018-08-29,2018Q3,IAM,1109470.549702304
2018-08-29,2018Q3,INVERCAP,398852.905824025
2018-08-29,2018Q3,QUINENCO,0.0
2018-08-30,2018Q3,ALMENDRAL,922650.3934978379
2018-08-30,2018Q3,ANTARCHILE,8537864.117464565
2018-08-30,2018Q3,IAM,1112393.0424853824
2018-08-30,2018Q3,INVERCAP,395786.90517992637
2018-08-30,2018Q3,QUINENCO,0.0
2018-08-31,2018Q3,ALMENDRAL,926170.7556708945
2018-08-31,2018Q3,ANTARCHILE,8480383.425625846
2018-08-31,2018Q3,IAM,1123221.6473237358
2018-08-31,2018Q3,INVERCAP,398086.4056630003
2018-08-31,2018Q3,QUINENCO,0.0
2018-09-01,2018Q3,ALMENDRAL,926170.7556708945
2018-09-01,2018Q3,ANTARCHILE,8480383.425625846
2018-09-01,2018Q3,IAM,1123221.6473237358
2018-09-01,2018Q3,INVERCAP,398086.4056630003
2018-09-01,2018Q3,QUINENCO,0.0
2018-09-02,2018Q3,ALMENDRAL,926170.7556708945
2018-09-02,2018Q3,ANTARCHILE,8480383.425625846
2018-09-02,2018Q3,IAM,1123221.6473237358
2018-09-02,2018Q3,INVERCAP,398086.4056630003
2018-09-02,2018Q3,QUINENCO,0.0
2018-09-03,2018Q3,ALMENDRAL,906111.3334772513
2018-09-03,2018Q3,ANTARCHILE,8363010.931896438
2018-09-03,2018Q3,IAM,1113715.8550082492
2018-09-03,2018Q3,INVERCAP,397176.9986922931
2018-09-03,2018Q3,QUINENCO,0.0
2018-09-04,2018Q3,ALMENDRAL,880754.7625420751
2018-09-04,2018Q3,ANTARCHILE,8360769.804801357
2018-09-04,2018Q3,IAM,1107071.0293119873
