Date,Date_quarter,Holding,HoldingValue,NetDebt,eqy_shares_total,NAV,NAV_PS,Price,stale,Discount
2017-01-26,2017Q1,ALMENDRAL,1194631.5823303538,47272.77599999997,18048.204643,1147358.8063303537,63.57190806650993,50.0,False,0.21348907841983888
2017-01-27,2017Q1,ALMENDRAL,1179769.6759865538,47272.77599999997,18048.204643,1132496.8999865537,62.74845184813398,50.0,False,0.2031675917517174
2017-01-30,2017Q1,ALMENDRAL,1170121.8909745452,47272.77599999997,18048.204643,1122849.114974545,62.21389535329999,50.0,False,0.19632101934688018
2017-01-31,2017Q1,ALMENDRAL,1165970.52048745,47272.77599999997,18048.204643,1118697.74448745,61.98387964984302,50.0,False,0.19333865059015176
2017-02-01,2017Q1,ALMENDRAL,1166933.638440456,47272.77599999997,18048.204643,1119660.862440456,62.03724329304503,50.0,False,0.19403253036542523
2017-02-02,2017Q1,ALMENDRAL,1164110.7065092314,47272.77599999997,18048.204643,1116837.9305092313,61.880832614694285,50.5,False,0.18391531163709296
2017-02-03,2017Q1,ALMENDRAL,1179620.2266490182,47272.77599999997,18048.204643,1132347.4506490182,62.74017128280952,50.85,False,0.18951448553133554
2017-02-06,2017Q1,ALMENDRAL,1170354.3677218223,47272.77599999997,18048.204643,1123081.5917218223,62.226776232693574,50.84,False,0.18298836806382757
2017-02-07,2017Q1,ALMENDRAL,1160889.243011246,47272.77599999997,18048.204643,1113616.467011246,61.702340428811695,50.11,False,0.18787521426656761
2017-02-08,2017Q1,ALMENDRAL,1173575.831219808,47272.77599999997,18048.204643,1126303.055219808,62.40526841857618,50.5,False,0.19077345102857268
2017-02-09,2017Q1,ALMENDRAL,1181596.2790008755,47272.77599999997,18048.204643,1134323.5030008755,62.84965875765504,50.0,False,0.20445073229757138
2017-02-10,2017Q1,ALMENDRAL,1212067.338376153,47272.77599999997,18048.204643,1164794.562376153,64.53797402102921,50.51,False,0.21735999981124765
2017-02-13,2017Q1,ALMENDRAL,1227493.831106198,47272.77599999997,18048.204643,1180221.055106198,65.39271237507532,50.51,False,0.22758977009107706
2017-02-14,2017Q1,ALMENDRAL,1207583.8582500904,47272.77599999997,18048.204643,1160311.0822500903,64.28955706129568,51.24,False,0.20298097634820877
2017-02-15,2017Q1,ALMENDRAL,1217679.9912747054,47272.77599999997,18048.204643,1170407.2152747053,64.84895525210304,51.0,False,0.21355710663748773
2017-02-16,2017Q1,ALMENDRAL,1222960.5345342902,47272.77599999997,18048.204643,1175687.7585342901,65.1415352269003,51.73,False,0.20588300813275873
2017-02-17,2017Q1,ALMENDRAL,1211237.0642787337,47272.77599999997,18048.204643,1163964.2882787336,64.4919708803378,52.99,False,0.17834733104496425
2017-02-20,2017Q1,ALMENDRAL,1212266.6041595335,47272.77599999997,18048.204643,1164993.8281595334,64.54901477479515,53.0,False,0.17891852904476502
2017-02-21,2017Q1,ALMENDRAL,1212200.1822317399,47272.77599999997,18048.204643,1164927.4062317398,64.54533452353982,52.24,False,0.19064638233538067
2017-02-22,2017Q1,ALMENDRAL,1223657.9647761222,47272.77599999997,18048.204643,1176385.1887761222,65.18017786508108,51.49,False,0.2100359083618779
2017-02-23,2017Q1,ALMENDRAL,1200991.4819165834,47272.77599999997,18048.204643,1153718.7059165833,63.92429212420601,51.49,False,0.19451591423251058
2017-02-24,2017Q1,ALMENDRAL,1202336.5259544023,47272.77599999997,18048.204643,1155063.7499544022,63.99881721212608,50.75,False,0.20701659482568968
2017-02-27,2017Q1,ALMENDRAL,1205026.6140300399,47272.77599999997,18048.204643,1157753.8380300398,64.14786738796619,50.75,False,0.2088591239820321
2017-02-28,2017Q1,ALMENDRAL,1199580.015950971,47272.77599999997,18048.204643,1152307.239950971,63.846086785030636,51.48,False,0.1936859000719523
2017-03-01,2017Q1,ALMENDRAL,1191244.0640128844,47272.77599999997,18048.204643,1143971.2880128843,63.38421525248905,51.48,False,0.18781040681925276
2017-03-02,2017Q1,ALMENDRAL,1203581.9371005306,47272.77599999997,18048.204643,1156309.1611005305,64.06782192316315,52.5,False,0.1805558793154619
2017-03-03,2017Q1,ALMENDRAL,1244597.4775130295,47272.77599999997,18048.204643,1197324.7015130294,66.34037707331804,53.5,False,0.1935529709022774
2017-03-06,2017Q1,ALMENDRAL,1244348.3952838038,47272.77599999997,18048.204643,1197075.6192838037,66.32657613111063,53.9,False,0.18735440385987168
2017-03-07,2017Q1,ALMENDRAL,1238702.5314213545,47272.77599999997,18048.204643,1191429.7554213544,66.01375477440914,55.12,False,0.16502249889643006
2017-03-08,2017Q1,ALMENDRAL,1237573.3586488646,47272.77599999997,18048.204643,1190300.5826488645,65.95119050306883,55.1,False,0.1645336561826568
2017-03-09,2017Q1,ALMENDRAL,1246639.95179268,47272.77599999997,18048.204643,1199367.17579268,66.45354479941885,55.5,False,0.16483010548919041
2017-03-10,2017Q1,ALMENDRAL,1239150.8794339607,47272.77599999997,18048.204643,1191878.1034339606,66.03859647038249,55.5,False,0.15958238111721412
2017-03-13,2017Q1,ALMENDRAL,1260073.7866889196,47272.77599999997,18048.204643,1212801.0106889196,67.19787561580563,55.5,False,0.17408103319644486
2017-03-14,2017Q1,ALMENDRAL,1270186.525195483,47272.77599999997,18048.204643,1222913.7491954828,67.75819386942679,56.5,False,0.16615250830212291
2017-03-15,2017Q1,ALMENDRAL,1294347.501430376,47272.77599999997,18048.204643,1247074.725430376,69.09688526354637,57.5,False,0.1678351378548255
