Date,Date_quarter,ID,Holding,pct_holding,Price,eqy_shares_total
2022-11-15,2022Q4,CCU,QUINENCO,,5174.0,
2022-11-16,2022Q4,CCU,QUINENCO,,5210.0,
2022-11-17,2022Q4,CCU,QUINENCO,,5200.0,
2022-11-18,2022Q4,CCU,QUINENCO,,5308.6,
2022-11-19,2022Q4,CCU,QUINENCO,,5308.6,
2022-11-20,2022Q4,CCU,QUINENCO,,5308.6,
2022-11-21,2022Q4,CCU,QUINENCO,,5367.0,
2022-11-22,2022Q4,CCU,QUINENCO,,5425.0,
2022-11-23,2022Q4,CCU,QUINENCO,,5430.5,
2022-11-24,2022Q4,CCU,QUINENCO,,5360.5,
2022-11-25,2022Q4,CCU,QUINENCO,,5498.2,
2022-11-26,2022Q4,CCU,QUINENCO,,5498.2,
2022-11-27,2022Q4,CCU,QUINENCO,,5498.2,
2022-11-28,2022Q4,CCU,QUINENCO,,5500.0,
2022-11-29,2022Q4,CCU,QUINENCO,,5500.0,
2022-11-30,2022Q4,CCU,QUINENCO,,5395.8,
2022-12-01,2022Q4,CCU,QUINENCO,,5452.0,
2022-12-02,2022Q4,CCU,QUINENCO,,5630.0,
2022-12-03,2022Q4,CCU,QUINENCO,,5630.0,
2022-12-04,2022Q4,CCU,QUINENCO,,5630.0,
2022-12-05,2022Q4,CCU,QUINENCO,,5581.0,
2022-12-06,2022Q4,CCU,QUINENCO,,5500.0,
2022-12-07,2022Q4,CCU,QUINENCO,,5285.4,
2022-12-08,2022Q4,CCU,QUINENCO,,5285.4,
2022-12-09,2022Q4,CCU,QUINENCO,,5156.0,
2022-12-10,2022Q4,CCU,QUINENCO,,5156.0,
2022-12-11,2022Q4,CCU,QUINENCO,,5156.0,
2022-12-12,2022Q4,CCU,QUINENCO,,5251.0,
2022-12-13,2022Q4,CCU,QUINENCO,,5328.0,
2022-12-14,2022Q4,CCU,QUINENCO,,5365.0,
2022-12-15,2022Q4,CCU,QUINENCO,,5300.0,
2022-12-16,2022Q4,CCU,QUINENCO,,5320.0,
2022-12-17,2022Q4,CCU,QUINENCO,,5320.0,
2022-12-18,2022Q4,CCU,QUINENCO,,5320.0,
2022-12-19,2022Q4,CCU,QUINENCO,,5443.0,
2022-12-20,2022Q4,CCU,QUINENCO,,5589.9,
2022-12-21,2022Q4,CCU,QUINENCO,,5570.0,
2022-12-22,2022Q4,CCU,QUINENCO,,5568.0,
2022-12-23,2022Q4,CCU,QUINENCO,,5683.5,
2022-12-24,2022Q4,CCU,QUINENCO,,5683.5,
2022-12-25,2022Q4,CCU,QUINENCO,,5683.5,
2022-12-26,2022Q4,CCU,QUINENCO,,5595.2,
2022-12-27,2022Q4,CCU,QUINENCO,,5668.1,
2022-12-28,2022Q4,CCU,QUINENCO,,5800.0,
2022-12-29,2022Q4,CCU,QUINENCO,,5950.0,
2022-12-30,2022Q4,CCU,QUINENCO,,5665.0,
2022-12-31,2022Q4,CCU,QUINENCO,,5665.0,
2023-01-01,2023Q1,CCU,QUINENCO,,5665.0,
2023-01-02,2023Q1,CCU,QUINENCO,,5665.0,
2023-01-03,2023Q1,CCU,QUINENCO,,5481.0,
2023-01-04,2023Q1,CCU,QUINENCO,,5410.0,
2023-01-05,2023Q1,CCU,QUINENCO,,5502.0,
2023-01-06,2023Q1,CCU,QUINENCO,,5636.6,
2023-01-07,2023Q1,CCU,QUINENCO,,5636.6,
2023-01-08,2023Q1,CCU,QUINENCO,,5636.6,
2023-01-09,2023Q1,CCU,QUINENCO,,5638.0,
2023-01-10,2023Q1,CCU,QUINENCO,,5615.0,
2023-01-11,2023Q1,CCU,QUINENCO,,5765.9,
2023-01-12,2023Q1,CCU,QUINENCO,,5645.0,
2023-01-13,2023Q1,CCU,QUINENCO,,5628.0,
2023-01-14,2023Q1,CCU,QUINENCO,,5628.0,
2023-01-15,2023Q1,CCU,QUINENCO,,5628.0,
2023-01-16,2023Q1,CCU,QUINENCO,,5615.0,
2023-01-17,2023Q1,CCU,QUINENCO,,5684.0,
2023-01-18,2023Q1,CCU,QUINENCO,,5705.0,
2023-01-19,2023Q1,CCU,QUINENCO,,5790.0,
2023-01-20,2023Q1,CCU,QUINENCO,,5985.0,
2023-01-21,2023Q1,CCU,QUINENCO,,5985.0,
2023-01-22,2023Q1,CCU,QUINENCO,,5985.0,
2023-01-23,2023Q1,CCU,QUINENCO,,6121.0,
2023-01-24,2023Q1,CCU,QUINENCO,,6166.7,
2023-01-25,2023Q1,CCU,QUINENCO,,6252.6,
2023-01-26,2023Q1,CCU,QUINENCO,,6200.0,
2023-01-27,2023Q1,CCU,QUINENCO,,6200.0,
2023-01-28,2023Q1,CCU,QUINENCO,,6200.0,
2023-01-29,2023Q1,CCU,QUINENCO,,6200.0,
2023-01-30,2023Q1,CCU,QUINENCO,,6105.2,
2023-01-31,2023Q1,CCU,QUINENCO,,6115.0,
2023-02-01,2023Q1,CCU,QUINENCO,,6230.0,
2023-02-02,2023Q1,CCU,QUINENCO,,6267.0,
2023-02-03,2023Q1,CCU,QUINENCO,,6244.0,
2023-02-04,2023Q1,CCU,QUINENCO,,6244.0,
2023-02-05,2023Q1,CCU,QUINENCO,,6244.0,
2023-02-06,2023Q1,CCU,QUINENCO,,6118.4,
2023-02-07,2023Q1,CCU,QUINENCO,,5999.0,
2023-02-08,2023Q1,CCU,QUINENCO,,6035.0,
2023-02-09,2023Q1,CCU,QUINENCO,,6000.0,
2023-02-10,2023Q1,CCU,QUINENCO,,6110.0,
2023-02-11,2023Q1,CCU,QUINENCO,,6110.0,
2023-02-12,2023Q1,CCU,QUINENCO,,6110.0,
2023-02-13,2023Q1,CCU,QUINENCO,,6085.0,
2023-02-14,2023Q1,CCU,QUINENCO,,6125.0,
2023-02-15,2023Q1,CCU,QUINENCO,,6300.0,
2023-02-16,2023Q1,CCU,QUINENCO,,6293.0,
2023-02-17,2023Q1,CCU,QUINENCO,,6228.0,
2023-02-18,2023Q1,CCU,QUINENCO,,6228.0,
2023-02-19,2023Q1,CCU,QUINENCO,,6228.0,
2023-02-20,2023Q1,CCU,QUINENCO,,6330.5,
2023-02-21,2023Q1,CCU,QUINENCO,,6305.0,
2023-02-22,2023Q1,CCU,QUINENCO,,6160.0,
2023-02-23,2023Q1,CCU,QUINENCO,,6346.0,
2023-02-24,2023Q1,CCU,QUINENCO,,6400.2,
2023-02-25,2023Q1,CCU,QUINENCO,,6400.2,
2023-02-26,2023Q1,CCU,QUINENCO,,6400.2,
2023-02-27,2023Q1,CCU,QUINENCO,,6489.0,
2023-02-28,2023Q1,CCU,QUINENCO,,6324.3,
2023-03-01,2023Q1,CCU,QUINENCO,,6269.0,
2023-03-02,2023Q1,CCU,QUINENCO,,6499.9,
2023-03-03,2023Q1,CCU,QUINENCO,,6500.0,
2023-03-04,2023Q1,CCU,QUINENCO,,6500.0,
2023-03-05,2023Q1,CCU,QUINENCO,,6500.0,
2023-03-06,2023Q1,CCU,QUINENCO,,6592.6,
2023-03-07,2023Q1,CCU,QUINENCO,,6569.0,
2023-03-08,2023Q1,CCU,QUINENCO,,6390.0,
2023-03-09,2023Q1,CCU,QUINENCO,,6475.0,
2023-03-10,2023Q1,CCU,QUINENCO,,6210.0,
2023-03-11,2023Q1,CCU,QUINENCO,,6210.0,
2023-03-12,2023Q1,CCU,QUINENCO,,6210.0,
2023-03-13,2023Q1,CCU,QUINENCO,,6249.9,
2023-03-14,2023Q1,CCU,QUINENCO,,6050.0,
2023-03-15,2023Q1,CCU,QUINENCO,,6059.0,
2023-03-16,2023Q1,CCU,QUINENCO,,5985.0,
2023-03-17,2023Q1,CCU,QUINENCO,,5950.0,
2023-03-18,2023Q1,CCU,QUINENCO,,5950.0,
2023-03-19,2023Q1,CCU,QUINENCO,,5950.0,
2023-03-20,2023Q1,CCU,QUINENCO,,6099.0,
2023-03-21,2023Q1,CCU,QUINENCO,,6065.0,
2023-03-22,2023Q1,CCU,QUINENCO,,5945.1,
2023-03-23,2023Q1,CCU,QUINENCO,,5946.0,
2023-03-24,2023Q1,CCU,QUINENCO,,6000.1,
2023-03-25,2023Q1,CCU,QUINENCO,,6000.1,
2023-03-26,2023Q1,CCU,QUINENCO,,6000.1,
2023-03-27,2023Q1,CCU,QUINENCO,,6080.0,
2023-03-28,2023Q1,CCU,QUINENCO,,6040.0,
2023-03-29,2023Q1,CCU,QUINENCO,,6040.0,
2023-03-30,2023Q1,CCU,QUINENCO,,6219.0,
2023-03-31,2023Q1,CCU,QUINENCO,,6120.0,
2023-04-01,2023Q2,CCU,QUINENCO,,6120.0,
2023-04-02,2023Q2,CCU,QUINENCO,,6120.0,
2023-04-03,2023Q2,CCU,QUINENCO,,6229.0,
2023-04-04,2023Q2,CCU,QUINENCO,,6005.0,
2023-04-05,2023Q2,CCU,QUINENCO,,6099.7,
2023-04-06,2023Q2,CCU,QUINENCO,,6171.0,
2023-04-07,2023Q2,CCU,QUINENCO,,6171.0,
2023-04-08,2023Q2,CCU,QUINENCO,,6171.0,
2023-04-09,2023Q2,CCU,QUINENCO,,6171.0,
2023-04-10,2023Q2,CCU,QUINENCO,,6099.0,
2023-04-11,2023Q2,CCU,QUINENCO,,6134.0,
2023-04-12,2023Q2,CCU,QUINENCO,,6130.0,
2023-04-13,2023Q2,CCU,QUINENCO,,6315.0,
2023-04-14,2023Q2,CCU,QUINENCO,,6300.1,
2023-04-15,2023Q2,CCU,QUINENCO,,6300.1,
2023-04-16,2023Q2,CCU,QUINENCO,,6300.1,
2023-04-17,2023Q2,CCU,QUINENCO,,6350.0,
2023-04-18,2023Q2,CCU,QUINENCO,,6214.0,
2023-04-19,2023Q2,CCU,QUINENCO,,6163.0,
2023-04-20,2023Q2,CCU,QUINENCO,,6083.9,
2023-04-21,2023Q2,CCU,QUINENCO,,6095.0,
2023-04-22,2023Q2,CCU,QUINENCO,,6095.0,
2023-04-23,2023Q2,CCU,QUINENCO,,6095.0,
2023-04-24,2023Q2,CCU,QUINENCO,,6200.0,
2023-04-25,2023Q2,CCU,QUINENCO,,6400.0,
2023-04-26,2023Q2,CCU,QUINENCO,,6440.0,
2023-04-27,2023Q2,CCU,QUINENCO,,6535.0,
2023-04-28,2023Q2,CCU,QUINENCO,,6590.0,
2023-04-29,2023Q2,CCU,QUINENCO,,6590.0,
2023-04-30,2023Q2,CCU,QUINENCO,,6590.0,
2023-05-01,2023Q2,CCU,QUINENCO,,6590.0,
2023-05-02,2023Q2,CCU,QUINENCO,,6500.0,
2023-05-03,2023Q2,CCU,QUINENCO,,6640.0,
2023-05-04,2023Q2,CCU,QUINENCO,,6666.0,
2023-05-05,2023Q2,CCU,QUINENCO,,6611.0,
2023-05-06,2023Q2,CCU,QUINENCO,,6611.0,
2023-05-07,2023Q2,CCU,QUINENCO,,6611.0,
2023-05-08,2023Q2,CCU,QUINENCO,,6750.0,
2023-05-09,2023Q2,CCU,QUINENCO,,6555.0,
2023-05-10,2023Q2,CCU,QUINENCO,,6699.0,
2023-05-11,2023Q2,CCU,QUINENCO,,6699.0,
2023-05-12,2023Q2,CCU,QUINENCO,,6650.1,
2023-05-13,2023Q2,CCU,QUINENCO,,6650.1,
2023-05-14,2023Q2,CCU,QUINENCO,,6650.1,
2023-05-15,2023Q2,CCU,QUINENCO,,6592.0,
2023-05-16,2023Q2,CCU,QUINENCO,,6628.0,
2023-05-17,2023Q2,CCU,QUINENCO,,6650.0,
2023-05-18,2023Q2,CCU,QUINENCO,,6567.0,
2023-05-19,2023Q2,CCU,QUINENCO,,6550.0,
2023-05-20,2023Q2,CCU,QUINENCO,,6550.0,
2023-05-21,2023Q2,CCU,QUINENCO,,6550.0,
2023-05-22,2023Q2,CCU,QUINENCO,,6614.0,
2023-05-23,2023Q2,CCU,QUINENCO,,6550.0,
2023-05-24,2023Q2,CCU,QUINENCO,,6489.0,
2023-05-25,2023Q2,CCU,QUINENCO,,6380.0,
2023-05-26,2023Q2,CCU,QUINENCO,,6252.0,
2023-05-27,2023Q2,CCU,QUINENCO,,6252.0,
2023-05-28,2023Q2,CCU,QUINENCO,,6252.0,
2023-05-29,2023Q2,CCU,QUINENCO,,6125.0,
2023-05-30,2023Q2,CCU,QUINENCO,,6100.0,
2023-05-31,2023Q2,CCU,QUINENCO,,5950.0,
2023-06-01,2023Q2,CCU,QUINENCO,,6250.0,
2023-06-02,2023Q2,CCU,QUINENCO,,6349.0,
2023-06-03,2023Q2,CCU,QUINENCO,,6349.0,
2023-06-04,2023Q2,CCU,QUINENCO,,6349.0,
2023-06-05,2023Q2,CCU,QUINENCO,,6299.0,
2023-06-06,2023Q2,CCU,QUINENCO,,6339.0,
2023-06-07,2023Q2,CCU,QUINENCO,,6260.0,
2023-06-08,2023Q2,CCU,QUINENCO,,6250.0,
2023-06-09,2023Q2,CCU,QUINENCO,,6297.0,
2023-06-10,2023Q2,CCU,QUINENCO,,6297.0,
2023-06-11,2023Q2,CCU,QUINENCO,,6297.0,
2023-06-12,2023Q2,CCU,QUINENCO,,6300.0,
2023-06-13,2023Q2,CCU,QUINENCO,,6289.0,
2023-06-14,2023Q2,CCU,QUINENCO,,6341.0,
2023-06-15,2023Q2,CCU,QUINENCO,,6333.9,
2023-06-16,2023Q2,CCU,QUINENCO,,6251.0,
2023-06-17,2023Q2,CCU,QUINENCO,,6251.0,
2023-06-18,2023Q2,CCU,QUINENCO,,6251.0,
2023-06-19,2023Q2,CCU,QUINENCO,,6364.1,
2023-06-20,2023Q2,CCU,QUINENCO,,6340.0,
2023-06-21,2023Q2,CCU,QUINENCO,,6340.0,
2023-06-22,2023Q2,CCU,QUINENCO,,6497.0,
2023-06-23,2023Q2,CCU,QUINENCO,,6485.0,
2023-06-24,2023Q2,CCU,QUINENCO,,6485.0,
2023-06-25,2023Q2,CCU,QUINENCO,,6485.0,
2023-06-26,2023Q2,CCU,QUINENCO,,6485.0,
2023-06-27,2023Q2,CCU,QUINENCO,,6305.0,
2023-06-28,2023Q2,CCU,QUINENCO,,6280.0,
2023-06-29,2023Q2,CCU,QUINENCO,,6318.0,
2023-06-30,2023Q2,CCU,QUINENCO,,6465.0,
2023-07-01,2023Q3,CCU,QUINENCO,,6465.0,
2023-07-02,2023Q3,CCU,QUINENCO,,6465.0,
2023-07-03,2023Q3,CCU,QUINENCO,,6589.0,
2023-07-04,2023Q3,CCU,QUINENCO,,6549.0,
2023-07-05,2023Q3,CCU,QUINENCO,,6561.0,
2023-07-06,2023Q3,CCU,QUINENCO,,6472.0,
2023-07-07,2023Q3,CCU,QUINENCO,,6670.0,
2023-07-08,2023Q3,CCU,QUINENCO,,6670.0,
2023-07-09,2023Q3,CCU,QUINENCO,,6670.0,
2023-07-10,2023Q3,CCU,QUINENCO,,6530.0,
2023-07-11,2023Q3,CCU,QUINENCO,,6630.0,
2023-07-12,2023Q3,CCU,QUINENCO,,6740.0,
2023-07-13,2023Q3,CCU,QUINENCO,,6906.0,
2023-07-14,2023Q3,CCU,QUINENCO,,6935.0,
2023-07-15,2023Q3,CCU,QUINENCO,,6935.0,
2023-07-16,2023Q3,CCU,QUINENCO,,6935.0,
2023-07-17,2023Q3,CCU,QUINENCO,,6989.4,
2023-07-18,2023Q3,CCU,QUINENCO,,7022.0,
2023-07-19,2023Q3,CCU,QUINENCO,,6898.0,
2023-07-20,2023Q3,CCU,QUINENCO,,6968.0,
2023-07-21,2023Q3,CCU,QUINENCO,,7029.3,
2023-07-22,2023Q3,CCU,QUINENCO,,7029.3,
2023-07-23,2023Q3,CCU,QUINENCO,,7029.3,
2023-07-24,2023Q3,CCU,QUINENCO,,7217.6,
2023-07-25,2023Q3,CCU,QUINENCO,,7345.0,
2023-07-26,2023Q3,CCU,QUINENCO,,7272.8,
2023-07-27,2023Q3,CCU,QUINENCO,,7170.8,
2023-07-28,2023Q3,CCU,QUINENCO,,6972.0,
2023-07-29,2023Q3,CCU,QUINENCO,,6972.0,
2023-07-30,2023Q3,CCU,QUINENCO,,6972.0,
2023-07-31,2023Q3,CCU,QUINENCO,,6956.0,
2023-08-01,2023Q3,CCU,QUINENCO,,7157.4,
2023-08-02,2023Q3,CCU,QUINENCO,,6930.0,
2023-08-03,2023Q3,CCU,QUINENCO,,6859.0,
2023-08-04,2023Q3,CCU,QUINENCO,,6814.0,
2023-08-05,2023Q3,CCU,QUINENCO,,6814.0,
2023-08-06,2023Q3,CCU,QUINENCO,,6814.0,
2023-08-07,2023Q3,CCU,QUINENCO,,6944.0,
2023-08-08,2023Q3,CCU,QUINENCO,,6860.0,
2023-08-09,2023Q3,CCU,QUINENCO,,6890.0,
2023-08-10,2023Q3,CCU,QUINENCO,,6781.4,
2023-08-11,2023Q3,CCU,QUINENCO,,6801.0,
2023-08-12,2023Q3,CCU,QUINENCO,,6801.0,
2023-08-13,2023Q3,CCU,QUINENCO,,6801.0,
2023-08-14,2023Q3,CCU,QUINENCO,,6630.0,
2023-08-15,2023Q3,CCU,QUINENCO,,6630.0,
2023-08-16,2023Q3,CCU,QUINENCO,,6708.7,
2023-08-17,2023Q3,CCU,QUINENCO,,6581.0,
2023-08-18,2023Q3,CCU,QUINENCO,,6644.0,
2023-08-19,2023Q3,CCU,QUINENCO,,6644.0,
2023-08-20,2023Q3,CCU,QUINENCO,,6644.0,
2023-08-21,2023Q3,CCU,QUINENCO,,6501.0,
2023-08-22,2023Q3,CCU,QUINENCO,,6600.0,
2023-08-23,2023Q3,CCU,QUINENCO,,6619.0,
2023-08-24,2023Q3,CCU,QUINENCO,,6320.1,
2023-08-25,2023Q3,CCU,QUINENCO,,6400.0,
2023-08-26,2023Q3,CCU,QUINENCO,,6400.0,
2023-08-27,2023Q3,CCU,QUINENCO,,6400.0,
2023-08-28,2023Q3,CCU,QUINENCO,,6325.0,
2023-08-29,2023Q3,CCU,QUINENCO,,6333.0,
2023-08-30,2023Q3,CCU,QUINENCO,,6387.6,
2023-08-31,2023Q3,CCU,QUINENCO,,6301.0,
2023-09-01,2023Q3,CCU,QUINENCO,,6184.1,
2023-09-02,2023Q3,CCU,QUINENCO,,6184.1,
2023-09-03,2023Q3,CCU,QUINENCO,,6184.1,
2023-09-04,2023Q3,CCU,QUINENCO,,6160.2,
2023-09-05,2023Q3,CCU,QUINENCO,,6001.0,
2023-09-06,2023Q3,CCU,QUINENCO,,6035.0,
2023-09-07,2023Q3,CCU,QUINENCO,,6100.0,
2023-09-08,2023Q3,CCU,QUINENCO,,6175.0,
2023-09-09,2023Q3,CCU,QUINENCO,,6175.0,
2023-09-10,2023Q3,CCU,QUINENCO,,6175.0,
2023-09-11,2023Q3,CCU,QUINENCO,,6090.0,
2023-09-12,2023Q3,CCU,QUINENCO,,6010.0,
2023-09-13,2023Q3,CCU,QUINENCO,,6049.0,
2023-09-14,2023Q3,CCU,QUINENCO,,6064.6,
2023-09-15,2023Q3,CCU,QUINENCO,,6050.0,
2023-09-16,2023Q3,CCU,QUINENCO,,6050.0,
2023-09-17,2023Q3,CCU,QUINENCO,,6050.0,
2023-09-18,2023Q3,CCU,QUINENCO,,6050.0,
2023-09-19,2023Q3,CCU,QUINENCO,,6050.0,
2023-09-20,2023Q3,CCU,QUINENCO,,5900.0,
2023-09-21,2023Q3,CCU,QUINENCO,,5800.0,
2023-09-22,2023Q3,CCU,QUINENCO,,5852.0,
2023-09-23,2023Q3,CCU,QUINENCO,,5852.0,
2023-09-24,2023Q3,CCU,QUINENCO,,5852.0,
2023-09-25,2023Q3,CCU,QUINENCO,,5710.0,
2023-09-26,2023Q3,CCU,QUINENCO,,5605.0,
2023-09-27,2023Q3,CCU,QUINENCO,,5690.0,
2023-09-28,2023Q3,CCU,QUINENCO,,5655.8,
2023-09-29,2023Q3,CCU,QUINENCO,,5647.8,
2023-09-30,2023Q3,CCU,QUINENCO,,5647.8,
2023-10-01,2023Q4,CCU,QUINENCO,,5647.8,
2023-10-02,2023Q4,CCU,QUINENCO,,5550.0,
2023-10-03,2023Q4,CCU,QUINENCO,,5414.0,
2023-10-04,2023Q4,CCU,QUINENCO,,5445.5,
2023-10-05,2023Q4,CCU,QUINENCO,,5350.0,
2023-10-06,2023Q4,CCU,QUINENCO,,5525.0,
2023-10-07,2023Q4,CCU,QUINENCO,,5525.0,
2023-10-08,2023Q4,CCU,QUINENCO,,5525.0,
2023-10-09,2023Q4,CCU,QUINENCO,,5525.0,
2023-10-10,2023Q4,CCU,QUINENCO,,5633.0,
2023-10-11,2023Q4,CCU,QUINENCO,,5566.0,
2023-10-12,2023Q4,CCU,QUINENCO,,5498.0,
2023-10-13,2023Q4,CCU,QUINENCO,,5429.2,
2023-10-14,2023Q4,CCU,QUINENCO,,5429.2,
2023-10-15,2023Q4,CCU,QUINENCO,,5429.2,
2023-10-16,2023Q4,CCU,QUINENCO,,5420.0,
2023-10-17,2023Q4,CCU,QUINENCO,,5496.3,
2023-10-18,2023Q4,CCU,QUINENCO,,5402.9,
2023-10-19,2023Q4,CCU,QUINENCO,,5315.0,
2023-10-20,2023Q4,CCU,QUINENCO,,5174.4,
2023-10-21,2023Q4,CCU,QUINENCO,,5174.4,
2023-10-22,2023Q4,CCU,QUINENCO,,5174.4,
2023-10-23,2023Q4,CCU,QUINENCO,,5065.0,
2023-10-24,2023Q4,CCU,QUINENCO,,5155.1,
2023-10-25,2023Q4,CCU,QUINENCO,,5170.0,
2023-10-26,2023Q4,CCU,QUINENCO,,5350.0,
2023-10-27,2023Q4,CCU,QUINENCO,,5350.0,
2023-10-28,2023Q4,CCU,QUINENCO,,5350.0,
2023-10-29,2023Q4,CCU,QUINENCO,,5350.0,
2023-10-30,2023Q4,CCU,QUINENCO,,5125.0,
2023-10-31,2023Q4,CCU,QUINENCO,,5088.0,
2023-11-01,2023Q4,CCU,QUINENCO,,5088.0,
2023-11-02,2023Q4,CCU,QUINENCO,,5100.1,
2023-11-03,2023Q4,CCU,QUINENCO,,5223.0,
2023-11-04,2023Q4,CCU,QUINENCO,,5223.0,
2023-11-05,2023Q4,CCU,QUINENCO,,5223.0,
2023-11-06,2023Q4,CCU,QUINENCO,,5190.0,
2023-11-07,2023Q4,CCU,QUINENCO,,5494.0,
2023-11-08,2023Q4,CCU,QUINENCO,,5499.0,
2023-11-09,2023Q4,CCU,QUINENCO,,5470.0,
2023-11-10,2023Q4,CCU,QUINENCO,,5392.6,
2023-11-11,2023Q4,CCU,QUINENCO,,5392.6,
2023-11-12,2023Q4,CCU,QUINENCO,,5392.6,
2023-11-13,2023Q4,CCU,QUINENCO,,5390.0,
2023-11-14,2023Q4,CCU,QUINENCO,,5398.0,
2023-11-15,2023Q4,CCU,QUINENCO,,5201.0,
2023-11-16,2023Q4,CCU,QUINENCO,,5130.0,
2023-11-17,2023Q4,CCU,QUINENCO,,5150.0,
2023-11-18,2023Q4,CCU,QUINENCO,,5150.0,
2023-11-19,2023Q4,CCU,QUINENCO,,5150.0,
2023-11-20,2023Q4,CCU,QUINENCO,,5276.0,
2023-11-21,2023Q4,CCU,QUINENCO,,5325.0,
2023-11-22,2023Q4,CCU,QUINENCO,,5375.0,
2023-11-23,2023Q4,CCU,QUINENCO,,5360.0,
2023-11-24,2023Q4,CCU,QUINENCO,,5271.2,
2023-11-25,2023Q4,CCU,QUINENCO,,5271.2,
2023-11-26,2023Q4,CCU,QUINENCO,,5271.2,
2023-11-27,2023Q4,CCU,QUINENCO,,5205.0,
2023-11-28,2023Q4,CCU,QUINENCO,,5260.1,
2023-11-29,2023Q4,CCU,QUINENCO,,5329.0,
2023-11-30,2023Q4,CCU,QUINENCO,,5340.0,
2023-12-01,2023Q4,CCU,QUINENCO,,5580.0,
2023-12-02,2023Q4,CCU,QUINENCO,,5580.0,
2023-12-03,2023Q4,CCU,QUINENCO,,5580.0,
2023-12-04,2023Q4,CCU,QUINENCO,,5600.0,
2023-12-05,2023Q4,CCU,QUINENCO,,5695.0,
2023-12-06,2023Q4,CCU,QUINENCO,,5645.0,
2023-12-07,2023Q4,CCU,QUINENCO,,5689.9,
2023-12-08,2023Q4,CCU,QUINENCO,,5689.9,
2023-12-09,2023Q4,CCU,QUINENCO,,5689.9,
2023-12-10,2023Q4,CCU,QUINENCO,,5689.9,
2023-12-11,2023Q4,CCU,QUINENCO,,5677.9,
2023-12-12,2023Q4,CCU,QUINENCO,,5700.0,
2023-12-13,2023Q4,CCU,QUINENCO,,5778.0,
2023-12-14,2023Q4,CCU,QUINENCO,,5831.0,
2023-12-15,2023Q4,CCU,QUINENCO,,5703.0,
2023-12-16,2023Q4,CCU,QUINENCO,,5703.0,
2023-12-17,2023Q4,CCU,QUINENCO,,5703.0,
2023-12-18,2023Q4,CCU,QUINENCO,,5685.0,
2023-12-19,2023Q4,CCU,QUINENCO,,5745.0,
2023-12-20,2023Q4,CCU,QUINENCO,,5664.0,
2023-12-21,2023Q4,CCU,QUINENCO,,5625.0,
2023-12-22,2023Q4,CCU,QUINENCO,,5696.5,
2023-12-23,2023Q4,CCU,QUINENCO,,5696.5,
2023-12-24,2023Q4,CCU,QUINENCO,,5696.5,
2023-12-25,2023Q4,CCU,QUINENCO,,5696.5,
2023-12-26,2023Q4,CCU,QUINENCO,,5681.0,
2023-12-27,2023Q4,CCU,QUINENCO,,5630.0,
2023-12-28,2023Q4,CCU,QUINENCO,,5675.0,
2023-12-29,2023Q4,CCU,QUINENCO,,5610.0,
2023-12-30,2023Q4,CCU,QUINENCO,,5610.0,
2023-12-31,2023Q4,CCU,QUINENCO,,5610.0,
2024-01-01,2024Q1,CCU,QUINENCO,,5610.0,
2024-01-02,2024Q1,CCU,QUINENCO,,5671.0,
2024-01-03,2024Q1,CCU,QUINENCO,,5693.0,
2024-01-04,2024Q1,CCU,QUINENCO,,5698.0,
2024-01-05,2024Q1,CCU,QUINENCO,,5671.9,
2024-01-06,2024Q1,CCU,QUINENCO,,5671.9,
2024-01-07,2024Q1,CCU,QUINENCO,,5671.9,
2024-01-08,2024Q1,CCU,QUINENCO,,5651.0,
2024-01-09,2024Q1,CCU,QUINENCO,,5718.0,
2024-01-10,2024Q1,CCU,QUINENCO,,5675.2,
2024-01-11,2024Q1,CCU,QUINENCO,,5674.8,
2024-01-12,2024Q1,CCU,QUINENCO,,5698.9,
2024-01-13,2024Q1,CCU,QUINENCO,,5698.9,
2024-01-14,2024Q1,CCU,QUINENCO,,5698.9,
2024-01-15,2024Q1,CCU,QUINENCO,,5651.4,
2024-01-16,2024Q1,CCU,QUINENCO,,5664.9,
2024-01-17,2024Q1,CCU,QUINENCO,,5485.0,
2024-01-18,2024Q1,CCU,QUINENCO,,5500.0,
2024-01-19,2024Q1,CCU,QUINENCO,,5456.0,
2024-01-20,2024Q1,CCU,QUINENCO,,5456.0,
2024-01-21,2024Q1,CCU,QUINENCO,,5456.0,
2024-01-22,2024Q1,CCU,QUINENCO,,5440.0,
2024-01-23,2024Q1,CCU,QUINENCO,,5560.0,
2024-01-24,2024Q1,CCU,QUINENCO,,5623.8,
2024-01-25,2024Q1,CCU,QUINENCO,,5461.0,
2024-01-26,2024Q1,CCU,QUINENCO,,5502.0,
2024-01-27,2024Q1,CCU,QUINENCO,,5502.0,
2024-01-28,2024Q1,CCU,QUINENCO,,5502.0,
2024-01-29,2024Q1,CCU,QUINENCO,,5502.0,
2024-01-30,2024Q1,CCU,QUINENCO,,5545.0,
2024-01-31,2024Q1,CCU,QUINENCO,,5639.8,
2024-02-01,2024Q1,CCU,QUINENCO,,5734.0,
2024-02-02,2024Q1,CCU,QUINENCO,,5713.3,
2024-02-03,2024Q1,CCU,QUINENCO,,5713.3,
2024-02-04,2024Q1,CCU,QUINENCO,,5713.3,
2024-02-05,2024Q1,CCU,QUINENCO,,5650.0,
2024-02-06,2024Q1,CCU,QUINENCO,,5690.0,
2024-02-07,2024Q1,CCU,QUINENCO,,5749.3,
