Date,Date_quarter,ID,Holding,pct_holding,Price,eqy_shares_total
2017-01-03,2017Q1,AGUAS-A,IAM,0.501,349.89,6140.335714
2017-01-04,2017Q1,AGUAS-A,IAM,0.501,355.46,6140.335714
2017-01-05,2017Q1,AGUAS-A,IAM,0.501,374.64,6140.335714
2017-01-06,2017Q1,AGUAS-A,IAM,0.501,372.48,6140.335714
2017-01-07,2017Q1,AGUAS-A,IAM,0.501,372.48,6140.335714
2017-01-08,2017Q1,AGUAS-A,IAM,0.501,372.48,6140.335714
2017-01-09,2017Q1,AGUAS-A,IAM,0.501,369.15,6140.335714
2017-01-10,2017Q1,AGUAS-A,IAM,0.501,365.87,6140.335714
2017-01-11,2017Q1,AGUAS-A,IAM,0.501,367.62,6140.335714
2017-01-12,2017Q1,AGUAS-A,IAM,0.501,375.61,6140.335714
2017-01-13,2017Q1,AGUAS-A,IAM,0.501,364.72,6140.335714
2017-01-14,2017Q1,AGUAS-A,IAM,0.501,364.72,6140.335714
2017-01-15,2017Q1,AGUAS-A,IAM,0.501,364.72,6140.335714
2017-01-16,2017Q1,AGUAS-A,IAM,0.501,362.02,6140.335714
2017-01-17,2017Q1,AGUAS-A,IAM,0.501,361.11,6140.335714
2017-01-18,2017Q1,AGUAS-A,IAM,0.501,361.89,6140.335714
2017-01-19,2017Q1,AGUAS-A,IAM,0.501,360.8,6140.335714
2017-01-20,2017Q1,AGUAS-A,IAM,0.501,356.91,6140.335714
2017-01-21,2017Q1,AGUAS-A,IAM,0.501,356.91,6140.335714
2017-01-22,2017Q1,AGUAS-A,IAM,0.501,356.91,6140.335714
2017-01-23,2017Q1,AGUAS-A,IAM,0.501,351.86,6140.335714
2017-01-24,2017Q1,AGUAS-A,IAM,0.501,353.1,6140.335714
2017-01-25,2017Q1,AGUAS-A,IAM,0.501,357.82,6140.335714
2017-01-26,2017Q1,AGUAS-A,IAM,0.501,360.6,6140.335714
2017-01-27,2017Q1,AGUAS-A,IAM,0.501,356.1,6140.335714
2017-01-28,2017Q1,AGUAS-A,IAM,0.501,356.1,6140.335714
2017-01-29,2017Q1,AGUAS-A,IAM,0.501,356.1,6140.335714
2017-01-30,2017Q1,AGUAS-A,IAM,0.501,356.21,6140.335714
2017-01-31,2017Q1,AGUAS-A,IAM,0.501,351.93,6140.335714
2017-02-01,2017Q1,AGUAS-A,IAM,0.501,351.63,6140.335714
2017-02-02,2017Q1,AGUAS-A,IAM,0.501,350.15,6140.335714
2017-02-03,2017Q1,AGUAS-A,IAM,0.501,354.37,6140.335714
2017-02-04,2017Q1,AGUAS-A,IAM,0.501,354.37,6140.335714
2017-02-05,2017Q1,AGUAS-A,IAM,0.501,354.37,6140.335714
2017-02-06,2017Q1,AGUAS-A,IAM,0.501,348.39,6140.335714
2017-02-07,2017Q1,AGUAS-A,IAM,0.501,345.24,6140.335714
2017-02-08,2017Q1,AGUAS-A,IAM,0.501,342.39,6140.335714
2017-02-09,2017Q1,AGUAS-A,IAM,0.501,343.82,6140.335714
2017-02-10,2017Q1,AGUAS-A,IAM,0.501,349.91,6140.335714
2017-02-11,2017Q1,AGUAS-A,IAM,0.501,349.91,6140.335714
2017-02-12,2017Q1,AGUAS-A,IAM,0.501,349.91,6140.335714
2017-02-13,2017Q1,AGUAS-A,IAM,0.501,349.28,6140.335714
2017-02-14,2017Q1,AGUAS-A,IAM,0.501,347.91,6140.335714
2017-02-15,2017Q1,AGUAS-A,IAM,0.501,347.56,6140.335714
2017-02-16,2017Q1,AGUAS-A,IAM,0.501,348.97,6140.335714
2017-02-17,2017Q1,AGUAS-A,IAM,0.501,347.68,6140.335714
2017-02-18,2017Q1,AGUAS-A,IAM,0.501,347.68,6140.335714
2017-02-19,2017Q1,AGUAS-A,IAM,0.501,347.68,6140.335714
2017-02-20,2017Q1,AGUAS-A,IAM,0.501,349.01,6140.335714
2017-02-21,2017Q1,AGUAS-A,IAM,0.501,347.68,6140.335714
2017-02-22,2017Q1,AGUAS-A,IAM,0.501,345.96,6140.335714
2017-02-23,2017Q1,AGUAS-A,IAM,0.501,346.01,6140.335714
2017-02-24,2017Q1,AGUAS-A,IAM,0.501,342.29,6140.335714
2017-02-25,2017Q1,AGUAS-A,IAM,0.501,342.29,6140.335714
2017-02-26,2017Q1,AGUAS-A,IAM,0.501,342.29,6140.335714
2017-02-27,2017Q1,AGUAS-A,IAM,0.501,344.65,6140.335714
2017-02-28,2017Q1,AGUAS-A,IAM,0.501,350.16,6140.335714
2017-03-01,2017Q1,AGUAS-A,IAM,0.501,355.96,6140.335714
2017-03-02,2017Q1,AGUAS-A,IAM,0.501,357.89,6140.335714
2017-03-03,2017Q1,AGUAS-A,IAM,0.501,360.75,6140.335714
2017-03-04,2017Q1,AGUAS-A,IAM,0.501,360.75,6140.335714
2017-03-05,2017Q1,AGUAS-A,IAM,0.501,360.75,6140.335714
2017-03-06,2017Q1,AGUAS-A,IAM,0.501,359.96,6140.335714
2017-03-07,2017Q1,AGUAS-A,IAM,0.501,361.66,6140.335714
2017-03-08,2017Q1,AGUAS-A,IAM,0.501,357.13,6140.335714
2017-03-09,2017Q1,AGUAS-A,IAM,0.501,359.64,6140.335714
2017-03-10,2017Q1,AGUAS-A,IAM,0.501,357.3,6140.335714
2017-03-11,2017Q1,AGUAS-A,IAM,0.501,357.3,6140.335714
2017-03-12,2017Q1,AGUAS-A,IAM,0.501,357.3,6140.335714
2017-03-13,2017Q1,AGUAS-A,IAM,0.501,359.25,6140.335714
2017-03-14,2017Q1,AGUAS-A,IAM,0.501,363.92,6140.335714
2017-03-15,2017Q1,AGUAS-A,IAM,0.501,365.13,6140.335714
2017-03-16,2017Q1,AGUAS-A,IAM,0.501,369.98,6140.335714
2017-03-17,2017Q1,AGUAS-A,IAM,0.501,378.32,6140.335714
2017-03-18,2017Q1,AGUAS-A,IAM,0.501,378.32,6140.335714
2017-03-19,2017Q1,AGUAS-A,IAM,0.501,378.32,6140.335714
2017-03-20,2017Q1,AGUAS-A,IAM,0.501,378.86,6140.335714
2017-03-21,2017Q1,AGUAS-A,IAM,0.501,379.3,6140.335714
2017-03-22,2017Q1,AGUAS-A,IAM,0.501,384.01,6140.335714
2017-03-23,2017Q1,AGUAS-A,IAM,0.501,389.65,6140.335714
2017-03-24,2017Q1,AGUAS-A,IAM,0.501,384.49,6140.335714
2017-03-25,2017Q1,AGUAS-A,IAM,0.501,384.49,6140.335714
2017-03-26,2017Q1,AGUAS-A,IAM,0.501,384.49,6140.335714
2017-03-27,2017Q1,AGUAS-A,IAM,0.501,384.51,6140.335714
2017-03-28,2017Q1,AGUAS-A,IAM,0.501,390.06,6140.335714
2017-03-29,2017Q1,AGUAS-A,IAM,0.501,386.58,6140.335714
2017-03-30,2017Q1,AGUAS-A,IAM,0.501,389.51,6140.335714
2017-03-31,2017Q1,AGUAS-A,IAM,0.501,384.71,6140.335714
2017-04-01,2017Q2,AGUAS-A,IAM,0.501,384.71,6140.335714
2017-04-02,2017Q2,AGUAS-A,IAM,0.501,384.71,6140.335714
2017-04-03,2017Q2,AGUAS-A,IAM,0.501,387.14,6140.335714
2017-04-04,2017Q2,AGUAS-A,IAM,0.501,388.35,6140.335714
2017-04-05,2017Q2,AGUAS-A,IAM,0.501,386.61,6140.335714
2017-04-06,2017Q2,AGUAS-A,IAM,0.501,383.99,6140.335714
2017-04-07,2017Q2,AGUAS-A,IAM,0.501,381.36,6140.335714
2017-04-08,2017Q2,AGUAS-A,IAM,0.501,381.36,6140.335714
2017-04-09,2017Q2,AGUAS-A,IAM,0.501,381.36,6140.335714
2017-04-10,2017Q2,AGUAS-A,IAM,0.501,379.96,6140.335714
2017-04-11,2017Q2,AGUAS-A,IAM,0.501,376.47,6140.335714
2017-04-12,2017Q2,AGUAS-A,IAM,0.501,374.54,6140.335714
2017-04-13,2017Q2,AGUAS-A,IAM,0.501,378.37,6140.335714
2017-04-14,2017Q2,AGUAS-A,IAM,0.501,378.37,6140.335714
2017-04-15,2017Q2,AGUAS-A,IAM,0.501,378.37,6140.335714
2017-04-16,2017Q2,AGUAS-A,IAM,0.501,378.37,6140.335714
2017-04-17,2017Q2,AGUAS-A,IAM,0.501,379.67,6140.335714
2017-04-18,2017Q2,AGUAS-A,IAM,0.501,378.73,6140.335714
2017-04-19,2017Q2,AGUAS-A,IAM,0.501,378.73,6140.335714
2017-04-20,2017Q2,AGUAS-A,IAM,0.501,372.27,6140.335714
2017-04-21,2017Q2,AGUAS-A,IAM,0.501,376.1,6140.335714
2017-04-22,2017Q2,AGUAS-A,IAM,0.501,376.1,6140.335714
2017-04-23,2017Q2,AGUAS-A,IAM,0.501,376.1,6140.335714
2017-04-24,2017Q2,AGUAS-A,IAM,0.501,376.1,6140.335714
2017-04-25,2017Q2,AGUAS-A,IAM,0.501,375.77,6140.335714
2017-04-26,2017Q2,AGUAS-A,IAM,0.501,376.85,6140.335714
2017-04-27,2017Q2,AGUAS-A,IAM,0.501,375.9,6140.335714
2017-04-28,2017Q2,AGUAS-A,IAM,0.501,377.34,6140.335714
2017-04-29,2017Q2,AGUAS-A,IAM,0.501,377.34,6140.335714
2017-04-30,2017Q2,AGUAS-A,IAM,0.501,377.34,6140.335714
2017-05-01,2017Q2,AGUAS-A,IAM,0.501,377.34,6140.335714
2017-05-02,2017Q2,AGUAS-A,IAM,0.501,379.23,6140.335714
2017-05-03,2017Q2,AGUAS-A,IAM,0.501,383.15,6140.335714
2017-05-04,2017Q2,AGUAS-A,IAM,0.501,382.78,6140.335714
2017-05-05,2017Q2,AGUAS-A,IAM,0.501,384.22,6140.335714
2017-05-06,2017Q2,AGUAS-A,IAM,0.501,384.22,6140.335714
2017-05-07,2017Q2,AGUAS-A,IAM,0.501,384.22,6140.335714
2017-05-08,2017Q2,AGUAS-A,IAM,0.501,385.34,6140.335714
2017-05-09,2017Q2,AGUAS-A,IAM,0.501,383.05,6140.335714
2017-05-10,2017Q2,AGUAS-A,IAM,0.501,387.72,6140.335714
2017-05-11,2017Q2,AGUAS-A,IAM,0.501,386.2,6140.335714
2017-05-12,2017Q2,AGUAS-A,IAM,0.501,392.48,6140.335714
2017-05-13,2017Q2,AGUAS-A,IAM,0.501,392.48,6140.335714
2017-05-14,2017Q2,AGUAS-A,IAM,0.501,392.48,6140.335714
2017-05-15,2017Q2,AGUAS-A,IAM,0.501,391.72,6140.335714
2017-05-16,2017Q2,AGUAS-A,IAM,0.501,391.84,6140.335714
2017-05-17,2017Q2,AGUAS-A,IAM,0.501,372.5,6140.335714
2017-05-18,2017Q2,AGUAS-A,IAM,0.501,368.47,6140.335714
2017-05-19,2017Q2,AGUAS-A,IAM,0.501,373.16,6140.335714
2017-05-20,2017Q2,AGUAS-A,IAM,0.501,373.16,6140.335714
2017-05-21,2017Q2,AGUAS-A,IAM,0.501,373.16,6140.335714
2017-05-22,2017Q2,AGUAS-A,IAM,0.501,375.75,6140.335714
2017-05-23,2017Q2,AGUAS-A,IAM,0.501,379.88,6140.335714
2017-05-24,2017Q2,AGUAS-A,IAM,0.501,378.98,6140.335714
2017-05-25,2017Q2,AGUAS-A,IAM,0.501,375.03,6140.335714
2017-05-26,2017Q2,AGUAS-A,IAM,0.501,375.54,6140.335714
2017-05-27,2017Q2,AGUAS-A,IAM,0.501,375.54,6140.335714
2017-05-28,2017Q2,AGUAS-A,IAM,0.501,375.54,6140.335714
2017-05-29,2017Q2,AGUAS-A,IAM,0.501,373.12,6140.335714
2017-05-30,2017Q2,AGUAS-A,IAM,0.501,374.12,6140.335714
2017-05-31,2017Q2,AGUAS-A,IAM,0.501,373.57,6140.335714
2017-06-01,2017Q2,AGUAS-A,IAM,0.501,376.44,6140.335714
2017-06-02,2017Q2,AGUAS-A,IAM,0.501,374.31,6140.335714
2017-06-03,2017Q2,AGUAS-A,IAM,0.501,374.31,6140.335714
2017-06-04,2017Q2,AGUAS-A,IAM,0.501,374.31,6140.335714
2017-06-05,2017Q2,AGUAS-A,IAM,0.501,374.26,6140.335714
2017-06-06,2017Q2,AGUAS-A,IAM,0.501,374.93,6140.335714
2017-06-07,2017Q2,AGUAS-A,IAM,0.501,375.49,6140.335714
2017-06-08,2017Q2,AGUAS-A,IAM,0.501,378.31,6140.335714
2017-06-09,2017Q2,AGUAS-A,IAM,0.501,376.77,6140.335714
2017-06-10,2017Q2,AGUAS-A,IAM,0.501,376.77,6140.335714
2017-06-11,2017Q2,AGUAS-A,IAM,0.501,376.77,6140.335714
2017-06-12,2017Q2,AGUAS-A,IAM,0.501,376.32,6140.335714
2017-06-13,2017Q2,AGUAS-A,IAM,0.501,376.99,6140.335714
2017-06-14,2017Q2,AGUAS-A,IAM,0.501,379.79,6140.335714
2017-06-15,2017Q2,AGUAS-A,IAM,0.501,378.48,6140.335714
2017-06-16,2017Q2,AGUAS-A,IAM,0.501,389.92,6140.335714
2017-06-17,2017Q2,AGUAS-A,IAM,0.501,389.92,6140.335714
2017-06-18,2017Q2,AGUAS-A,IAM,0.501,389.92,6140.335714
2017-06-19,2017Q2,AGUAS-A,IAM,0.501,382.63,6140.335714
2017-06-20,2017Q2,AGUAS-A,IAM,0.501,384.22,6140.335714
2017-06-21,2017Q2,AGUAS-A,IAM,0.501,379.13,6140.335714
2017-06-22,2017Q2,AGUAS-A,IAM,0.501,382.6,6140.335714
2017-06-23,2017Q2,AGUAS-A,IAM,0.501,381.49,6140.335714
2017-06-24,2017Q2,AGUAS-A,IAM,0.501,381.49,6140.335714
2017-06-25,2017Q2,AGUAS-A,IAM,0.501,381.49,6140.335714
2017-06-26,2017Q2,AGUAS-A,IAM,0.501,381.49,6140.335714
2017-06-27,2017Q2,AGUAS-A,IAM,0.501,385.55,6140.335714
2017-06-28,2017Q2,AGUAS-A,IAM,0.501,384.53,6140.335714
2017-06-29,2017Q2,AGUAS-A,IAM,0.501,386.17,6140.335714
2017-06-30,2017Q2,AGUAS-A,IAM,0.501,388.94,6140.335714
2017-07-01,2017Q3,AGUAS-A,IAM,0.501,388.94,6140.335714
2017-07-02,2017Q3,AGUAS-A,IAM,0.501,388.94,6140.335714
2017-07-03,2017Q3,AGUAS-A,IAM,0.501,387.57,6140.335714
2017-07-04,2017Q3,AGUAS-A,IAM,0.501,388.78,6140.335714
2017-07-05,2017Q3,AGUAS-A,IAM,0.501,388.75,6140.335714
2017-07-06,2017Q3,AGUAS-A,IAM,0.501,388.91,6140.335714
2017-07-07,2017Q3,AGUAS-A,IAM,0.501,387.28,6140.335714
2017-07-08,2017Q3,AGUAS-A,IAM,0.501,387.28,6140.335714
2017-07-09,2017Q3,AGUAS-A,IAM,0.501,387.28,6140.335714
2017-07-10,2017Q3,AGUAS-A,IAM,0.501,393.52,6140.335714
2017-07-11,2017Q3,AGUAS-A,IAM,0.501,394.86,6140.335714
2017-07-12,2017Q3,AGUAS-A,IAM,0.501,403.78,6140.335714
2017-07-13,2017Q3,AGUAS-A,IAM,0.501,406.77,6140.335714
2017-07-14,2017Q3,AGUAS-A,IAM,0.501,405.37,6140.335714
2017-07-15,2017Q3,AGUAS-A,IAM,0.501,405.37,6140.335714
2017-07-16,2017Q3,AGUAS-A,IAM,0.501,405.37,6140.335714
2017-07-17,2017Q3,AGUAS-A,IAM,0.501,405.3,6140.335714
2017-07-18,2017Q3,AGUAS-A,IAM,0.501,405.53,6140.335714
2017-07-19,2017Q3,AGUAS-A,IAM,0.501,405.68,6140.335714
2017-07-20,2017Q3,AGUAS-A,IAM,0.501,407.24,6140.335714
2017-07-21,2017Q3,AGUAS-A,IAM,0.501,406.26,6140.335714
2017-07-22,2017Q3,AGUAS-A,IAM,0.501,406.26,6140.335714
2017-07-23,2017Q3,AGUAS-A,IAM,0.501,406.26,6140.335714
2017-07-24,2017Q3,AGUAS-A,IAM,0.501,408.22,6140.335714
2017-07-25,2017Q3,AGUAS-A,IAM,0.501,405.41,6140.335714
2017-07-26,2017Q3,AGUAS-A,IAM,0.501,405.86,6140.335714
2017-07-27,2017Q3,AGUAS-A,IAM,0.501,408.77,6140.335714
2017-07-28,2017Q3,AGUAS-A,IAM,0.501,407.47,6140.335714
2017-07-29,2017Q3,AGUAS-A,IAM,0.501,407.47,6140.335714
2017-07-30,2017Q3,AGUAS-A,IAM,0.501,407.47,6140.335714
2017-07-31,2017Q3,AGUAS-A,IAM,0.501,409.28,6140.335714
2017-08-01,2017Q3,AGUAS-A,IAM,0.501,408.18,6140.335714
2017-08-02,2017Q3,AGUAS-A,IAM,0.501,412.58,6140.335714
2017-08-03,2017Q3,AGUAS-A,IAM,0.501,415.94,6140.335714
2017-08-04,2017Q3,AGUAS-A,IAM,0.501,413.46,6140.335714
2017-08-05,2017Q3,AGUAS-A,IAM,0.501,413.46,6140.335714
2017-08-06,2017Q3,AGUAS-A,IAM,0.501,413.46,6140.335714
2017-08-07,2017Q3,AGUAS-A,IAM,0.501,407.49,6140.335714
2017-08-08,2017Q3,AGUAS-A,IAM,0.501,407.84,6140.335714
2017-08-09,2017Q3,AGUAS-A,IAM,0.501,409.18,6140.335714
2017-08-10,2017Q3,AGUAS-A,IAM,0.501,408.09,6140.335714
2017-08-11,2017Q3,AGUAS-A,IAM,0.501,398.46,6140.335714
2017-08-12,2017Q3,AGUAS-A,IAM,0.501,398.46,6140.335714
2017-08-13,2017Q3,AGUAS-A,IAM,0.501,398.46,6140.335714
2017-08-14,2017Q3,AGUAS-A,IAM,0.501,395.74,6140.335714
2017-08-15,2017Q3,AGUAS-A,IAM,0.501,395.74,6140.335714
2017-08-16,2017Q3,AGUAS-A,IAM,0.501,398.86,6140.335714
2017-08-17,2017Q3,AGUAS-A,IAM,0.501,400.68,6140.335714
2017-08-18,2017Q3,AGUAS-A,IAM,0.501,403.65,6140.335714
2017-08-19,2017Q3,AGUAS-A,IAM,0.501,403.65,6140.335714
2017-08-20,2017Q3,AGUAS-A,IAM,0.501,403.65,6140.335714
2017-08-21,2017Q3,AGUAS-A,IAM,0.501,403.61,6140.335714
2017-08-22,2017Q3,AGUAS-A,IAM,0.501,407.28,6140.335714
2017-08-23,2017Q3,AGUAS-A,IAM,0.501,414.4,6140.335714
2017-08-24,2017Q3,AGUAS-A,IAM,0.501,413.74,6140.335714
2017-08-25,2017Q3,AGUAS-A,IAM,0.501,410.54,6140.335714
2017-08-26,2017Q3,AGUAS-A,IAM,0.501,410.54,6140.335714
2017-08-27,2017Q3,AGUAS-A,IAM,0.501,410.54,6140.335714
2017-08-28,2017Q3,AGUAS-A,IAM,0.501,407.77,6140.335714
2017-08-29,2017Q3,AGUAS-A,IAM,0.501,408.27,6140.335714
2017-08-30,2017Q3,AGUAS-A,IAM,0.501,404.57,6140.335714
2017-08-31,2017Q3,AGUAS-A,IAM,0.501,401.38,6140.335714
2017-09-01,2017Q3,AGUAS-A,IAM,0.501,406.74,6140.335714
2017-09-02,2017Q3,AGUAS-A,IAM,0.501,406.74,6140.335714
2017-09-03,2017Q3,AGUAS-A,IAM,0.501,406.74,6140.335714
2017-09-04,2017Q3,AGUAS-A,IAM,0.501,408.8,6140.335714
2017-09-05,2017Q3,AGUAS-A,IAM,0.501,413.39,6140.335714
2017-09-06,2017Q3,AGUAS-A,IAM,0.501,404.87,6140.335714
2017-09-07,2017Q3,AGUAS-A,IAM,0.501,404.2,6140.335714
2017-09-08,2017Q3,AGUAS-A,IAM,0.501,404.48,6140.335714
2017-09-09,2017Q3,AGUAS-A,IAM,0.501,404.48,6140.335714
2017-09-10,2017Q3,AGUAS-A,IAM,0.501,404.48,6140.335714
2017-09-11,2017Q3,AGUAS-A,IAM,0.501,405.65,6140.335714
2017-09-12,2017Q3,AGUAS-A,IAM,0.501,404.81,6140.335714
2017-09-13,2017Q3,AGUAS-A,IAM,0.501,402.48,6140.335714
2017-09-14,2017Q3,AGUAS-A,IAM,0.501,398.36,6140.335714
2017-09-15,2017Q3,AGUAS-A,IAM,0.501,397.98,6140.335714
2017-09-16,2017Q3,AGUAS-A,IAM,0.501,397.98,6140.335714
2017-09-17,2017Q3,AGUAS-A,IAM,0.501,397.98,6140.335714
2017-09-18,2017Q3,AGUAS-A,IAM,0.501,397.98,6140.335714
2017-09-19,2017Q3,AGUAS-A,IAM,0.501,397.98,6140.335714
2017-09-20,2017Q3,AGUAS-A,IAM,0.501,400.69,6140.335714
2017-09-21,2017Q3,AGUAS-A,IAM,0.501,398.31,6140.335714
2017-09-22,2017Q3,AGUAS-A,IAM,0.501,397.54,6140.335714
2017-09-23,2017Q3,AGUAS-A,IAM,0.501,397.54,6140.335714
2017-09-24,2017Q3,AGUAS-A,IAM,0.501,397.54,6140.335714
2017-09-25,2017Q3,AGUAS-A,IAM,0.501,399.73,6140.335714
2017-09-26,2017Q3,AGUAS-A,IAM,0.501,397.72,6140.335714
2017-09-27,2017Q3,AGUAS-A,IAM,0.501,400.6,6140.335714
2017-09-28,2017Q3,AGUAS-A,IAM,0.501,400.85,6140.335714
2017-09-29,2017Q3,AGUAS-A,IAM,0.501,407.23,6140.335714
2017-09-30,2017Q3,AGUAS-A,IAM,0.501,407.23,6140.335714
2017-10-01,2017Q4,AGUAS-A,IAM,0.501,407.23,6140.335714
2017-10-02,2017Q4,AGUAS-A,IAM,0.501,405.31,6140.335714
2017-10-03,2017Q4,AGUAS-A,IAM,0.501,405.87,6140.335714
2017-10-04,2017Q4,AGUAS-A,IAM,0.501,407.09,6140.335714
2017-10-05,2017Q4,AGUAS-A,IAM,0.501,409.21,6140.335714
2017-10-06,2017Q4,AGUAS-A,IAM,0.501,409.17,6140.335714
2017-10-07,2017Q4,AGUAS-A,IAM,0.501,409.17,6140.335714
2017-10-08,2017Q4,AGUAS-A,IAM,0.501,409.17,6140.335714
2017-10-09,2017Q4,AGUAS-A,IAM,0.501,409.17,6140.335714
2017-10-10,2017Q4,AGUAS-A,IAM,0.501,406.61,6140.335714
2017-10-11,2017Q4,AGUAS-A,IAM,0.501,407.92,6140.335714
2017-10-12,2017Q4,AGUAS-A,IAM,0.501,407.84,6140.335714
2017-10-13,2017Q4,AGUAS-A,IAM,0.501,409.41,6140.335714
2017-10-14,2017Q4,AGUAS-A,IAM,0.501,409.41,6140.335714
2017-10-15,2017Q4,AGUAS-A,IAM,0.501,409.41,6140.335714
2017-10-16,2017Q4,AGUAS-A,IAM,0.501,409.77,6140.335714
2017-10-17,2017Q4,AGUAS-A,IAM,0.501,406.86,6140.335714
2017-10-18,2017Q4,AGUAS-A,IAM,0.501,409.01,6140.335714
2017-10-19,2017Q4,AGUAS-A,IAM,0.501,408.86,6140.335714
2017-10-20,2017Q4,AGUAS-A,IAM,0.501,410.24,6140.335714
2017-10-21,2017Q4,AGUAS-A,IAM,0.501,410.24,6140.335714
2017-10-22,2017Q4,AGUAS-A,IAM,0.501,410.24,6140.335714
2017-10-23,2017Q4,AGUAS-A,IAM,0.501,408.43,6140.335714
2017-10-24,2017Q4,AGUAS-A,IAM,0.501,407.58,6140.335714
2017-10-25,2017Q4,AGUAS-A,IAM,0.501,408.97,6140.335714
2017-10-26,2017Q4,AGUAS-A,IAM,0.501,408.3,6140.335714
2017-10-27,2017Q4,AGUAS-A,IAM,0.501,408.3,6140.335714
2017-10-28,2017Q4,AGUAS-A,IAM,0.501,408.3,6140.335714
2017-10-29,2017Q4,AGUAS-A,IAM,0.501,408.3,6140.335714
2017-10-30,2017Q4,AGUAS-A,IAM,0.501,413.32,6140.335714
2017-10-31,2017Q4,AGUAS-A,IAM,0.501,414.65,6140.335714
2017-11-01,2017Q4,AGUAS-A,IAM,0.501,414.65,6140.335714
2017-11-02,2017Q4,AGUAS-A,IAM,0.501,411.33,6140.335714
2017-11-03,2017Q4,AGUAS-A,IAM,0.501,409.76,6140.335714
2017-11-04,2017Q4,AGUAS-A,IAM,0.501,409.76,6140.335714
2017-11-05,2017Q4,AGUAS-A,IAM,0.501,409.76,6140.335714
2017-11-06,2017Q4,AGUAS-A,IAM,0.501,409.81,6140.335714
2017-11-07,2017Q4,AGUAS-A,IAM,0.501,405.56,6140.335714
2017-11-08,2017Q4,AGUAS-A,IAM,0.501,409.83,6140.335714
2017-11-09,2017Q4,AGUAS-A,IAM,0.501,408.02,6140.335714
2017-11-10,2017Q4,AGUAS-A,IAM,0.501,407.35,6140.335714
2017-11-11,2017Q4,AGUAS-A,IAM,0.501,407.35,6140.335714
2017-11-12,2017Q4,AGUAS-A,IAM,0.501,407.35,6140.335714
2017-11-13,2017Q4,AGUAS-A,IAM,0.501,404.53,6140.335714
2017-11-14,2017Q4,AGUAS-A,IAM,0.501,400.28,6140.335714
2017-11-15,2017Q4,AGUAS-A,IAM,0.501,394.73,6140.335714
2017-11-16,2017Q4,AGUAS-A,IAM,0.501,400.48,6140.335714
2017-11-17,2017Q4,AGUAS-A,IAM,0.501,405.92,6140.335714
2017-11-18,2017Q4,AGUAS-A,IAM,0.501,405.92,6140.335714
2017-11-19,2017Q4,AGUAS-A,IAM,0.501,405.92,6140.335714
2017-11-20,2017Q4,AGUAS-A,IAM,0.501,378.25,6140.335714
2017-11-21,2017Q4,AGUAS-A,IAM,0.501,389.02,6140.335714
2017-11-22,2017Q4,AGUAS-A,IAM,0.501,387.66,6140.335714
2017-11-23,2017Q4,AGUAS-A,IAM,0.501,375.29,6140.335714
2017-11-24,2017Q4,AGUAS-A,IAM,0.501,372.65,6140.335714
2017-11-25,2017Q4,AGUAS-A,IAM,0.501,372.65,6140.335714
2017-11-26,2017Q4,AGUAS-A,IAM,0.501,372.65,6140.335714
2017-11-27,2017Q4,AGUAS-A,IAM,0.501,371.21,6140.335714
2017-11-28,2017Q4,AGUAS-A,IAM,0.501,374.99,6140.335714
2017-11-29,2017Q4,AGUAS-A,IAM,0.501,373.69,6140.335714
2017-11-30,2017Q4,AGUAS-A,IAM,0.501,372.35,6140.335714
2017-12-01,2017Q4,AGUAS-A,IAM,0.501,372.0,6140.335714
2017-12-02,2017Q4,AGUAS-A,IAM,0.501,372.0,6140.335714
2017-12-03,2017Q4,AGUAS-A,IAM,0.501,372.0,6140.335714
2017-12-04,2017Q4,AGUAS-A,IAM,0.501,373.06,6140.335714
2017-12-05,2017Q4,AGUAS-A,IAM,0.501,371.12,6140.335714
2017-12-06,2017Q4,AGUAS-A,IAM,0.501,368.32,6140.335714
2017-12-07,2017Q4,AGUAS-A,IAM,0.501,366.66,6140.335714
2017-12-08,2017Q4,AGUAS-A,IAM,0.501,366.66,6140.335714
2017-12-09,2017Q4,AGUAS-A,IAM,0.501,366.66,6140.335714
2017-12-10,2017Q4,AGUAS-A,IAM,0.501,366.66,6140.335714
2017-12-11,2017Q4,AGUAS-A,IAM,0.501,370.66,6140.335714
2017-12-12,2017Q4,AGUAS-A,IAM,0.501,370.28,6140.335714
2017-12-13,2017Q4,AGUAS-A,IAM,0.501,376.13,6140.335714
2017-12-14,2017Q4,AGUAS-A,IAM,0.501,370.52,6140.335714
2017-12-15,2017Q4,AGUAS-A,IAM,0.501,372.71,6140.335714
2017-12-16,2017Q4,AGUAS-A,IAM,0.501,372.71,6140.335714
2017-12-17,2017Q4,AGUAS-A,IAM,0.501,372.71,6140.335714
2017-12-18,2017Q4,AGUAS-A,IAM,0.501,409.13,6140.335714
2017-12-19,2017Q4,AGUAS-A,IAM,0.501,396.52,6140.335714
2017-12-20,2017Q4,AGUAS-A,IAM,0.501,400.26,6140.335714
2017-12-21,2017Q4,AGUAS-A,IAM,0.501,400.18,6140.335714
2017-12-22,2017Q4,AGUAS-A,IAM,0.501,402.51,6140.335714
2017-12-23,2017Q4,AGUAS-A,IAM,0.501,402.51,6140.335714
2017-12-24,2017Q4,AGUAS-A,IAM,0.501,402.51,6140.335714
2017-12-25,2017Q4,AGUAS-A,IAM,0.501,402.51,6140.335714
2017-12-26,2017Q4,AGUAS-A,IAM,0.501,401.1,6140.335714
